,报表日期,20191231,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20031231,20021231,20011231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,流动资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,货币资金,2772568295.44,3016546313.25,4271858708.24,4150005303.46,3186616491.00,2842435262.05,2175283501.76,1756370895.02,1281885173.12,1088748659.84,1263077175.47,1632598924.60,2076110905.71,2080892828.69,1711065591.45,2043986975.32,1420415530.68,2239483067.06,1773445421.13,1346973471.01,1112654936.49,995396210.51,1282148877.46,1048650264.93,978720358.62,753368679.94,840180833.82,1208061463.99,1340456372.75,988693588.23,1055020813.31,1174301005.61,934699989.40,1159592980.85,1254117078.63,1283311600.69,424777467.72,399693191.12,419785283.89,418994552.47,372800333.57,436176578.70,501441560.42,362308252.37,324732912.67,493962622.50,553544670.05,373970770.39,335668980.13,238655821.31,221622567.92,293774320.20,198975803.62,208801045.05,234278943.46,139042822.55,170676282.46,244970140.91,263926540.23,255672507.49,303948083.79,298392141.38,99741106.98,46219160.57,55813609.11,28523531.13,0.0
3,交易性金融资产,0,0,0,0,0,0,0,2624770.36,2624770.36,0,0,0,0,9622899.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96111632.00,91145364.00,97935111.50,58704999.50,70108855.00,79865803.50,104162258.00,125282250.00,73845766.00,37073604.00,30120423.50,27753917.50,81717155.00,102975585.50,15717750.00,67943960.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
4,衍生金融资产,16948900.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
5,应收票据及应收账款,5475152654.91,6570330622.84,6136062965.32,5914203080.56,5635249899.15,6954602659.71,7005008563.40,7263507158.07,6608249075.14,0,0,5006517702.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
6,应收票据,1033649524.40,1437306228.61,1498128187.80,885356612.62,1281470743.01,1439891691.31,1455061428.06,1901354506.41,2103605348.35,883125059.62,469222853.09,715822244.13,889530137.97,719771374.52,496260314.89,615554603.90,647980321.80,693330737.28,630229884.57,514461188.68,533661563.12,146243892.01,200351295.41,162096978.19,454637483.03,458202500.76,392832745.22,382154093.02,272782829.13,209662455.21,191804786.10,294863125.00,227527935.52,217984313.91,104723242.67,63425985.53,87007256.09,14718472.50,45935231.10,22565289.75,23983520.00,15248118.54,16734198.51,11375466.95,13622005.30,29862880.91,64914331.23,43977823.73,32398204.01,9381587.16,30635314.50,10183022.80,1384267.30,5553175.32,47483915.11,10910568.02,12790037.39,4664582.77,1917881.00,966163.00,24578368.27,10331464.80,11801134.34,6116696.31,1025959.00,4512428.53,0.0
7,应收账款,4441503130.51,5133024394.23,4637934777.52,5028846467.94,4353779156.14,5514710968.40,5549947135.34,5362152651.66,4504643726.79,5118085388.54,4706118003.54,4290695458.18,3653409001.40,4538405502.87,4281880919.69,3755017660.73,3368039329.35,3837396203.26,3681255404.31,3275921256.94,3265022633.29,3444412698.23,3175492671.53,2906091631.78,2708992369.95,2906344239.29,2452042961.53,2537549748.72,2271797467.12,2407008622.69,2257938138.54,2065516477.28,1889785192.19,1774812526.69,1628937770.61,1416349891.08,1541738589.06,1465945480.65,1330025186.03,1217642253.92,1198809626.14,1232904503.16,1120998233.29,1113138792.09,1220372214.01,1285061367.11,1144595157.47,1221979603.04,998489307.86,1020375741.37,927643306.13,837042308.22,618005229.19,617936656.22,528260625.01,441828734.71,381552281.18,418052847.96,411272746.24,352870449.15,247915305.41,306702340.94,238932584.31,197758514.15,202096828.45,168641563.66,0.0
8,应收款项融资,453224644.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
