,报表日期,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20030331,20021231,20020930,20020630,20020331,20011231,20010630,20001231,20000630,19991231,19990630,19981231,19980630,19971231,19970630,19961231,19951231,19941231,19931231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,流动资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,货币资金,6802521.80,4106811.94,4748410.65,24331579.73,9709826.42,12419924.81,13135411.22,16983448.26,27131754.33,17100697.03,18838831.26,18430825.65,27146981.36,30133996.38,29605599.25,25874974.22,5970594.32,28482523.88,10523840.60,5206697.67,4149371.98,32682929.39,76162148.94,85314085.64,2003727.07,1993731.81,8847827.68,17497413.85,111802428.60,120015740.17,111518586.42,67913357.63,42360803.93,64324668.00,89612207.77,120921155.33,93352954.70,69480870.68,80673111.86,95626021.51,109795401.71,87372044.26,86386981.12,112366209.59,123481420.27,113137824.05,121917895.60,67689227.51,67316857.50,76642446.77,29608185.51,51958243.73,36355745.93,23552552.28,48558973.76,22999155.17,24515689.42,35350315.15,31366892.54,34533829.15,22301284.96,14551997.04,17732030.08,14274365.16,8257362.61,7533605.56,6706885.00,10109495.24,7543866.12,11400007.48,14158428.47,9533580.19,43916408.85,49779220.48,60419272.70,24480397.93,68457380.90,125555138.49,37688398.15,53238842.80,0,77034361.09,2557544.01,0,0,0.0
3,交易性金融资产,8712114.94,8572117.74,10700000.00,0,10500000.00,10472000.00,10195000.00,12795130.00,24714330.00,41553980.00,42364392.65,52463841.00,41712231.46,41173930.00,35982295.00,35496270.00,49186442.85,46276913.21,64749134.49,47314157.33,77129973.37,48151062.45,5000000.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19000000.00,19000000.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49999079.00,54999079.00,20120000.00,20120000.00,20120000.00,0,30120000.00,0,0,0,0.0
4,衍生金融资产,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
5,应收票据及应收账款,11626841.99,11200377.68,8473577.26,9683654.77,4849140.10,3430778.45,2551279.97,3744361.48,0,3340604.98,0,1074485.56,0,1228726.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
6,应收票据,0,0,0,4500000.00,0,50000.00,50000.00,0,0,0,0,0,150000.00,0,100000.00,180000.00,0,100000.00,0,0,350000.00,450000.00,0,150000.00,450000.00,542222.00,162222.00,800000.00,980000.00,783577.80,4712700.31,22372490.33,8251133.90,25693390.15,26727706.24,15778500.00,38705373.96,32036096.16,8867261.30,31005849.54,28269571.46,44306773.66,6356390.16,22012772.40,13313125.45,13196855.98,13976189.20,29169322.77,10820133.51,19757376.92,8378124.78,17357995.23,7009753.60,5687801.50,4365256.79,10464399.02,10822383.78,6523697.38,2763460.96,8867089.38,2702187.20,6041332.00,2896028.52,5042215.00,563420.00,1727421.49,1006299.54,4839016.00,845470.00,1963200.00,1144800.00,4512700.00,42187800.00,41832601.63,31118400.00,30271937.30,32272100.00,30907460.00,15150000.00,16450000.00,0,29500000.00,0,0,0,0.0
7,应收账款,11626841.99,11200377.68,8473577.26,5183654.77,4849140.10,3380778.45,2501279.97,3744361.48,5192640.02,3340604.98,2639057.01,1074485.56,2495971.77,1228726.12,1452514.27,669349.84,3003087.38,2322511.84,2585332.25,2056561.58,3760831.51,3749165.16,4401619.41,5606069.65,7654674.55,13711952.24,21162760.77,25218550.01,0,29756376.25,34263576.22,0,49805664.61,58490968.30,56611924.37,40522980.21,28947764.96,32424235.51,32474038.45,31806742.69,38283739.40,42505567.37,45027062.46,42874508.33,49721549.74,44045176.46,47702701.12,57400250.97,75133841.57,69658331.63,67105735.17,70675876.92,64872476.30,64572601.94,73289630.65,69809069.24,62661747.20,61732047.42,62954583.32,57927629.22,66711100.90,79032179.03,78045627.63,82498399.08,80575381.61,88252874.55,78891842.58,87585298.70,68421774.88,61238960.67,91212489.94,92407269.17,148862515.24,157067739.25,204076193.86,212144337.76,175218497.35,160541444.56,78495941.23,52564521.68,0,11338556.49,9244190.86,0,0,0.0
8,应收款项融资,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
