,报表日期,20191231,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20030331,20021231,20020930,20020630,20020331,20011231,20010630,20001231,20000630,19991231,19990630,19981231,19980630,19971231,19970630,19961231,19960630,19951231,19950630,19941231,19940630,19931231,19921231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,流动资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,货币资金,991846611.25,973150114.55,1261986237.20,735285654.51,973193131.73,798686634.30,981789961.53,1331614221.16,615801374.33,922524952.85,860841485.23,705017351.06,672584787.58,778899718.66,1034288647.98,1066243887.11,890124762.01,1523406962.51,1543123837.28,916441628.02,919025034.78,1529028185.60,2305537391.57,969558997.66,964887876.26,1148385879.13,1642490441.46,1678092667.31,1700709885.40,2215300321.94,2703671560.74,1922492503.58,1122432543.47,2003733385.17,2230238664.83,1974289359.64,1756969490.59,1854245606.26,2310590326.59,2173219200.12,1506561639.88,2610291615.33,2858580365.91,2536051111.30,1632497161.62,2199056011.34,2082415831.21,1956042974.62,1693033980.39,1734928075.06,1599321990.67,1565958346.02,1309695260.83,1069911605.29,1179297769.05,1081379255.84,1221367139.61,835322968.01,921920874.70,1447691846.78,1188546300.08,1094090734.13,1250044841.82,864662011.64,719975816.34,484047607.35,831558602.30,656960286.67,696900100.81,652705498.24,467526306.55,741392546.54,778380226.30,855327307.10,1072879890.65,524433868.43,162671450.52,36803583.96,61810313.30,41883059.03,79229873.39,0,77082172.77,0,30289600.55,0,13702970.46,0,47044829.28,16870993.32,0.0
3,交易性金融资产,136746073.94,149292622.64,136388494.64,241588494.64,0,0,0,0,0,0,0,0,0,100204428.36,80403880.41,104312408.51,163379900.00,98000000.00,99360000.00,98000000.00,148000000.00,188000000.00,98000000.00,5000000.00,8900000.00,30000000.00,15000000.00,10000000.00,0,0,0,0,17139260.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,800723.77,656893.60,669243.60,689012.00,689012.00,690000.00,690000.00,620000.00,620000.00,620000.00,620000.00,540000.00,540000.00,540000.00,500000.00,505010.00,505010.00,505010.00,505010.00,0,0,0,651650.03,0,1169420.50,0,0,0,349928.64,0,0,0,0,4500000.00,0,2080000.00,0,8000.00,0,0.0
4,衍生金融资产,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
5,应收票据及应收账款,343427377.24,363122469.79,379133675.55,425103600.60,261331413.20,271785988.40,263994998.45,314934860.78,220145300.58,0,126484008.90,0,137646729.08,0,183988485.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
6,应收票据,33355770.60,23514206.93,18274602.23,0,14728595.02,21476969.34,20223663.11,32532728.37,25969521.75,39192938.37,22744785.54,26068470.99,47112416.61,26284693.51,57814083.65,41865645.35,52962423.35,41404745.57,30843471.44,35346529.36,39771555.51,31380538.43,33734977.98,39140698.95,48199604.49,84165663.66,79646576.59,88347143.18,89430740.66,76756505.56,61446715.43,57367274.76,77077302.25,49480850.58,19018640.60,26201862.27,26725897.23,53015417.59,48131248.33,28050614.78,49075636.57,18397517.28,22064627.07,11736833.88,14494331.30,17969562.57,18738876.52,12830387.90,4217948.56,45248944.80,8134712.66,6811359.69,6632492.59,5133000.00,7832555.00,11926710.60,4283800.00,16140044.00,18905655.00,16195130.00,37709630.00,79864070.00,84211587.80,93303181.00,68769984.00,93229318.00,109497306.00,59427448.00,13778300.00,30282645.00,39619407.83,30553867.83,8977600.00,22321550.00,715000.00,4044230.00,4749600.00,8811600.00,16453168.50,12382398.00,11477200.00,0,18514490.00,0,14192200.00,0,0,0,0,0,0.0
7,应收账款,310071606.64,339608262.86,360859073.32,0,246602818.18,250309019.06,243771335.34,282402132.41,194175778.83,255588915.79,103739223.36,127510061.45,90534312.47,118829651.75,126174401.42,130298654.58,107788178.03,147559968.57,130577989.59,119870636.32,127028728.16,123340361.70,114707325.02,71776716.75,74099014.78,90877807.36,80165565.83,98430684.86,73660874.30,82794685.75,85881452.25,68343422.49,48744138.81,63946818.50,54378508.12,43963597.01,36426167.81,38977526.64,55855928.82,62834773.03,48574424.53,189903028.66,144042220.30,112571223.63,118111511.75,184268867.93,205589097.29,169797956.00,169824939.79,142181046.63,124254297.26,127897644.05,85360520.83,133449103.64,148709480.70,112973705.92,62292961.33,136395796.71,104001919.87,98881125.40,86394038.26,111907204.66,125189614.20,109980158.21,86583084.17,82841710.62,88667875.78,101541096.08,101225952.79,140565236.63,210137410.98,178121876.60,128842686.55,172192781.94,148663219.19,180933050.15,153453257.08,212282352.28,140079263.70,124806748.38,157674170.26,0,101224629.28,0,141035989.35,0,0,0,168345816.59,52790072.43,0.0
8,应收款项融资,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
