,报表日期,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20030331,20021231,20020930,20020630,20011231,20001231,19991231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,流动资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,货币资金,1487589309.39,1867702302.78,1635216793.31,2112074476.24,1359891425.91,1644473453.07,1122995375.19,1708265574.69,1482951043.67,1736621460.73,1126576006.93,2215648561.04,1076098453.67,1243622104.22,919720650.96,1570879268.68,1023842654.28,1049351447.29,897955117.84,1125610249.32,897049296.19,819465879.78,666977705.91,956524959.02,596541948.19,766992041.90,941318124.35,1233242614.99,794871687.85,836898343.05,893238496.95,1026727702.72,925376644.07,986258992.59,1035487002.69,1061785536.06,1144710007.42,1037285708.07,575279867.50,560874282.09,380338047.91,547358914.34,411160962.94,391051597.73,50124329.60,48866555.51,53862532.90,51578848.99,38894224.72,40952125.95,41424426.53,43076070.09,36115763.91,32223698.89,26127044.68,33256649.03,12869105.70,14439428.92,22116616.75,27095949.89,39494541.21,46988458.61,62648699.18,94008845.00,66002363.26,65609798.27,55822229.21,76116768.28,80464892.68,25068015.92,30771973.03,28060234.48,11744785.31,0.0
3,交易性金融资产,434037578.78,418769461.10,425250230.83,0,0,0,0,0,0,0,4000.00,4000.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49998000.00,49998000.00,0,0,0,0,0,21810.00,21810.00,21810.00,21810.00,21810.00,21810.00,0,62240.00,332910.00,35720.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30000000.00,30000000.00,0,0,0,0,0,433308.61,0,0.0
4,衍生金融资产,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
5,应收票据及应收账款,1188384871.44,1123504059.03,1331168245.40,897242863.87,1252786103.83,1366279164.50,1497357311.67,1064674154.39,0,1609181117.30,0,1249431177.73,0,1905575314.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
6,应收票据,126051742.70,165978917.05,323109331.89,193398692.57,165200353.51,297431377.86,389748729.02,287600649.36,414795709.72,366563148.73,282709506.39,194312320.81,179916649.12,177567973.97,185309652.31,197663324.20,390686976.08,420338960.50,680046834.84,502122960.95,508534042.13,603178507.16,483598757.73,473893984.72,539085313.37,493927443.50,532615061.69,501592144.45,333754200.93,272314124.03,252204903.40,184819224.28,180571307.16,118605493.87,139832563.07,126068022.70,32552912.66,72569368.89,160032543.00,135511789.59,5122865.10,6911496.98,2331200.00,10381637.26,5126933.37,5472571.93,5527187.49,5319047.49,6559055.41,3561827.40,2904177.40,7517358.27,2999580.00,4971682.15,5003000.00,1774000.00,1520000.00,760000.00,1741372.00,2395000.00,1086600.00,5770560.00,5454260.00,1942000.00,1450480.00,1697000.00,1588410.00,2040440.00,900000.00,430000.00,0,0,142695.76,0.0
7,应收账款,1062333128.74,957525141.98,1008058913.51,703844171.30,1087585750.32,1068847786.64,1107608582.65,777073505.03,1398345956.10,1242617968.57,1676784594.02,1055118856.92,1657440275.42,1728007340.18,1574276046.23,1108032342.26,1189747378.99,1327189062.95,1098138272.86,1065300960.82,922268605.74,1009530767.95,803536967.79,835427786.75,834141955.21,549321182.73,438862251.16,402495440.66,607976778.27,519143388.99,379906962.94,338708686.03,459690191.29,517563673.54,468221803.18,453538784.94,478802579.34,540300482.45,384975139.29,432216623.39,423885773.69,436469300.39,417080369.37,373350161.03,57225014.63,59789114.47,39189828.72,35549763.77,37977209.04,37873663.18,35799494.57,34891392.16,36963440.92,41212723.42,38392918.97,36716151.67,42020905.43,41719922.67,40879947.33,38024225.73,43559160.29,40841779.24,38878013.84,37229158.10,67514650.21,82635850.48,43537173.93,37223008.75,42993774.09,42979404.80,41917816.30,26138611.82,13855898.81,0.0
8,应收款项融资,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
