,报表日期,20191231,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20021231,20011231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,流动资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,货币资金,5634860493.49,3065087507.54,3059273031.78,2435797318.76,3140957083.90,2770993356.13,531706679.37,484355636.42,542152677.98,471712603.84,487358034.02,241181356.10,284128205.77,211011124.83,200183579.85,184522646.22,177457612.32,147787785.50,277862576.31,234722393.64,265297960.09,233216076.20,233930698.40,218117905.79,217139809.71,199009808.84,176019167.00,165700483.10,207958235.16,119782715.42,115039680.79,124877302.13,143768239.97,177505469.44,203277367.21,205362843.65,233888750.37,213849322.04,210515601.42,196373313.99,209062388.67,170482585.19,176364274.43,149529437.48,140154969.54,134694876.14,153537648.87,211976495.14,221135296.91,164962106.49,161688132.69,127282217.30,171064038.48,170065207.47,172454949.66,179340894.52,175455312.64,179168933.67,162124563.37,88801999.18,93162884.68,94539285.90,146628880.16,0,12323843.26,22861602.01,24224021.79,0.0
3,交易性金融资产,47330000.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500000.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8744305.67,9322172.82,8580451.57,7011955.03,7814965.22,9533557.12,12593000.93,12965872.88,12931277.34,10185222.91,6290722.72,2900000.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
4,衍生金融资产,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
5,应收票据及应收账款,2398103512.31,4719233404.77,5367253491.60,4941535469.71,6293308162.07,6249593305.26,317934501.57,307531587.08,306593819.90,0,0,271433253.17,270555678.41,0,0,275318914.50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
6,应收票据,980573361.84,3272741617.17,3761683380.90,3744556971.39,5203002235.98,5057008087.91,73409993.85,90519369.46,93496738.78,57155613.54,64852585.11,51857703.57,86081254.38,44784828.66,63028316.09,62142370.58,59705672.14,39925034.79,46776876.29,50019419.05,58848780.69,33752305.59,50581140.67,30468762.13,54545349.52,32815248.40,40438429.33,27878520.88,25617812.00,24482333.36,27852500.00,12196252.00,43094965.00,31016031.22,49009243.00,37385134.55,53906915.75,34699267.63,43322751.22,46301421.15,52232564.46,30574918.25,36635349.69,33304800.00,39957800.00,11250000.00,10055000.00,11391889.80,21105000.00,13029530.08,10758150.70,7310000.00,9559680.00,4142364.00,3505970.00,10224287.31,10031198.08,13436000.00,11838120.00,4644766.52,14084271.14,7085000.00,4018252.00,0,16170000.00,10837000.00,15925900.00,0.0
7,应收账款,1417530150.47,1446491787.60,1605570110.70,1196978498.32,1090305926.09,1192585217.35,244524507.72,217012217.62,213097081.12,237321970.02,198803997.00,219575549.60,184474424.03,217798078.46,191690433.63,213176543.92,180824889.08,219649322.23,163989835.71,149067783.43,117088203.68,153965415.47,126745874.57,109562972.94,72412270.81,111609838.26,111627960.75,103861811.91,78933791.47,112792846.73,114339076.82,103493604.07,58687772.93,95258865.64,66341155.91,87962175.44,46696115.14,89757548.22,66885574.09,67758771.33,43431491.26,97637650.98,69538527.90,75889186.49,34448774.32,62458401.64,41654216.30,46886437.63,24491012.91,43882790.74,29483444.79,29627946.93,18502096.59,32759696.77,27398545.79,22825871.44,16481544.80,25707137.12,35222503.68,47146968.72,29674906.40,43765564.41,39813562.44,0,17635689.28,20119465.00,19983412.40,0.0
8,应收款项融资,2196316191.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
