,报表日期,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20031231,20021231,20011231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,流动资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,货币资金,1078998157.43,1106904694.61,813834897.16,836246159.89,803353737.43,982413090.17,1062741684.71,1156880686.84,490203793.34,490371969.95,289748931.73,299116974.01,291065738.17,316466913.82,131609322.01,161860374.91,115085921.89,148894793.02,133859975.50,183674874.48,180196113.69,175632255.30,168564720.46,253271837.23,209793622.92,219626500.86,289810932.50,316818914.21,251345098.85,238621942.90,192386709.92,211796904.81,198736912.36,165937284.76,150341368.67,71385071.46,111019549.68,115552473.58,83685657.54,121416355.76,115019340.33,135599875.65,72757138.60,74151718.38,110684189.62,144424969.00,103761953.63,145566154.90,105460251.60,72644908.34,46278724.52,36812308.39,66244789.83,106905510.97,102353083.55,81709320.23,115172901.68,146634792.53,172321688.26,223042715.54,264608502.64,25615162.06,21841188.45,17793760.64,10127686.30,0.0
3,交易性金融资产,0,200000.00,0,0,0,0,0,0,0,0,222138225.53,0,0,0,0,0,0,0,0,0,0,0,0,113080.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,520000.00,0,0,0,0,0,0,136950.00,155250.00,0,0.0
4,衍生金融资产,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
5,应收票据及应收账款,386388987.40,314745837.19,258995865.84,204484085.98,225885282.15,187359147.29,152886835.38,164307815.07,0,110109260.81,0,98093915.58,0,126902624.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
6,应收票据,2429000.00,403860.94,18794000.00,2313876.04,793000.00,5575971.02,1260000.00,2863476.65,0,1709221.46,200000.00,613000.00,1311350.25,0,1767441.30,1969155.73,1264670.60,486179.13,4837780.23,4017229.83,14193289.27,24422111.98,16176865.08,23099418.79,25618942.73,21193280.33,20000259.20,15521746.69,37556508.36,33553900.81,25143674.31,18590171.02,21477461.57,27306580.83,7637030.40,8807495.77,15346129.00,12001769.10,6879624.98,6475272.55,7412684.44,5088053.71,542895.57,8655826.00,7963537.99,8236964.89,10013051.72,16881902.85,165912.28,244507.12,324005.70,74005.70,200000.00,2195415.52,921916.45,0,600000.00,800000.00,0,150000.00,500000.00,80000.00,0,0,0,0.0
7,应收账款,383959987.40,314341976.25,240201865.84,202170209.94,225092282.15,181783176.27,151626835.38,161444338.42,110527098.21,108400039.35,82555349.89,97480915.58,75888412.90,126902624.29,99877977.13,124924588.76,90227884.95,92197388.65,70466381.82,99355398.26,134512325.58,129609477.54,111032794.58,106720451.07,114922113.17,161504250.46,128511185.34,152363320.45,148871856.54,160168415.05,113826274.59,96924888.87,139490944.18,133591981.59,110994324.55,101133514.68,146070006.50,144407770.02,97275564.98,118404510.36,136829051.16,141929932.57,152253056.08,124108991.51,161762353.19,196452456.83,201337466.73,169414089.81,112626675.03,87815395.49,110250554.06,113773787.20,94150149.60,114633167.29,102048123.98,80897507.39,79046773.72,72112255.39,59988476.37,59882850.07,76706106.74,82819057.10,45778961.25,33063811.13,16194930.92,0.0
8,应收款项融资,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
