,报表日期,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20131231,20121231,20111231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,流动资产,,,,,,,,,,,,,,,,,,,,,,,,,,
2,货币资金,106921224.01,109126563.98,116008407.91,94996355.52,93745747.23,75040128.58,52322650.66,69724013.49,58013120.91,59073335.56,59273368.90,84534040.13,81875817.52,85522624.43,74182731.59,96422583.15,49928447.52,186716834.63,100844637.57,107985352.75,217292985.15,42352242.52,51587301.95,48349681.92,34357657.39,0.0
3,交易性金融资产,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
4,衍生金融资产,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
5,应收票据及应收账款,65913355.88,73960476.78,69163098.15,69321302.27,66403734.96,65168830.80,56202109.85,53166490.50,0,59215950.86,0,45099182.02,0,47707249.75,0,0,0,0,0,0,0,0,0,0,0,0.0
6,应收票据,31331585.57,20090873.82,20521870.44,26212641.99,19510100.34,18724423.46,20023979.57,17035983.69,15499922.71,12420989.63,10285663.48,12631932.03,10501436.25,11888838.79,3565049.71,7155126.29,14262058.83,17043199.17,12146164.98,12871957.04,10910697.67,14859839.09,11186978.41,5521697.20,7958190.30,0.0
7,应收账款,34581770.31,53869602.96,48641227.71,43108660.28,46893634.62,46444407.34,36178130.28,36130506.81,43243183.45,46794961.23,32872582.29,32467249.99,34531954.46,35818410.96,31237170.20,30540419.88,38910413.61,35528452.01,31452929.16,37440570.75,42049743.17,41574791.27,46074899.87,37616209.96,45698800.17,0.0
8,应收款项融资,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
9,预付款项,7996641.72,3032052.97,1709932.60,986211.34,41559160.22,42130158.04,42626468.18,3026693.98,2572955.67,3245821.09,3192244.05,2496468.36,1536001.87,1523027.18,1439765.26,1535764.12,2052001.26,1490917.84,1120421.16,1344417.55,1142012.83,9760514.49,6044342.87,18996375.14,17594986.27,0.0
10,其他应收款(合计),3941809.94,5008655.97,40459953.83,40512864.48,3440822.61,2174651.52,2358099.80,1979050.14,0,2073279.80,0,2056516.88,0,2704042.57,0,0,0,0,0,0,0,0,0,0,0,0.0
11,应收利息,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
