,报表日期,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20071231,20061231,20051231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,流动资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,货币资金,25427441.94,21311966.43,21878529.10,27453688.59,18183531.03,18721644.50,46352368.02,80907249.90,94577083.22,87097151.60,162134292.19,160068612.85,160145438.10,171399166.54,174031431.83,214660671.96,137719752.70,102139934.46,126087102.05,142537474.69,154088237.69,138122104.32,193758845.27,158923685.28,119393756.58,123110855.96,131957419.30,126662088.13,93164733.58,108627523.24,183568796.64,161926106.53,159320940.95,147395159.97,185451819.74,191447541.14,166599818.25,193758007.98,193306994.21,233320586.76,213293086.07,142050739.59,199704411.26,232076443.63,232180402.17,45716247.70,140761600.02,78446370.11,78951091.34,0.0
3,交易性金融资产,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,381890.00,0,0,0,0,0,2855483.00,4447810.00,500318.50,0,1328014.50,1609485.50,5190538.50,2981781.50,0,0,0,0,0,0,0,0,0,0,209968.80,200000.00,0,0,0,0.0
4,衍生金融资产,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
5,应收票据及应收账款,71089536.56,51943428.39,50737819.82,78888476.71,121469459.08,58988777.87,83634837.31,100363493.76,0,85314307.26,0,79699757.31,0,78004180.40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
6,应收票据,174000.00,2705191.99,770500.00,3664564.46,200000.00,0,1385600.00,4029397.75,9709920.85,14848359.57,9803504.15,5137036.08,11925749.03,3359398.08,5726819.88,5143597.58,3644838.07,3899335.41,5264065.15,2942076.81,4508302.68,6727831.70,3878161.88,3608886.58,10028018.98,5274255.61,4326018.36,7502450.02,5826799.85,2046593.48,2187612.47,3765499.72,3801036.05,1380479.00,1137746.71,2479743.31,1088551.10,1788362.04,2133291.71,7487240.67,2353807.09,2709722.32,3324267.40,3663429.70,864000.00,1021305.00,2145458.06,2594731.58,3385687.92,0.0
7,应收账款,70915536.56,49238236.40,49967319.82,75223912.25,121269459.08,58988777.87,82249237.31,96334096.01,124066347.94,70465947.69,69112603.96,74562721.23,117288048.94,74644782.32,50656252.78,84032491.39,113212307.11,72058292.45,103696016.56,131092460.91,124812283.53,59623628.67,63423605.22,75514917.07,135484179.46,97318704.05,64191585.44,79229595.71,148908561.61,86937391.01,70256567.89,100990534.81,118598275.95,91047666.47,81759508.02,119287755.60,111731853.50,67071195.70,67291256.46,82986294.67,120806701.64,81527052.26,67441859.80,118330605.49,136624853.67,79133292.03,86641979.01,51632255.16,40094740.02,0.0
8,应收款项融资,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
