,报表日期,20191231,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20030331,20021231,20020930,20020630,20020331,20011231,20010630,20001231,20000630,19991231,19990630,19981231,19971231,19961231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,流动资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,货币资金,6120563237.47,9654007614.02,5030265550.50,3947755495.66,3648463609.61,4551502290.56,3564480487.06,2455860959.02,2996028194.89,4317672293.41,3900614157.25,3272006189.45,2227421330.74,2308837790.94,2086541421.01,989018433.30,1014410146.17,808403080.63,879033377.53,883875512.79,870663755.12,575688986.89,739977525.12,420742417.26,473787177.54,375007037.74,482037947.82,392601820.18,516065467.96,580701013.69,461593172.16,369813444.28,398532682.30,252507259.62,321731706.56,408243652.24,429182477.81,672536980.42,381015601.05,276767151.28,126646825.40,261737309.37,289779881.91,241324434.33,133455893.08,167051436.22,204452548.16,231331114.12,146527807.16,201036113.23,261444225.73,374516085.39,390503566.38,438795439.75,395634342.82,212977575.80,287097542.93,663106636.00,1487216214.98,2480961306.00,2320120532.00,3444237360.00,3069328829.00,2185906509.00,2120038297.00,2340382431.97,1902594833.00,1424193546.00,1417085462.00,1132804746.00,1056115152.00,0,778191077.00,1769670408.00,838710032.00,890747981.00,753140484.00,2039453613.00,1391527935.00,1373779687.00,664275893.00,0.0
3,交易性金融资产,2120000000.00,230200.00,143200.00,123650.00,207350.00,0,939.96,1219174.33,82670.52,0,0,9985862.38,9695070.04,23201.05,0,0,0,6661053.81,45885145.11,42000069.27,162460.00,6640451.00,0,2598380.00,67115019.35,60639846.80,46422791.91,34346462.91,10678293.47,3012827.86,13058618.94,21757429.06,33787696.24,28776586.21,15486182.72,25015979.83,28150388.56,13539487.38,21671529.83,10797489.89,5596775.59,400000.00,0,4524567.56,6018689.45,3275660.00,11847260.00,9479410.00,9479410.00,0,2000.00,2000.00,2000.00,2000.00,2000.00,2000.00,2000.00,0,2000.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,965000.00,963000.00,0,0.0
4,衍生金融资产,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
5,应收票据及应收账款,5063425976.27,8944230103.61,6819526195.20,6629624874.66,6068203234.09,5866164703.81,7897819444.91,7221936590.90,6350259386.45,6590125726.47,7141694384.66,6688669283.10,6006582252.43,7106188501.79,6679136518.12,5473091228.15,4376302467.91,4431172173.70,5150493823.04,4424019051.92,2976088324.75,4566895121.31,6372176450.10,4766960236.55,3805573555.77,0,0,0,3014648398.10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
6,应收票据,1095849666.16,4869519749.33,2277732761.70,2467437841.47,2971748608.75,2458949595.52,0,3068134975.54,3517031644.77,3333335924.85,2408697765.69,2939105584.77,3281453069.10,4080554317.89,3198213709.39,2609117229.21,2289706048.91,2120466724.70,2022652896.39,1642383654.95,991796937.82,2286009871.34,2597719095.46,2206708113.53,2160801733.50,3041044374.14,2882578671.26,2394066119.70,1558766192.61,1752141530.68,1594426485.68,987344307.52,502919307.39,644325047.97,756466015.18,378811054.85,385982498.33,576702903.14,516613218.75,132036635.98,59709889.22,17341980.74,235442643.50,88101225.62,62452896.51,9539000.54,19337966.23,10614644.74,2740000.00,127466250.35,138692912.45,136366406.98,77317440.80,282814571.55,541785848.18,100075554.44,140818945.44,136106238.00,106270000.38,930625376.00,792903018.00,376862694.00,669259122.00,761462265.00,734877589.00,645696473.15,746874538.00,1075568979.00,622627806.00,280124837.00,191691863.00,0,351188636.00,150924313.00,280255647.00,521301432.00,986009131.00,566824794.00,515333627.00,309589346.00,10033958.00,0.0
7,应收账款,3967576310.11,4074710354.28,4541793433.50,4162187033.19,3096454625.34,3407215108.29,0,4153801615.36,2833227741.68,3256789801.62,4732996618.97,3749563698.33,2725129183.33,3025634183.90,3480922808.73,2863973998.94,2086596419.00,2310705449.00,3127840926.65,2781635396.97,1984291386.93,2280885249.97,3774457354.64,2560252123.02,1644771822.27,2120183306.01,2765496446.96,1981513567.92,1455882205.49,1853138417.97,2068355256.32,1726364107.39,1193767494.97,1534670047.04,1980721708.88,2045418648.49,1354284204.38,1477132288.75,1795319906.88,1169364969.21,963529903.03,845908951.12,1033488620.78,857798209.68,669221502.59,738408356.42,1035942347.74,1015971329.50,618566012.70,717063568.72,830245078.03,708216025.54,374911284.04,457512898.01,374481972.14,1147748049.85,466115187.00,636873676.00,1204802439.93,1110203798.00,1178037096.00,1088417701.00,1237547446.00,743889420.00,731120036.00,755798342.92,1166958252.00,407137906.00,381535897.00,192945989.00,351038162.00,208250000.00,220899049.00,331228324.00,297542830.00,675775650.00,684832860.00,706706969.00,548501861.00,686080848.00,396853516.00,0.0
8,应收款项融资,4099608704.80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
