,报表日期,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20030331,20021231,20020930,20020630,20020331,20011231,20010930,20010630,20001231,20000630,19991231,19990630,19981231,19980630,19971231,19970630,19961231,19960630,19951231,19941231,19931231,19921231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,流动资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,货币资金,890577054.54,970114104.59,1013252838.19,875997061.14,565616013.57,642711999.52,871019302.38,322613178.15,540193715.47,526000254.76,1012571959.31,1029974205.10,1044860496.15,1014275148.60,1561590237.54,1235966803.46,1321567870.51,773495688.94,829251141.08,702845949.93,360678624.49,402539342.38,422968308.08,539386116.96,335281695.91,242067861.00,311532023.87,307949851.67,195739108.39,359303870.79,291148613.10,272692385.06,199331464.51,411963149.17,264576485.96,228667566.06,214162699.18,318110123.74,350346090.25,396885882.52,472278043.21,617760663.56,408798845.22,384629503.53,431555929.95,475764676.82,272763077.09,150105934.33,160443075.33,185050890.43,147732969.52,78764728.06,116856445.88,135726845.53,143592113.22,152813031.26,0,192883619.04,144794385.76,129868044.50,98800901.32,51596849.49,43022119.40,54439608.87,87330918.58,51830407.21,74902704.11,66274019.02,79977494.29,121311556.08,0,261808026.28,0,168699606.24,79785559.84,58379440.98,107752291.53,72855387.11,65353008.58,63910558.72,105811372.00,0,79493416.42,0,35534114.54,3350402.00,7535877.00,4761234.00,0.0
3,交易性金融资产,0,2866900.00,0,3968300.00,0,0,0,0,1621962.98,1621962.98,1782970.76,1782970.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139000.00,0,0,0,0.0
4,衍生金融资产,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
5,应收票据及应收账款,1578958188.79,1711260572.90,1752733813.34,1606265761.11,1667730342.44,1692560983.62,1783661481.98,1698793347.02,0,0,1298049997.20,1398213838.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
6,应收票据,641801684.59,426896305.12,486917614.59,468995275.45,489726590.59,461671843.79,424427111.39,405189196.59,307125811.21,156050939.52,187306450.40,249194880.19,268075670.44,218629743.93,210099981.92,137091659.12,245469275.73,331058461.11,208173189.89,169625814.67,321763060.29,334437652.76,421782924.02,411007008.26,370439530.36,254590039.83,257548385.97,142321197.92,164189213.92,201763274.45,262985059.95,200862255.41,240722138.88,177226965.29,324218246.82,190713688.57,295019845.11,373737412.49,181204051.30,94908076.45,67152162.11,54716868.55,97561798.84,144169652.63,79430461.89,66590729.17,123000809.12,109079622.31,110727698.93,140629814.26,12334909.00,35949378.83,24949962.01,16014844.15,44573101.17,14143490.44,0,20527642.00,44635938.07,125608358.44,79589837.29,54225463.69,26566474.00,10881684.48,15872241.10,69035954.44,18283000.00,22770556.00,10469079.78,29480000.00,0,4519701.42,0,0,0,0,0,0,0,0,630000.00,0,4510000.00,0,0,0,0,0,0.0
7,应收账款,937156504.20,1284364267.78,1265816198.75,1137270485.66,1178003751.85,1230889139.83,1359234370.59,1293604150.43,1307594506.32,1343457878.37,1110743546.80,1149018958.13,954818948.18,1027671957.78,1023591077.88,770476979.92,773406571.05,818236382.91,776198623.25,739360158.92,805437772.32,893501173.09,875011976.69,839444099.19,855922892.50,954223160.89,1022349751.29,858767515.35,794536323.74,741524527.61,771964770.44,645543180.98,550990961.06,624214133.98,565114383.77,496093703.58,529243965.67,460266834.99,364491366.32,343307592.51,353349831.46,307337208.54,408833346.23,400601308.53,442763821.37,439285470.29,309373566.76,338735704.71,404549669.45,421279563.70,322001754.34,300754110.05,309433275.29,256753079.32,358133216.60,360607389.33,0,305429144.71,248115497.15,240258503.36,296127099.68,269934363.53,245891503.62,219810527.76,255832179.83,223634877.49,216538142.24,280818202.57,265239493.39,244950429.03,228871000.00,225517159.01,0,173244161.78,166006504.57,250332689.16,189563625.47,189567173.42,178239013.88,155858732.46,143450179.55,0,93008877.38,0,80139922.41,43762991.00,8957723.00,0,0.0
8,应收款项融资,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
