,报表日期,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20030331,20021231,20020930,20020630,20020331,20011231,20010630,20001231,20000630,19991231,19990630,19981231,19971231,19961231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,流动资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,货币资金,105087084.58,117239311.54,129019099.81,135385857.55,13620375.36,15982385.34,22185755.84,34519015.18,44466845.08,46200740.97,47908755.12,56259586.78,47983754.70,44706473.08,61273877.15,61293328.59,63201174.48,62184485.91,61221917.14,83199786.61,105340436.72,41456141.38,47622721.80,56011038.76,59264487.71,67626175.09,61134028.87,91714230.11,74720199.42,57184613.85,83530693.20,53635188.49,54453567.95,42313579.13,49961262.60,62136774.46,63139215.86,59829567.95,55106024.62,58017416.74,39604917.16,27692575.57,22418288.61,24771183.11,31696934.35,36177843.46,42741000.84,26885328.59,24510298.26,16829422.77,14983293.28,24314975.62,87773106.36,86803208.01,82264793.59,75473283.38,73988882.53,79474989.28,91193589.18,123098103.95,128045946.45,136107780.92,209994437.61,348788901.65,246322211.44,334166227.06,262311457.89,202480918.98,121251248.81,149634872.18,168118136.04,185233734.37,293790243.64,327087775.14,122703033.47,135122424.00,161521085.10,15598695.86,4175933.66,5091740.60,0.0
3,交易性金融资产,16000000.00,14800000.00,16700000.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500000.00,500000.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80000000.00,0,0,0,0.0
4,衍生金融资产,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
5,应收票据及应收账款,44142667.21,47316275.60,47283003.03,47209481.65,66455218.23,64229698.65,60409700.94,69379766.82,0,70981078.14,0,72565943.78,0,51249440.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
6,应收票据,900000.00,1700000.00,2900000.00,900000.00,3400000.00,6100000.00,2500000.00,500000.00,0,1500000.00,500000.00,0,177508.00,0,0,0,0,400000.00,400000.00,0,0,2350000.00,2800000.00,9500000.00,4200000.00,4220000.00,400000.00,330000.00,2000000.00,500000.00,117250.00,0,0,0,382000.00,382000.00,0,730000.00,8939710.00,6300000.00,200000.00,379823.50,1200000.00,1080000.00,0,0,0,480000.00,0,1707000.00,100401.00,800802.00,0,0,0,0,0,0,0,0,320000.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
7,应收账款,43242667.21,45616275.60,44383003.03,46309481.65,63055218.23,58129698.65,57909700.94,68879766.82,66245267.65,69481078.14,65481953.72,72565943.78,52856810.03,51249440.98,50838141.90,54211499.06,44047795.93,42830485.02,39139623.45,57082700.78,39966032.91,39049622.75,39094219.35,38974190.85,42290737.11,42148275.13,43286153.35,44969718.55,46645353.69,47195990.93,46261062.57,47353105.18,83659201.27,82258916.42,112910349.44,119042592.33,45974215.86,49555033.11,47696753.98,55630282.13,68092880.98,72200351.61,79099148.05,80952209.31,89744595.45,95035298.30,104227930.41,155757967.31,80951552.11,81142836.91,87772013.78,102722825.09,91053678.15,70468086.11,59876537.15,66773263.06,72041988.13,69796307.63,67719220.96,72500301.81,87443082.62,79520056.47,77438790.63,81249727.05,90661073.77,98730255.08,96687208.60,76332072.02,103193315.11,95142186.20,100432224.30,72648556.67,69784116.43,49765233.00,76534836.02,78193798.75,65935969.01,57127886.16,81284564.68,54287009.11,0.0
8,应收款项融资,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
