,报表日期,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20030331,20021231,20020930,20020630,20020331,20011231,20010930,20010630,20010331,20001231,20000630,19991231,19990630,19981231,19980630,19971231,19970630,19961231,19960630,19951231,19950630,19941231,19940630,19931231,19930630,19921231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,流动资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,货币资金,1098756538.93,1196251499.09,1285370125.97,1589840102.03,1470377221.50,1705404532.51,1651966512.77,1485439751.89,1386699484.05,1419454243.45,1183251237.06,1182724141.45,990303029.78,971751808.94,976693541.12,922709474.97,1063003653.48,866518794.58,705198813.25,563710459.13,415559558.42,486324045.89,460399106.26,308926920.88,286289594.70,354164795.14,403109067.85,167339.91,1557023.62,317183.00,1013231.85,1484916.01,2736064.93,119779.17,541468.88,221528.27,202274.07,346048.15,17206.61,22401.22,43501.66,10722.23,30126.83,30064.13,11040.58,29398.58,71603.98,2188.68,90739.51,92062.71,44075.11,76550.21,83568.02,36751.22,4711.10,85997.29,28488570.85,11620252.87,0,17227156.73,0,22430778.37,21854524.91,27413697.26,0,1496457.46,0,1858208.69,6108032.76,6417354.60,0,20158908.69,0,144085051.47,0,149372301.77,142916825.37,167011564.68,139753835.33,128674528.40,114032539.45,151608382.20,0,204605869.41,0,104094393.56,0,91223439.50,0,119286593.28,0,98981280.18,0.0
3,交易性金融资产,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44400.00,0,44400.00,0,44400.00,44400.00,44400.00,0,44400.00,0,0,0,0,0,0,0,80400.00,0,80400.00,85400.00,115400.00,115400.00,116900.00,114500.00,194900.00,0,254880.00,0,372210.06,0,25714052.93,0,9580710.73,0,4165565.73,0.0
4,衍生金融资产,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
5,应收票据及应收账款,3668154186.25,3664882868.11,3592794403.82,3107958406.55,3117523843.96,3211319390.32,2826399150.40,2969928610.69,2768607030.38,2582849057.11,2548540635.75,2308636373.25,2357672626.14,2278891039.12,2031316630.09,1953992004.31,1703071071.96,1873547587.19,1879103662.87,1852093894.76,2068227579.35,2099500894.77,1957821436.22,2024675358.64,2106276755.80,2026027113.37,1759542176.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
6,应收票据,1896357082.10,1814473617.29,1593587079.76,1388256712.12,1587586021.33,1500692408.88,1345898539.63,1373275437.45,1375593215.52,1219516132.97,1090241718.72,986585287.51,1121861414.85,1061026531.44,886439881.74,756236883.85,811565800.00,832426045.38,708282897.82,821508964.48,965570772.22,897879855.47,857189835.14,908334489.64,976072145.41,841119418.13,701701819.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,476884.90,0,0,188497.94,0,1354248.00,1380000.00,629517.58,0,0,0,0,0,0,0,0,0,0,0,0,0,1628198.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
7,应收账款,1771797104.15,1850409250.82,1999207324.06,1719701694.43,1529937822.63,1710626981.44,1480500610.77,1596653173.24,1393013814.86,1363332924.14,1458298917.03,1322051085.74,1235811211.29,1217864507.68,1144876748.35,1197755120.46,891505271.96,1041121541.81,1170820765.05,1030584930.28,1102656807.13,1201621039.30,1100631601.08,1116340869.00,1130204610.39,1184907695.24,1057840357.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35331203.38,43427351.29,0,49007129.99,0,43975312.63,37348344.39,37291109.24,0,280608.44,0,0,3498637.49,38065657.37,0,37563003.73,0,74200231.27,0,23479901.97,68539615.59,65456494.31,65972482.43,201159943.59,86908991.77,68043983.79,0,61479668.07,0,81478336.58,0,65998445.40,0,187534219.26,105377902.65,67109720.27,0.0
8,应收款项融资,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
