,报表日期,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20030331,20021231,20020930,20020630,20020331,20011231,20010630,20001231,20000630,19991231,19990630,19981231,19971231,19961231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,流动资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,货币资金,523537028.10,952464383.65,669350582.54,1015802028.88,908565507.97,1256522098.98,2069693858.69,3363316268.07,2583977494.71,3490383071.41,3093473251.93,3254817839.96,3599072271.91,4375344758.52,1389918487.25,1472019002.41,1581539291.28,1430327534.65,2005874709.23,3023989404.43,4412977345.44,1977067658.78,1431550876.39,1463214940.03,974756117.89,1356225309.57,522534172.01,686402172.24,627110641.52,790925071.66,654273304.09,539497068.37,758400525.75,717730660.58,801995271.38,742404003.41,653905975.82,923623128.14,969122638.68,1182434412.27,1131668511.65,1391444046.52,606526734.40,557753460.04,320886297.13,490990742.70,464256743.44,348747850.37,387989537.55,382454362.95,288151757.80,322896511.61,363848227.61,321884579.66,393864959.36,256234752.52,208119942.42,173353756.60,236191393.26,94402683.59,93049085.65,114553128.03,61331134.35,63424731.56,52340598.69,16781765.10,45060900.51,18203943.74,25282025.24,35819418.27,30673020.43,32878689.48,26873484.97,27286905.04,60761551.78,128850280.17,194885350.99,86879872.31,78128681.13,75025921.80,0.0
3,交易性金融资产,30363134.14,4356380.00,3682420.00,153541254.07,154100766.94,234178317.07,283167417.32,309021269.29,393782714.11,383904555.10,433303965.21,625457964.77,421695175.31,369743625.20,337813101.64,419988447.12,736294080.48,1107697587.00,799259979.11,509351642.85,27408532.91,14801898.46,14075843.88,130475843.88,201198.68,201198.68,200058.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,727754.79,727754.79,727754.79,0,0,81971662.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,587709.27,0.0
4,衍生金融资产,0,0,0,29423423.75,0,0,0,0,37887303.76,23788927.59,228481.00,1845316.09,5385293.05,43570202.20,60084698.60,59742010.21,89097773.65,57087920.78,111276336.45,107121381.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
5,应收票据及应收账款,394161173.82,469095076.63,750562103.48,481856201.08,1007935388.97,1139720762.79,1046369379.49,779937534.00,0,1068576515.86,0,468239143.23,0,863605582.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
6,应收票据,6478750.00,183721886.80,364121950.00,91824414.47,47172625.12,405412654.06,111200683.54,117166160.47,923336859.94,396441702.06,532067339.82,248619595.86,450048258.48,460662555.48,732585577.84,817309885.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2500000.00,0,200000.00,280000.00,0,0,0,6000000.00,0,0,0,0,50000.00,250000.00,0,0,0,0,0,0,0,0,0,0,11690786.77,0,0,0,0,0,0,0,0.0
7,应收账款,387682423.82,285373189.83,386440153.48,390031786.61,960762763.85,734308108.73,935168695.95,662771373.53,579705436.18,672134813.80,407698400.19,219619547.37,319033983.66,402943026.55,174776078.64,200083936.28,63920626.30,101109010.53,129577994.07,123208003.54,153601925.73,125164823.64,97543508.04,102658352.85,106452096.05,32322027.68,28361019.38,25027770.11,35542041.11,50625978.26,51175211.03,34998636.79,61011233.83,19517165.82,24215614.42,20196438.65,16793246.37,14978897.41,19799723.76,30135530.30,43008611.83,29992711.89,36557805.79,32812053.70,33855648.35,59964771.99,0,49137663.09,14151303.53,19398829.29,28040521.60,27501888.20,26386896.84,28316379.11,40519079.36,41831532.50,25471935.62,26434419.12,38044786.19,26263266.63,23019107.95,11850466.81,8843848.74,11897830.82,6921587.05,14077277.14,8982755.84,6807144.92,9870279.16,9046659.23,14480421.04,13258347.43,21497997.94,30088013.58,23722783.55,29182724.26,36971195.37,24394588.18,15732452.85,6899804.48,0.0
8,应收款项融资,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
