,报表日期,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20021231,20011231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,流动资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,货币资金,2091411626.30,2077775861.27,2179632332.57,2600066762.71,2482667709.47,2629431107.69,3206557198.82,3645712529.13,4040366385.38,3425678765.79,3166467708.55,3381941316.79,3330685942.77,3608505630.09,3706765140.15,3006951769.57,1991671256.63,1910726235.36,1900625237.60,1354530663.16,695908125.17,715347155.95,758218157.66,906499203.68,1013571555.18,1091225192.07,679737008.43,761369854.64,738711960.45,924976607.48,730892240.64,807828669.32,887275697.68,940431856.79,1065828238.70,1105271285.82,1058053820.93,1163019959.52,922695976.01,742747247.47,576668027.76,500928893.40,495393802.27,471454676.33,367600685.50,368561322.36,430760679.40,247384900.97,247082777.25,248263090.94,227853266.81,254640786.56,215933337.49,198184379.51,192656191.76,260293526.33,233403337.48,201789215.92,203242154.76,155198200.54,205464237.59,339023955.19,101646307.43,99665422.41,83176335.11,63314962.39,0.0
3,交易性金融资产,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89135.64,84194.64,84194.64,93483.72,93483.72,93483.72,93483.72,93483.72,717212.10,721263.72,721263.72,673100.00,73100.00,73100.00,73100.00,1106900.00,106900.00,106900.00,106900.00,100000.00,200000.00,200000.00,200000.00,400000.00,1000000.00,800000.00,991595.79,942867.30,1600000.00,1600000.00,1600000.00,600000.00,600000.00,600000.00,200000.00,0,0,0.0
4,衍生金融资产,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
5,应收票据及应收账款,383534612.50,383123408.52,393952419.65,394146054.50,347058598.16,335680121.25,352039874.85,368228474.44,0,353738735.53,348693690.77,338114115.94,0,328377410.80,0,0,0,0,0,0,0,0,236839290.71,208485867.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
6,应收票据,147552220.23,150354312.75,172724475.86,187736615.92,148291425.60,136813769.38,128566027.26,145387110.15,136351915.40,107664078.09,87670717.00,85773389.42,84911353.60,56886319.47,56574722.53,81219575.62,63983753.94,56070940.64,53598739.55,66216955.56,66409370.90,64379451.00,66711073.95,78303317.75,94820236.07,72983091.51,58743293.82,64298673.52,64927654.77,58349474.89,58466595.92,76455443.40,76887542.68,69984610.08,75354783.68,91079669.99,81310747.32,65124676.10,77133257.10,100028833.74,19756184.75,88563418.17,32675327.53,28777668.75,53656571.40,79656410.62,73038797.51,48850409.45,40539137.80,49927635.56,31829997.45,25166701.00,11157761.66,12012860.31,6082623.80,7342248.20,3014725.00,3650000.00,2015000.00,0,0,3000000.00,0,0,0,0,0.0
7,应收账款,235982392.27,232769095.77,221227943.79,206409438.58,198767172.56,198866351.87,223473847.59,222841364.29,224236594.32,246074657.44,261022973.77,252340726.52,245297582.98,271491091.33,241544750.22,187345913.67,227977199.61,245417951.27,257790885.04,177998102.23,214675434.42,186860408.82,170128216.76,130182550.03,140409359.16,135463684.04,129563065.00,99137656.42,132932250.88,119583049.81,135428114.49,70846398.01,115439662.55,111583799.91,105516879.75,63592241.50,144296348.87,119965994.09,123715325.27,60901143.72,145389874.11,135820141.99,126677086.88,84060575.19,139717326.04,151591254.99,92847408.47,149714514.52,138048456.20,147425464.27,164337690.86,145675693.62,152243612.88,147140474.85,156084506.31,128550718.21,149545958.28,136733991.59,150125025.62,109158139.57,105409141.52,98978059.83,84724284.68,80450454.62,80691226.82,102908586.76,0.0
8,应收款项融资,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
