,报表日期,20191231,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20030331,20021231,20020930,20020630,20020331,20011231,20010930,20010630,20001231,20000630,19991231,19981231,19971231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,流动资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,货币资金,1780052872.75,1901495453.89,2003947095.36,1701716784.30,2326667668.55,3261862477.90,2461389306.23,1912548676.09,2483559778.46,1903386248.19,1170108504.77,3614098719.82,3331781436.16,506840520.14,853793571.16,770273784.42,905931110.92,755344881.77,600780642.46,673327909.55,731293633.92,1070380139.36,505956648.13,430538438.05,704649075.01,645197263.32,640582940.52,593037241.03,611517294.36,683028148.97,764058209.02,1111422015.76,1055334548.02,688470349.10,995266659.76,986047766.12,1084340198.01,880433902.97,935010599.40,959408190.53,1153419914.16,586398801.38,699496359.33,446824157.45,632885817.39,630749758.62,639498531.12,341357776.13,450000921.69,180680600.24,398095511.18,198370572.96,494576441.75,272740916.55,265431138.50,309710468.51,349720870.65,296980474.80,318909546.78,298147326.36,262020355.30,233520389.29,280571025.18,199630633.74,168034923.28,86993636.53,95736452.09,185725404.06,156405639.78,164478251.29,226132544.38,133484986.86,106076865.67,89116916.12,319110304.18,253469353.28,478358442.69,38240155.97,15362662.82,7402699.55,0.0
3,交易性金融资产,0,536000000.00,285950000.00,740000000.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4129826.20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
4,衍生金融资产,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
5,应收票据及应收账款,1198316358.93,1230397172.55,1023428726.14,917430302.70,1013716490.68,1062850594.48,1204816974.57,1159598032.08,1161642543.86,0,1378515655.43,0,1489134192.01,0,1190534923.77,0,0,0,0,0,0,0,0,0,0,0,0,0,370783031.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
6,应收票据,116439997.49,152018967.75,147736134.17,125313136.99,205536121.53,188592163.88,203144386.34,197601621.16,168132780.85,106586231.85,146196879.21,100032207.42,83049487.99,24562626.12,25976198.78,33834588.77,33175729.73,27450263.44,33064051.00,19312420.53,32034067.89,25167872.39,33048247.98,28701318.13,25987912.04,20229314.22,19653521.16,14833992.77,17713044.76,25580069.74,16681157.81,23222902.24,22613478.92,16688640.56,15498066.84,17670366.89,21182382.17,15435090.12,10813022.81,9622173.74,12434921.65,14790209.37,9334322.53,4026523.49,7170421.68,5586752.00,3449993.34,5117406.94,6253386.00,4248245.30,3917057.56,4541764.00,7822842.62,3642566.70,3968193.43,6449705.90,24721001.85,4530829.67,27346306.80,27389165.00,22911561.00,12007018.92,8479350.00,12732343.12,11289232.00,2364927.00,11294143.00,1363000.00,1740613.29,5508000.00,3538742.80,9656012.40,1067544.00,2361500.00,1233000.00,390000.00,75000.00,2634925.53,0,0,0.0
7,应收账款,1081876361.44,1078378204.80,875692591.97,792117165.71,808180369.15,874258430.60,1001672588.23,961996410.92,993509763.01,1170328689.31,1232318776.22,1284977864.78,1406084704.02,1220667115.18,1164558724.99,1147776507.71,1095144213.27,1167752076.01,1104166863.46,1009931092.51,846335123.66,886293517.41,675100470.20,616438784.27,416730972.20,459753814.62,468444160.04,441896144.74,353069986.70,479151594.83,400789185.10,390024906.63,348054707.89,400870195.79,342493732.23,365308753.96,309655335.13,429370038.08,395172801.03,386141588.82,366741576.68,434764341.77,403459968.48,337411018.06,300986405.36,325262011.36,317781419.66,255407582.37,256006687.74,246848445.41,233971996.00,201075447.73,223992467.24,249922206.11,230414315.35,243403594.34,199610296.75,218627606.35,233294434.73,204687713.42,188121209.73,208291385.43,212120235.86,171838973.69,148408496.89,199268501.09,231778036.48,199693588.76,151246196.78,165067939.89,129867567.90,118886836.84,97313920.58,118182789.12,94090512.04,26613005.53,78625732.38,43288385.29,44309723.00,25092460.99,0.0
8,应收款项融资,113378293.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
9,预付款项,155407731.48,390326980.59,363979752.25,269608028.80,360558206.35,732460031.56,515812088.12,535069874.16,459553315.62,463239578.58,412520251.40,377222465.14,452569816.10,490060324.06,464665182.41,393134483.13,441803300.77,536213302.25,461062158.22,544316095.83,282591250.39,318892641.43,383548530.04,459668186.60,396042683.96,533839365.65,521940787.49,422764992.13,343831433.35,258527742.39,311239631.24,201034182.57,146529525.65,158386984.13,189697574.31,136966194.65,230573505.90,161343780.71,207790450.24,135892644.93,138825752.52,240266922.12,291867428.87,291989726.50,346136304.25,251117959.82,322101233.92,155131926.24,165630213.59,177494972.41,202517083.17,136247374.10,168012531.26,132191279.59,130256305.30,122637849.47,149072062.93,159759919.70,154416773.84,113843240.25,105585287.48,98449013.39,100751656.32,105512072.22,108538845.92,110689268.29,131388689.26,104983350.51,116310773.45,113594474.74,109518733.66,38656325.71,68574582.81,56638050.47,31303723.67,32678766.96,14191795.10,24174783.06,7457718.69,11614319.08,0.0
10,其他应收款(合计),339022253.32,226586992.53,267410256.18,338718562.25,286412241.24,163823887.66,158339251.96,175422375.33,199701196.55,0,285848253.32,0,140631100.03,0,9463212.21,0,0,0,0,0,0,0,0,0,0,0,0,0,19321797.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
11,应收利息,0,0,3071666.67,4008000.00,5710650.68,0,3172465.75,30199999.99,34813375.95,22339166.67,11271726.03,0,1887748.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
12,应收股利,0.00,23140000.00,23140000.00,23140000.00,23140000.00,0,0,0,0,0,0,25000000.00,25000000.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,932400.00,0,0,0,405200.00,405200.00,405200.00,405200.00,405200.00,405200.00,405200.00,405200.00,405200.00,405200.00,405200.00,405200.00,405200.00,405200.00,405200.00,405200.00,405200.00,405200.00,405200.00,405200.00,405200.00,405200.00,405200.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
13,其他应收款,339022253.32,0,241198589.51,0,257561590.56,163823887.66,155166786.21,145222375.34,164887820.60,270295171.22,274576527.29,104687096.50,113743352.03,15094808.81,9463212.21,10535487.13,11883415.49,14923737.85,20474085.22,21088814.54,9228737.34,14382552.53,24507365.24,16662187.95,16218817.00,20479761.44,19399641.02,43402823.32,19321797.09,83864555.43,88780639.20,71301987.37,65243557.92,235348449.98,229876892.30,258997899.02,261981973.88,331427240.08,313052646.86,356028022.07,361392674.87,256906356.67,245321870.75,263826959.54,250770960.62,149740587.69,158751808.66,141569908.06,138408399.14,109748228.50,100037052.99,100728823.10,127765578.44,179024825.68,176446477.86,172596710.58,158235275.81,125887814.17,121961124.75,101670204.73,80614833.03,92634037.82,88087000.37,84564271.62,69653592.59,44009236.82,55794606.80,20198112.88,43062831.15,39070726.42,48247620.87,51966737.65,27421686.25,66229557.32,23279037.29,14795157.81,15916728.18,7021369.14,4636247.63,4129361.11,0.0
14,买入返售金融资产,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
15,存货,761901447.94,843088528.98,955650674.75,848621268.05,661576710.85,568048823.22,536272770.56,599009002.01,622859093.21,588314073.89,556571191.76,594644657.29,602451312.48,338860263.96,312466938.06,332788812.60,248973262.22,264943282.94,356662355.63,319406710.31,201074321.33,185832144.00,188722453.44,214026126.26,170706657.55,192273884.38,151406239.35,166480682.09,183541854.49,159900000.62,146683744.59,147456028.17,160908509.92,162225763.58,170114699.84,172001133.05,164841853.95,173220499.31,171797749.86,191515479.74,191519749.38,205513009.41,227896936.61,130062613.72,127184765.90,159751303.33,163188601.68,157322193.52,143878356.73,167712735.77,164407623.58,152997453.83,147629171.39,172865544.41,161645967.47,160436203.30,159284193.79,189820392.31,184878561.42,189001459.63,175387950.06,264995013.79,265077541.02,236259737.70,216234046.08,180833379.68,164222660.01,174578350.09,168109860.60,111275810.98,95686551.50,84152271.89,70949183.25,75577564.79,76878739.14,40077907.07,45441190.56,25271089.51,32005777.12,26759020.85,0.0
16,划分为持有待售的资产,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
17,一年内到期的非流动资产,0,0,947914.44,22310058.52,21408195.38,23373191.47,23869638.55,16007012.78,15301079.71,14969969.42,15185630.57,15481014.44,15690042.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
18,待摊费用,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65523.34,658550.32,347861.50,263127.41,333928.03,3785911.37,1857740.53,1147748.63,470763.19,1761618.12,741491.47,653795.70,422474.07,415282.53,399195.02,412686.22,465967.53,1501970.70,1532111.10,2825251.21,1606114.75,1714187.64,944592.60,731574.34,211617.14,402889.01,1488583.06,1159612.42,0.0
19,待处理流动资产损益,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-34303.90,0,0,0,0.0
