,报表日期,20190930,20190630,20190331,20181231,20180930,20180630,20171231,20161231,20151231,20141231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,
1,流动资产,,,,,,,,,,,
2,货币资金,207734014.79,261150136.03,400891062.02,353750956.56,656502623.91,258617165.19,247599517.04,97107443.59,137529471.30,154379600.00,0.0
3,交易性金融资产,295300000.00,314244082.18,218000000.00,135503.00,0,0,0,0,0,0,0.0
4,衍生金融资产,0,0,0,0,0,0,0,0,0,0,0.0
5,应收票据及应收账款,154500333.54,268855185.38,222339596.95,96975789.57,236964593.66,357042586.34,140820952.12,141066814.36,90973799.36,90237200.00,0.0
6,应收票据,17406856.20,30953666.90,32379433.00,12120620.00,24423846.42,0,0,0,0,20344900.00,0.0
7,应收账款,137093477.34,237901518.48,189960163.95,84855169.57,212540747.24,0,0,0,0,69892300.00,0.0
8,应收款项融资,0,0,0,0,0,0,0,0,0,0,0.0
9,预付款项,9009501.37,11031387.73,29645654.91,23143269.83,28291230.19,12436032.10,35447959.26,25326173.43,12374250.60,22065000.00,0.0
10,其他应收款(合计),5873661.85,6960828.98,8080524.61,5405692.57,3804916.18,4308237.49,3862392.07,3157963.54,5011643.28,13175800.00,0.0
11,应收利息,1551707.48,1826729.48,3199316.63,1206776.01,234502.28,0,0,0,0,322500.00,0.0
12,应收股利,0,0,0,0,0,0,0,0,0,0,0.0
13,其他应收款,0,5134099.50,0,4198916.56,0,4308237.49,3862392.07,3157963.54,5011643.28,12853300.00,0.0
14,买入返售金融资产,0,0,0,0,0,0,0,0,0,0,0.0
15,存货,140328887.91,171165924.24,301540966.48,295041136.60,206177423.69,189459864.72,283937282.98,233864996.59,185460978.01,185280400.00,0.0
16,划分为持有待售的资产,0,0,0,0,0,0,0,0,0,0,0.0
17,一年内到期的非流动资产,0,0,0,0,0,0,0,0,0,0,0.0
18,待摊费用,0,0,0,0,0,0,0,0,0,0,0.0
19,待处理流动资产损益,0,0,0,0,0,0,0,0,0,0,0.0
20,其他流动资产,39362724.07,24372811.34,35576441.19,277218069.41,9827076.61,6723618.99,19015405.08,9266341.09,7962090.14,10706000.00,0.0
21,流动资产合计,852109123.53,1057780355.88,1216074246.16,1051670417.54,1141567864.24,828587504.83,730683508.55,509789732.60,439312232.69,475844100.00,0.0
22,非流动资产,,,,,,,,,,,
23,发放贷款及垫款,0,0,0,0,0,0,0,0,0,0,0.0
24,可供出售金融资产,0,0,0,39911191.50,39911191.50,39911191.50,39441473.00,38192296.00,38192296.00,38192300.00,0.0
25,持有至到期投资,0,0,0,0,0,0,0,0,0,0,0.0
26,长期应收款,0,0,0,0,0,0,0,0,0,0,0.0
27,长期股权投资,0,0,0,0,0,0,0,0,0,0,0.0
28,投资性房地产,0,0,0,0,0,0,0,0,0,34679000.00,0.0
29,在建工程(合计),61840384.22,54267404.95,24306040.87,16369199.78,32129110.99,37284132.51,24246633.69,2080067.84,3367952.86,24263600.00,0.0
30,在建工程,0,50615418.12,0,16369199.78,32129110.99,37284132.51,24246633.69,2080067.84,3367952.86,24263600.00,0.0
31,工程物资,0,3651986.83,0,0,0,0,0,0,0,0,0.0
32,固定资产及清理(合计),302483144.48,282475838.68,291548818.08,294837053.60,270458155.05,264959635.70,254786807.92,255475532.35,255713785.05,184472900.00,0.0
33,固定资产净额,0,282475838.68,0,294837053.60,270458155.05,264959635.70,254786807.92,255475532.35,255713785.05,184472900.00,0.0
34,固定资产清理,0,0,0,0,0,0,0,0,0,0,0.0
35,生产性生物资产,0,0,0,0,0,0,0,0,0,0,0.0
36,公益性生物资产,0,0,0,0,0,0,0,0,0,0,0.0
37,油气资产,0,0,0,0,0,0,0,0,0,0,0.0
38,使用权资产,0,0,0,0,0,0,0,0,0,0,0.0
39,无形资产,54921823.19,55339907.60,55757992.01,56176076.42,56571365.57,56659433.45,57442659.92,58953825.21,56446474.19,38003800.00,0.0
40,开发支出,0,0,0,0,0,0,0,0,0,0,0.0
41,商誉,0,0,0,0,0,0,0,0,0,0,0.0
42,长期待摊费用,2045563.00,2709329.04,2678222.17,2799557.71,2148069.91,2494860.91,3697163.64,4854827.61,5369128.96,4369700.00,0.0
43,递延所得税资产,12768686.17,14529599.46,8519382.57,7850465.87,19011154.13,20512597.00,11330128.26,11791151.93,9684370.76,3911700.00,0.0
44,其他非流动资产,35100089.01,37928157.82,16750918.73,21645954.89,11104258.74,11963251.80,6044344.11,6315241.27,2635538.77,3636600.00,0.0
45,非流动资产合计,509070881.57,487161429.05,439472565.93,439589499.77,431333305.89,433785102.87,396989210.54,377662942.21,371409546.59,331529600.00,0.0
46,资产总计,1361180005.10,1544941784.93,1655546812.09,1491259917.31,1572901170.13,1262372607.70,1127672719.09,887452674.81,810721779.28,807373700.00,0.0
47,流动负债,,,,,,,,,,,
48,短期借款,0,0,0,4319835.34,133232594.06,168312481.00,154800000.00,157130000.00,146900000.00,155017200.00,0.0
49,交易性金融负债,0,0,0,0,57408.00,199710.63,0,0,0,0,0.0
50,应付票据及应付账款,134980633.29,287211304.21,371288173.11,269333856.85,175696517.42,315066524.25,274287565.07,147431931.97,115119805.56,219202600.00,0.0
51,应付票据,61318520.60,192505338.00,0,148577660.00,0,0,0,0,0,139062800.00,0.0
52,应付账款,73662112.69,94705966.21,0,120756196.85,0,0,0,0,0,80139800.00,0.0
53,预收款项,18688119.83,15728771.86,27140042.67,12194496.97,33402598.59,21034827.97,40210973.35,18835088.04,16166254.92,12109900.00,0.0
54,应付手续费及佣金,0,0,0,0,0,0,0,0,0,0,0.0
55,应付职工薪酬,23925572.60,20017649.52,13300561.56,34715646.42,28111084.12,22774869.03,35990504.71,25403562.54,26668251.78,25541200.00,0.0
56,应交税费,4582947.77,4408974.91,12250519.78,2047742.02,11155604.54,17689813.26,1727695.76,12089774.04,16457787.95,11574400.00,0.0
57,其他应付款(合计),11204970.59,13889984.45,20305528.53,16068061.96,43578889.64,25569379.38,12337168.56,15325986.85,46342299.06,43812200.00,0.0
58,应付利息,0,0,0,10307.70,157512.02,0,0,0,0,298200.00,0.0
59,应付股利,0,0,0,0,0,0,0,0,0,1981000.00,0.0
60,其他应付款,0,13889984.45,0,16057754.26,0,25569379.38,12337168.56,15325986.85,46342299.06,41533000.00,0.0
61,预提费用,0,0,0,0,0,0,0,0,0,0,0.0
62,一年内的递延收益,0,0,0,0,0,0,0,0,0,0,0.0
63,应付短期债券,0,0,0,0,0,0,0,0,0,0,0.0
64,一年内到期的非流动负债,0,0,0,0,0,0,0,0,0,0,0.0
