,报表日期,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20030331,20021231,20020930,20020630,20020331,20011231,20001231,19991231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,流动资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,货币资金,3242405694.71,3049073240.84,2670242124.79,2057859157.29,1545170098.56,1446179292.80,1388310894.00,1307442782.17,1922601524.62,1603728958.03,1227647643.06,1151859086.81,2126698988.52,1280879427.66,1983642587.22,2277363558.56,2226901229.60,1460103907.15,1170674554.84,1631915124.30,1405495681.92,1856570660.11,1528149310.42,1440497644.23,1684728614.80,1857952484.17,1144718466.64,1452831459.50,1351855425.05,1370363138.52,1649267500.37,1443001794.43,1590435206.06,1743430774.14,1488626739.21,1532208500.87,2134053465.91,1737587502.94,1745934253.68,1541780662.62,1494211473.46,1716932884.10,1462238446.68,1105229604.57,1114425383.54,890689879.90,974145547.09,1156324877.05,1027011511.99,1697029835.14,1531346780.95,1258657088.20,1227591092.20,841953100.01,467224834.20,482097135.49,479904073.21,319649103.26,374333588.99,449316531.31,150065450.62,140616067.30,314573281.52,187474451.41,152291415.85,128210069.74,83494455.63,164957717.01,106550341.84,199806891.17,281100150.93,79592696.15,102523559.41,45980716.27,0.0
3,交易性金融资产,377007869.35,403848724.93,417886934.04,393231578.04,112267149.60,146118101.00,162275437.72,160932358.60,194429352.24,187721602.08,196099695.00,201818645.79,189070566.98,114977829.11,127247743.27,0,88468693.00,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,88180.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15000000.00,2000000.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
4,衍生金融资产,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
5,应收票据及应收账款,16008164.93,13040455.00,15037264.32,18737302.73,23613796.04,18313552.69,11084544.95,11265430.13,0,3309444.16,0,5573293.59,0,12810455.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
6,应收票据,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,1498800.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
7,应收账款,16008164.93,13040455.00,15037264.32,18737302.73,23613796.04,18313552.69,11084544.95,11265430.13,4819646.47,3309444.16,3446125.53,5573293.59,16395204.71,12810455.36,16415586.81,7638569.14,4023262.27,7274725.94,4859649.00,7925287.47,13887581.67,5245711.28,7848270.06,7191720.00,49094330.84,57362082.45,42340535.60,21460829.24,13894482.48,22684067.35,18687836.41,5596989.70,12476580.30,6654220.30,6070240.30,6984824.46,11479840.30,9983640.30,42990064.85,31424230.95,14562136.21,9480876.21,10289488.75,1169132.27,1538928.85,19295.73,690467.61,4817.48,8061267.60,4527.60,4418.26,53953.19,75697.46,409670.90,211558.42,8396.71,12505.12,17247.12,1663211.12,9592.81,0,5040.00,293372.77,5040.00,5670.00,2326415.00,5670.00,19994.91,4506992.00,1818047.38,2463914.00,325396.00,38516.34,375861.40,0.0
8,应收款项融资,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
