,报表日期,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20030331,20021231,20011231,20001231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,流动资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,货币资金,1876086233.94,2449489335.23,1541464388.19,2137657651.40,1399989707.04,1475844690.85,1564231816.44,1823377772.92,1210003866.65,1179479943.96,986473994.20,1366509611.51,1037935697.98,911932082.92,907180125.57,1550718666.10,663037687.92,785082151.68,759529583.94,1256227295.52,521250235.31,671832574.32,464973523.74,783047554.89,508759003.47,539901122.96,609274536.17,833473085.10,456488150.47,716068864.09,700549064.34,984272198.42,1154592654.31,977362052.37,1060539147.14,1175449927.10,411417287.58,504620056.84,483362412.23,450486656.43,272301823.80,301125328.48,289419799.26,217793008.70,186073597.31,180027997.78,198049526.80,186945072.04,127320535.44,152469914.33,164876220.08,164014432.45,122361218.53,133653353.39,103640043.34,187449010.85,148779205.42,195226582.47,214264858.22,186718757.05,174730295.21,220597535.96,218834641.45,303937059.93,302313263.47,60122817.36,103578292.05,100905715.04,61234822.51,51589340.18,0.0
3,交易性金融资产,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
4,衍生金融资产,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
5,应收票据及应收账款,4341518918.46,4054566544.37,4051555870.02,3072068631.17,3982792792.78,4001581077.00,3834046300.27,2959605447.87,0,3796053395.90,0,2422284521.58,0,3032263754.90,0,0,0,0,0,1699990795.21,0,0,0,1817901843.55,0,0,0,1651934796.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
6,应收票据,1217905404.05,957953202.21,1033555296.31,1015408006.98,1155894068.17,1048397089.26,952280326.98,1407371491.73,1183755694.93,1129010206.01,920044163.53,962046146.04,746555958.27,841958083.52,591255775.90,746430247.49,626442806.79,613912434.32,569428939.51,620353167.52,462962771.94,496684805.72,448980182.25,522930940.80,516323938.33,422464062.15,363464403.99,467843526.93,351184012.59,415968664.40,366066257.58,446197570.59,396468400.05,385962679.36,272859949.03,227323173.78,252664800.61,300261919.60,251856852.21,248308863.11,165705218.03,115200953.67,118755147.56,160624926.10,225755077.09,177194698.36,154547842.63,158601772.79,133201862.62,101030219.76,100697012.93,91554776.58,93745889.51,97441570.82,73197453.52,70154418.48,46625490.86,58723971.53,59873050.90,60528914.72,58366023.42,56706987.48,46008323.47,48872486.01,58513459.75,35661534.61,36930268.53,25764215.78,60322052.33,31161097.40,0.0
7,应收账款,3123613514.41,3096613342.16,3018000573.71,2056660624.19,2826898724.61,2953183987.74,2881765973.29,1552233956.14,2717536985.84,2667043189.89,2550222865.50,1460238375.54,2183096539.91,2190305671.38,2018926292.63,1285675257.34,2124023754.61,2014349413.12,1737142315.83,1079637627.69,1936154657.06,1749422766.13,1810049744.80,1294970902.75,1698430718.25,1463948277.15,1477619876.98,1184091270.03,1482872301.71,1188437657.76,1204039261.10,860785852.96,968326311.62,958483446.38,893559050.18,681000533.35,772731861.58,716629693.09,633431994.02,547903317.19,635758028.61,626178016.05,497041175.79,412527963.27,564659767.00,582622132.12,480832962.34,409575730.34,499501797.07,486015690.27,413095101.36,324415196.57,397997053.91,403298696.94,355043154.49,290901756.20,392094210.66,366258814.20,303478991.09,308616942.19,335980294.30,318685978.22,254895324.59,234843198.35,229702249.28,236774945.65,218678545.07,192949796.90,145040892.67,132967507.27,0.0
8,应收款项融资,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
9,预付款项,320818609.79,305158690.37,275275509.47,323735900.14,384318698.27,346864266.43,367951983.79,366783208.28,406694036.49,235963982.59,220610529.26,205411405.72,318536418.61,251105187.06,226383462.68,190904114.79,250527360.45,250945855.27,212989750.44,208535806.53,236605760.13,219755940.99,253857318.24,319355225.01,308881353.48,358085396.68,420304695.72,353710590.65,384262845.92,403762278.52,355309347.52,308825130.05,272734084.87,263361939.04,269095945.09,191311859.92,208156616.41,203306313.34,172626347.63,113864058.92,105304888.80,90797197.97,86107866.71,75112256.59,94625767.88,105283409.63,109097100.78,76353953.39,94098010.72,85071094.26,82514110.69,80251849.82,71900719.34,89787452.73,81553106.46,79800183.24,83785308.00,80995533.43,64809734.86,43089857.26,65941943.23,56544255.87,63248497.83,33517138.53,66256162.60,41601988.41,24624305.85,18713162.33,24246924.05,11117683.83,0.0
10,其他应收款(合计),70902914.72,49776440.47,53571267.45,41148246.71,34334263.59,31617438.99,43690735.60,26880181.23,0,144920463.85,0,58901092.51,0,37134087.58,0,0,0,0,0,34551634.39,0,0,0,14108248.54,0,0,0,21630465.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
11,应收利息,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180864.83,500144.96,220944.39,420169.12,623954.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
12,应收股利,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,249594.39,249594.39,549594.39,249594.39,19019946.04,19019946.04,63763573.86,63763573.86,0,0,300000.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
13,其他应收款,0,49776440.47,0,41148246.71,34334263.59,31617438.99,43690735.60,26880181.23,132081182.59,144920463.85,133530925.15,58901092.51,51601169.04,37134087.58,35181363.97,34861934.07,48656510.27,44506895.65,33568826.03,34551634.39,35917767.29,23619873.94,21322155.47,14108248.54,24829788.14,20297453.78,25074523.53,21380870.78,22242075.20,19552730.27,20734072.04,13410780.82,20162276.61,16474431.58,15829001.68,9382793.78,13688841.68,9987011.12,9190308.53,5353299.71,13902358.18,7208513.35,8252034.49,6245672.38,19890596.17,12438788.84,16368278.77,11495744.12,23497056.15,22115741.44,26151647.46,23961120.20,15300358.64,32010118.72,30183476.14,27082272.26,18758226.22,25189836.84,26437959.76,18751640.14,17461428.87,14660238.64,64278772.24,10249778.66,23803003.91,16982437.81,11793246.75,5464708.38,4279211.39,2872261.92,0.0
