,报表日期,20191231,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20030331,20021231,20020930,20020630,20020331,20011231,20010630,20001231,20000630,19991231,19990630,19981231,19980630,19971231,19970630,19961231,19951231,19941231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,流动资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,货币资金,1854616392.37,2252827576.09,2635466325.54,3475481936.44,2846735233.78,3568665951.31,2352597732.40,2410076023.91,2690191479.19,2424389155.72,1973777342.99,2609825360.37,2540313020.85,2355764739.51,2640834625.67,2880612517.07,5232368619.17,1435396576.42,1359245927.46,1633000565.80,1607901750.69,2155676649.85,2193155780.02,2199078499.07,1829530001.86,1193606596.56,1684252908.74,899102667.31,1147328480.04,1404786806.06,1914230007.18,1658400833.18,854895516.19,1003852718.74,822230570.35,1120518492.53,974561916.13,1096083451.16,1694374232.15,2108764816.36,828932073.71,1128136608.42,1592243374.75,1580009474.88,789509435.40,611480922.59,595684994.16,220230362.27,162643159.97,161634919.79,637669653.96,390614939.45,397876033.82,442766398.47,430889034.06,349474544.07,252005446.03,125564168.40,125482418.18,1181585.35,440400.18,7719654.44,7767440.36,13474149.81,14883717.16,45141904.10,59351949.52,0,58059130.05,73729984.10,137083966.03,164450425.90,192155257.55,223745479.63,283603398.99,196396533.98,56446828.20,18112581.05,14459685.67,34801778.31,17913282.72,0,4540758.81,10138577.34,28861774.87,0.0
3,交易性金融资产,522362583.57,6199498.15,6523255.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108899190.00,0,0,0,0,0,0,0,0,0,0.00,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
4,衍生金融资产,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
5,应收票据及应收账款,123338916.07,130767132.46,198253384.26,199750250.05,244098761.41,314266586.39,331320210.90,557526238.85,573879128.61,0,574938711.24,0,492118671.04,0,300849736.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
6,应收票据,0,4510000.00,11310000.00,7000000.00,10320000.00,10120000.00,1360000.00,3170000.00,5440500.00,5640500.00,150000.00,600000.00,1400000.00,0,1400000.00,5050000.00,3500000.00,2040000.00,11380000.00,14597000.00,7850000.00,3100000.00,300000.00,550000.00,1400000.00,6100000.00,238160.00,290000.00,4657476.25,3400000.00,1000000.00,50000.00,950000.00,0,50000.00,500000.00,900000.00,0,1700000.00,4900000.00,210000.00,400000.00,750000.00,3782221.40,380000.00,200000.00,1060677.00,1600000.00,1420880.17,300000.00,100000.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2601874.66,0,1000000.00,3630000.00,1350000.00,1140000.00,0,0,0,0,0,0,0,0.0
7,应收账款,123338916.07,126257132.46,186943384.26,192750250.05,233778761.41,304146586.39,329960210.90,554356238.85,568438628.61,538156453.02,574788711.24,541345957.64,490718671.04,376228851.97,299449736.41,297260256.69,437365299.41,260439622.44,132937304.08,143868504.75,169525907.37,162294220.82,186802644.89,171217607.84,175883463.89,178582241.61,183908314.81,146824943.86,140465377.40,158546308.41,133348440.42,97872979.68,83654165.65,78620660.97,76735195.81,65242390.82,66422273.27,42497956.65,49741903.48,74846479.37,108020095.53,34898114.59,36504676.74,38766522.25,52229524.52,78557626.50,91541105.71,96372500.02,71104604.72,42978418.00,50840865.87,34856618.17,43351954.67,44301520.88,43825326.42,47504203.00,53748002.91,4300260.90,4842458.68,12321976.96,20124117.28,41564331.75,45935289.26,43850729.18,50422788.28,70189839.67,84112585.25,0,81888568.76,106863707.78,154483776.65,157945926.47,248823300.74,227100145.21,202840848.68,264015963.86,443499216.34,630909657.79,519937359.21,446926897.80,340464444.96,0,238761784.05,137894206.54,174782699.80,0.0
8,应收款项融资,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
9,预付款项,568146379.01,533006668.79,447097039.11,480450377.83,457819926.26,603957149.62,521973505.58,820602386.27,776217445.14,781107747.38,762267183.13,715220482.05,670420864.81,839548120.85,805316221.63,707614297.16,677442159.75,439647656.43,368233617.21,342765136.93,377216320.92,566090339.46,476632828.80,412347749.80,377253749.50,406940520.22,410502936.05,436064635.72,416927027.25,458055254.04,414188632.23,547008034.52,405970902.00,664217895.22,608433253.28,397527353.79,449449044.65,294386309.49,360234028.68,690977193.34,199074329.95,647346117.98,320274136.01,370661774.11,277103113.63,282778254.89,247238950.42,401878336.07,338515541.71,330660258.49,319875584.27,204226625.76,220802422.27,275532753.36,189619012.81,92505823.47,93963322.39,2438201.38,2538207.38,10579104.45,11053572.53,45388470.50,49879985.68,51599607.22,51499771.98,71011718.57,70890649.04,0,63621992.34,79259940.08,91181658.26,61909292.08,80643034.45,139037425.04,127911239.66,96854338.74,75243365.00,76678827.80,52653072.97,58515810.23,31445896.77,0,58969668.11,44734876.06,17354801.78,0.0
10,其他应收款(合计),97158972.48,116595768.85,98312249.49,135320800.21,112890380.60,105568146.30,120598760.73,141689995.70,144208925.03,0,777607913.94,0,1353035171.99,0,90405972.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
11,应收利息,0,12501583.33,6566944.44,412861.11,19769890.29,0,14285488.36,2359635.23,11650503.45,18025078.07,6322379.08,1101869.09,5091157.98,995327.28,8391782.96,8444262.27,7859593.72,1243219.67,2661861.11,24289388.89,29633446.00,0,0,0,0,0,0,0.00,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,984240.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
