,报表日期,20191231,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20051231,20041231,20031231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,流动资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,货币资金,1661153568.70,373491513.56,367772980.46,562019669.81,517481396.11,363576197.12,389540053.28,365859417.46,682802800.70,374820098.36,441189240.66,614622276.49,1033736743.29,942463558.40,835540001.80,546614266.68,400105287.26,1228096819.75,246123647.59,266857646.17,304344281.84,180295244.33,158815694.15,108084358.75,262212417.17,173103020.75,214166995.94,243337799.39,224332682.95,197592193.31,181720834.87,205857574.94,282217585.63,351978668.45,235061654.89,253567872.17,174306243.47,146397251.73,146286375.57,201248650.00,115754953.82,178042146.13,143210919.94,134516681.10,196484305.95,152487632.83,205735687.26,141597390.48,248236720.96,131405137.19,192780195.70,170655557.67,200177165.98,131204242.29,172042354.97,90467159.37,118923873.87,127591026.66,0.0
3,交易性金融资产,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
4,衍生金融资产,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
5,应收票据及应收账款,773841197.29,1026478344.36,981116402.47,936133511.56,280987353.64,341225512.21,305687473.74,330086332.96,314967269.89,0,344240525.04,0,138960275.74,0,153936152.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
6,应收票据,17751948.35,99408081.82,83090624.74,54679864.61,57335954.46,85476836.44,77322112.57,61896846.23,102688698.45,66958149.42,63116594.01,34205601.25,31203886.50,11356750.00,18470625.00,5316242.00,44884148.99,18742980.63,26667122.78,32031582.58,29099821.84,30785162.55,26990698.95,18859846.00,21282061.65,13975278.03,36088738.90,34427362.00,29430184.88,26460527.95,21204473.36,11801593.05,21496060.00,20364120.50,51757456.84,28286135.48,31971431.28,29423487.35,13705998.10,8830380.10,17383128.60,8380592.05,2564891.33,13451234.84,14470060.00,14130095.76,20437380.08,7547140.58,66673214.14,35748747.76,19616109.00,19739521.44,22178704.25,11832200.00,9168046.40,10525095.97,9430000.00,2966000.00,0.0
7,应收账款,756089248.94,927070262.54,898025777.73,881453646.95,223651399.18,255748675.77,228365361.17,268189486.73,212278571.44,268212379.90,281123931.03,183374191.94,107756389.24,138968713.57,135465527.12,95973736.17,73274710.04,112937405.19,98244970.13,97051847.43,59117927.71,86940028.95,82374114.04,92468982.81,31197606.47,78038383.33,42910243.13,55939879.74,35238655.81,56907384.66,53866216.84,49281650.37,21449010.95,37023375.87,28605088.54,50797777.37,30556524.39,51458364.51,73724255.31,35872462.30,24574222.18,40616566.67,45630810.49,44351950.72,30625890.00,52387259.46,32586647.02,52782892.14,29074021.29,52446529.32,48197595.58,81097541.46,45233658.63,51707103.84,45993600.30,21063070.33,23280711.19,40045118.82,0.0
8,应收款项融资,40532280.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
