,报表日期,20191231,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20030331,20021231,20020930,20020630,20020331,20011231,20010630,20001231,20000630,19991231,19990630,19981231,19980630,19971231,19970630,19961231,19960630,19951231,19941231,19931231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,流动资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,货币资金,2090566.33,1009650.45,1417513.52,1475174.55,1592105.86,801263.37,655266.30,678436.09,944816.07,469805.63,1709851.97,1239450.30,2264565.73,1157924.56,1463784.18,1100008.94,3130220.73,955806.46,1017936.43,795440.83,575498.37,561794.33,5962924.46,7323249.50,7220369.70,2027032.45,2073222.66,1302297.06,2379523.28,6840469.89,6543332.20,10342027.53,8680400.97,9230868.01,17559034.82,11706509.60,11288790.93,24173266.99,29441727.39,29799810.69,39384470.47,91482374.73,145164845.44,114042766.57,27103880.98,31795749.92,32283821.07,29346447.41,27531539.27,24635592.98,20273629.53,24592981.10,44810559.55,15704115.86,857263.77,1953262.75,9656252.76,2982087.36,18111268.67,25478321.39,33364370.70,81634696.53,77227679.35,80858537.02,104359240.98,113840848.07,18641875.24,65642522.95,121292443.61,114429125.30,30033996.49,70482984.15,150871454.48,169594438.97,70222852.03,49226890.39,35007582.90,25905718.39,20957611.97,19264515.44,8081544.63,10425298.77,7060274.87,70444442.01,9126557.94,8178200.00,17071100.00,0.0
3,交易性金融资产,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47500000.00,0,0,0,12000000.00,12000000.00,12000000.00,12000000.00,12000000.00,12000000.00,12000000.00,12000000.00,0,13871933.40,17569315.78,17369523.40,16174964.90,15927246.96,19703634.95,19902416.55,285840.00,285840.00,285840.00,0,0,0,0,0,0,0,0,0,0,0,0.0
4,衍生金融资产,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
5,应收票据及应收账款,651346.63,5565841.00,1200258.10,1140829.19,978515.02,3669532.31,2701691.67,97500.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
6,应收票据,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1020000.00,0,0,0,0,0,0,0,0,0,0,600000.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70000.00,0,0,0,60000.00,0,0,0,6712493.40,0,200000.00,642676.29,80000.00,0,0,74000.00,58370000.00,58298138.00,58400000.00,58400000.00,71500000.00,70300000.00,53678153.46,86831810.46,3714244.28,13317502.14,2714591.00,360000.00,20000.00,28000.00,17166.60,25740.00,0,0,0.0
7,应收账款,651346.63,5565841.00,1200258.10,1140829.19,978515.02,0,2701691.67,97500.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,398282.40,398282.40,398282.40,398282.40,541595.45,749109.20,1347261.25,931261.25,18691183.71,20559103.10,15838456.59,2851953.28,1652695.07,1507175.07,2458725.33,2333015.27,15085832.75,18109092.75,20051556.79,18105647.36,8104025.68,12508170.45,17729555.12,11820149.75,85862517.84,80137477.23,86317766.71,71937996.72,69233382.33,71499433.89,79727470.17,72103277.99,56400792.17,61244068.92,64293744.86,78147013.90,33193868.61,40229455.53,39234363.70,37787592.00,39779282.72,41696942.36,41111278.79,39504335.61,40972304.57,41653891.43,36987941.09,34841770.53,20355802.69,41348877.14,33316905.86,1931433.13,1794839.12,1847935.49,2215408.83,2891147.98,2417200.00,6066000.00,0.0
8,应收款项融资,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
