,报表日期,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20081231,20071231,20061231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,流动资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,货币资金,272734003.17,344736386.48,327156292.27,679042807.14,459825133.19,625225533.82,828647708.09,1206397843.41,859379843.38,899524399.48,972437765.79,1071407340.52,1158978120.20,894537168.65,935207507.37,1232881119.71,1057786996.05,237497718.13,364043553.18,405683940.24,318914110.01,278427290.38,447144069.39,483403647.65,185123717.51,262067514.10,307951913.72,475415737.53,419282515.39,221447387.06,239581822.96,320510627.38,201035697.18,219013376.55,251595194.29,363752828.03,310267528.56,325166536.07,359565392.38,458757452.08,52380921.12,87406915.40,80733113.69,71889062.36,15177340.51,0.0
3,交易性金融资产,0,0,0,0,0,0,0,243449494.50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
4,衍生金融资产,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
5,应收票据及应收账款,1612443201.94,1525636301.37,1438206511.02,1334383400.90,1228015683.09,1200153532.24,1130404049.16,1047834339.17,0,1482823778.05,0,1290458526.63,0,1454394849.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
6,应收票据,677841.45,1263000.00,3538000.00,11244658.81,1150000.00,3080000.00,17030000.00,16050000.00,17060000.00,37337000.03,31589427.39,21626384.00,5563723.42,3643756.05,1289294.05,4962156.05,1005422.73,2194926.82,7862476.00,8985727.50,605500.00,1450000.00,2843592.00,4024452.00,928324.40,2641057.32,550000.00,0,373854.41,0,373854.41,0,250000.00,0,0,0,0,0,0,0,24790.00,74790.00,322000.00,0,0,0.0
7,应收账款,1611765360.49,1524373301.37,1434668511.02,1323138742.09,1226865683.09,1197073532.24,1113374049.16,1031784339.17,1184939902.69,1445486778.02,1280283056.62,1268832142.63,1466666173.44,1450751093.90,1268309767.80,1257670050.80,1410809543.72,1486730480.59,1266054741.62,1317691012.56,1057554635.27,964060458.36,825740355.96,604269180.72,480058549.21,527037686.87,449889688.40,450598510.95,450946668.75,401257359.82,313089444.96,317413965.87,256072498.77,242732474.63,243016883.11,234616472.05,202791942.70,229074748.66,194014583.75,173956383.79,90898507.83,118502521.05,57852912.27,31414519.60,7548605.40,0.0
8,应收款项融资,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
