,报表日期,20191231,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030630,20021231,20011231,20001231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,流动资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,货币资金,724026773.82,134782836.97,125307068.79,82522145.38,110035267.37,83840392.03,80196324.73,62816108.43,152639668.81,152091650.62,202248248.13,198485499.54,300728557.57,244897901.67,429682664.85,341701947.78,414782557.69,398749220.10,759227209.38,936090129.89,631195740.55,444800006.86,242074067.35,287892050.20,399116686.03,316135775.92,145921066.87,243455852.83,315239773.88,286606659.79,260930088.16,306563724.78,432127504.37,226097722.62,378252482.50,366296982.97,331162281.42,326530385.98,380039188.95,381362145.34,355476066.81,371703826.71,484919892.63,397195666.17,432417088.69,568137187.46,663186727.70,673688430.30,680357480.16,793642099.71,550957426.87,410990667.25,366282729.01,159930958.44,232546860.28,181720408.43,377975774.89,375645708.98,381493323.04,379884592.06,387566809.89,353990786.65,382555621.39,641729460.67,98862507.89,92397419.90,88333375.91,76072019.75,44987446.18,0.0
3,交易性金融资产,253264543.61,195273056.95,206817349.29,215244341.40,310789.10,712062.28,683431.60,704975.67,731349.12,6522382.74,1184500.07,1195179.04,29164527.41,715364.76,681719.81,6624318.17,6643236.57,7043866.09,7606953.85,6803045.66,6511936.13,11259580.67,11602037.82,11423835.08,5763148.00,21900932.99,5890813.69,8025408.08,8109806.08,6764147.36,6340912.32,6239795.50,5957044.48,12777955.98,6053986.25,15265901.38,25274317.84,25849841.45,22271459.56,24975372.38,27275421.40,24005743.74,24997631.34,21484643.66,19598322.71,13988702.80,16329400.89,23403491.54,34117832.92,44364369.29,39500066.87,93955584.81,11071851.59,100756888.33,100777888.33,77914467.18,74582663.29,74530638.98,74530638.98,52725227.83,101956462.51,139082085.74,97603642.47,0,0,0,0,0,0,0.0
4,衍生金融资产,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
5,应收票据及应收账款,72569906.25,177360574.91,174126857.80,198663078.46,156780686.96,151166552.33,161649900.95,176125276.30,154542901.96,0,228320851.45,0,191861765.91,0,205007354.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
6,应收票据,0,15948677.74,14214838.68,11354204.90,18565780.94,9717404.97,16702916.00,19837505.32,20806798.87,7123992.80,6864996.80,12684098.53,18317575.99,8029422.89,10888126.42,19094899.85,22607132.39,11632349.78,14097063.12,10244697.56,16619441.52,7822443.71,13097171.95,18185075.28,21272079.58,14181354.18,17627517.67,12253724.47,13972789.85,8455067.02,9214078.66,11066757.72,13878306.38,14096047.71,16858475.77,14621779.25,14177010.17,6340768.06,10263963.29,9305691.85,18230881.43,10770642.24,5864357.74,3218977.44,8890011.70,7547920.26,4746458.21,8278718.12,9087930.46,3560105.54,2385261.40,2729871.18,1515032.67,2632441.89,125080.00,600000.00,1905500.00,2616344.01,2037861.13,3918000.00,12444159.71,11293457.00,760000.00,6440000.00,6790000.00,580000.00,4524138.90,5140000.00,2560000.00,0.0
7,应收账款,72569906.25,161411897.17,159912019.12,159126520.94,138214906.02,141449147.36,144946984.95,156287770.98,133736103.09,228331595.18,221455854.65,186854057.79,173544189.92,183232581.41,194119227.90,202287473.09,187439949.24,224451187.05,196655326.57,173578056.22,146630061.04,162908762.29,152886437.58,156533120.37,147144541.73,148719227.31,151501792.38,144627448.31,143023635.09,154276423.47,157093744.85,144092448.17,142065896.45,168292552.33,151853751.22,140310377.85,113802940.15,139861926.98,124297909.14,127247901.27,102705935.77,127376663.66,119687193.66,120047433.54,115920667.07,119447122.86,137951787.49,127938990.49,112000193.41,139688200.29,142493438.32,132645433.56,109765973.68,170581957.54,179011969.67,170512934.98,162504854.72,190735564.51,194209142.50,190683250.59,160360271.53,174901336.97,168069762.44,143184022.24,108017570.16,118822789.79,96256443.88,67691154.90,74746920.20,0.0
8,应收款项融资,30374494.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
9,预付款项,17312103.23,20989907.87,17361860.48,13288971.78,18797915.90,24743058.70,27879526.35,24073540.64,16478048.56,50655445.49,55773313.60,55353734.59,46960264.81,66985576.61,76895651.63,91120735.08,80476926.62,141043702.29,187087821.51,125693067.63,64663176.33,52253123.82,32012352.75,34589839.60,40057368.08,72540108.29,100043732.07,88693257.92,77076586.54,70294724.43,89238927.63,90672365.34,83863659.25,112804580.02,80328686.90,120741953.67,100634635.69,90690640.20,83948100.86,68515991.75,44948977.09,38461029.82,31879363.08,62293644.96,47133821.70,41608424.78,39003057.67,36157184.37,18318801.06,35685241.98,34340184.91,28088233.44,18946427.54,144986855.74,153742942.55,260019827.08,117769697.29,300978006.15,271664346.75,278368863.07,196185872.33,169129771.39,156112598.97,112115742.83,110607534.94,58059275.27,62359784.58,64728321.32,49286750.50,0.0
10,其他应收款(合计),646145704.13,31460186.80,36222716.03,79507297.67,84002432.90,100131351.01,97123194.68,95657471.00,94217489.37,0,44427379.33,0,43111892.91,0,58574700.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
11,应收利息,113023.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500000.00,0,0,0,500000.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
12,应收股利,0,0,0,0,0,0,0,0,0,0,0,0,1000000.00,0,0,0,0,0,0,0,0,0,0,0,0,0,11015905.50,0,0,0,23520864.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4780000.00,0,0,0,0.0
13,其他应收款,646032680.84,0,36222716.03,0,84002432.90,100131351.01,97123194.68,95657471.00,94217489.37,44824792.26,44427379.33,47923702.69,42111892.91,47015911.99,58574700.28,60506546.12,57690982.84,66594667.55,66473507.69,50007401.76,80692019.22,106084123.07,80441043.70,70800284.95,53806385.28,58541524.34,52675807.97,56653393.03,39062425.95,48701807.62,49847764.26,44263324.65,34589363.64,68680888.41,60589045.28,65038703.72,32911203.06,75202641.85,49181225.35,38414408.64,32295906.17,42425100.22,57132493.56,48566023.54,71660478.44,60547742.50,251474160.36,249201302.30,248707236.51,71456175.37,63940514.56,54638616.73,54224857.95,92442357.38,70200838.73,81406072.95,73058473.35,138356063.51,144799473.95,132614774.81,113313100.92,77190801.65,53090639.32,50285760.78,57445893.36,59164065.73,49076985.96,41249091.89,27205125.88,0.0
