,报表日期,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20101231,20091231,20081231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,流动资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,货币资金,1418261073.05,1215534044.31,880677855.55,1071124891.20,1620247855.61,1286381179.08,1602951111.60,1561137026.47,916540925.45,957594102.00,941714038.46,1492792289.99,1928296355.38,245720798.14,186892833.82,516119982.61,226842166.27,395494273.42,201923669.44,328668076.71,106370233.01,116349229.90,122079834.65,200607365.02,242694904.80,215095445.27,232389083.25,281268792.08,321046296.92,324486997.86,323719914.47,510365232.03,90218239.71,95038038.68,68375462.06,50232204.52,23618510.45,0.0
3,交易性金融资产,33525.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
4,衍生金融资产,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
5,应收票据及应收账款,1778315668.82,1706508723.78,1839257427.42,1684261651.97,1724464960.39,1511599991.60,1172526529.31,663139141.71,0,529188487.85,0,560771930.98,0,321084042.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
6,应收票据,0,0,0,0,0,0,20000000.00,0,250000.00,270000.00,170000.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3000000.00,0,0,0,0,0,0,0,0,0,0,0,0.0
7,应收账款,1778315668.82,1706508723.78,1839257427.42,1684261651.97,1724464960.39,1511599991.60,1152526529.31,663139141.71,583775626.11,528918487.85,548273062.79,560771930.98,487248231.17,321084042.94,317038625.72,272045518.13,319386167.16,291837423.63,341654975.69,369576665.79,351900942.04,332170674.98,310625177.65,288552488.47,262922346.71,246271850.88,231343203.51,201870945.23,187154981.29,155263405.58,126558766.34,83660895.73,56361772.39,55059681.77,45539370.27,39858490.15,11049079.47,0.0
8,应收款项融资,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
