,报表日期,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20081231,20080930,20080630,20080331,20071231,20070930,20061231,20051231,20041231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,流动资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,货币资金,3797142511.48,3605819501.25,3145141428.68,4436450967.54,3988295610.05,3032130172.63,3390252967.69,4229949197.89,3749919000.34,3982855135.89,3626459719.25,4944239456.44,3083824462.90,3054280914.41,3928671720.09,5617698070.97,4326118470.86,3981738323.40,3745382312.44,3594815403.29,3430268688.79,3740756539.08,2644870018.66,3995053481.67,3306136694.00,3735983044.66,4355345025.09,4683985143.21,4697372414.29,4595683869.59,3512445219.14,4250205235.91,3824570243.62,4466337256.73,4128504302.68,3855383544.52,4170733028.86,4834490835.13,4301615338.21,3699292925.71,3862081931.30,3280830893.97,1518738065.13,1255827582.04,1171354891.46,1139020768.26,1137536062.73,897448181.88,690415734.88,681077410.35,543341142.29,0.0
3,交易性金融资产,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000000.00,0,1000000.00,200000.00,447000.85,0,0.0
4,衍生金融资产,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
5,应收票据及应收账款,16962971422.02,17660400419.90,15380894247.02,16241434506.21,14241717652.56,14256902467.14,13434967179.69,15117264771.18,0,0,0,0,0,0,0,0,12829896625.83,0,0,10643785289.48,0,0,0,0,0,0,0,8350440958.47,6146915298.73,8148997381.99,4474889495.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
6,应收票据,1930240991.29,1724563797.33,1761852469.22,1136307155.24,559455975.69,693863478.69,985129587.90,923441537.65,531027130.10,293219976.12,363145314.45,336233867.51,285232452.01,259727249.60,388336067.21,301323129.97,224318875.62,302968423.50,370321692.96,254284866.85,188005841.64,232676121.54,177749202.30,93712081.80,172207560.44,149754782.44,237164987.38,198733624.19,209557094.95,107614332.16,188337035.27,138555278.30,170263669.85,256719572.33,58987059.57,86862373.85,167496999.58,144881448.08,109798905.35,63325196.70,47573826.54,27720728.61,38593320.00,16025536.22,35534351.78,17041283.94,15820726.54,17970939.20,21624798.00,37731145.39,7093664.56,0.0
7,应收账款,15032730430.73,15935836622.57,13619041777.80,15105127350.97,13682261676.87,13563038988.45,12449837591.79,14193823233.53,12578251782.66,12731629047.28,11774420019.43,13291383047.07,13016447138.05,13532740595.11,11538793950.46,12731486609.82,12605577750.21,11587250440.26,8511719450.67,10389500422.63,9001180494.42,9350494293.65,8913920428.32,9293598921.80,7052463547.49,6910206892.99,8593521916.23,8151707334.28,5937358203.78,8041383049.83,4286552459.78,5653085351.23,3908757205.60,4955533216.72,3934804510.53,4318121050.94,4506306598.50,4382469299.08,3579430655.62,4221099829.66,3532510203.03,4199502551.08,4128669214.20,2683105484.23,3683271577.32,3019337799.30,4120928699.55,2866427697.09,2486655776.77,1943933942.51,1659686982.77,0.0
8,应收款项融资,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
