,报表日期,20191231,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20030331,20021231,20020930,20020630,20020331,20011231,20010630,20001231,20000630,19991231,19990630,19981231,19980630,19971231,19970630,19961231,19960630,19951231,19941231,19931231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,流动资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,货币资金,930790603.90,996849539.97,1025788156.39,1127981581.49,1122495923.16,975028204.81,1039634193.51,954676767.73,1071352975.19,856824144.86,945370452.35,718399754.67,1082176542.52,814920059.23,854038545.03,720076950.30,1052098571.70,880063312.69,967685868.65,901876291.21,1038566266.11,760225368.90,1090898364.50,846314053.13,1095359573.56,909249261.96,903098041.90,799952004.54,974250833.64,776007841.59,790539697.94,660655341.41,914915712.46,749669979.60,717778531.22,537384626.13,599689682.33,535146555.21,500143861.49,256187528.10,510529670.75,414368003.85,374822049.07,353749716.20,339329617.62,312859868.23,314859523.95,365321205.75,446445726.96,356455162.71,394079615.11,350480516.38,277308427.46,384051819.00,289208484.55,210186563.60,229536689.39,199641598.34,231875863.98,216604651.56,247315069.07,179643635.45,149489232.06,124261813.18,132132059.96,230528686.10,182496862.41,0,98512961.80,78180770.53,180134924.50,160645800.00,98532515.19,248994224.72,290608521.65,325989119.66,73553183.67,36595511.43,49727584.52,72401821.04,99357079.99,0,55906091.24,0,8039695.76,6319076.45,11891696.67,0.0
3,交易性金融资产,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
4,衍生金融资产,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
5,应收票据及应收账款,10703888.55,33542986.55,21681844.17,34585311.24,10990431.56,25595490.33,21732984.87,28597988.49,14638274.01,0,14775125.65,0,16434522.92,0,18915026.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
6,应收票据,0,5357304.39,3230788.51,7177833.89,656400.00,3700000.00,1386297.96,3260017.38,2080000.00,7380133.34,1100000.00,3460000.00,3550000.00,2720000.00,4395000.00,4930000.00,3300000.00,2310730.95,2790840.00,1290000.00,3000000.00,5420000.00,2400000.00,1235378.51,3450072.38,7920000.00,4699900.00,900000.00,2721000.00,950000.00,4382000.00,3030000.00,2870000.00,13880000.00,1171420.70,200000.00,1161760.00,1836847.97,670000.00,0,0,450000.00,150000.00,0,1974259.00,650000.00,330000.00,2667600.00,0,750000.00,300000.00,120000.00,460000.00,144000.00,130000.00,250000.00,0,149120.00,100000.00,1050000.00,240000.00,0,310000.00,1004898.00,1734530.00,2608340.00,1200000.00,0,3341310.00,582194.30,1993808.00,0,600000.00,0,4020000.00,426041.00,400000.00,0,6800000.00,252128.00,400000.00,0,3850000.00,0,772490.66,0,0,0.0
7,应收账款,10703888.55,28185682.16,18451055.66,27407477.35,10334031.56,21895490.33,20346686.91,25337971.11,12558274.01,21136401.14,13675125.65,17617614.41,12884522.92,26319796.85,14520026.94,18962978.42,10981165.80,26260596.56,13968179.04,14289330.93,9713201.30,20342548.73,14673351.33,12646427.78,14500836.99,26494777.12,21080494.12,26415926.34,25287251.15,41256937.94,39504445.22,30224136.72,27248823.91,41044719.11,68559140.53,63492500.76,47381677.72,41712520.71,29933117.66,28592718.81,14624457.12,12115851.75,12459922.17,13577735.36,6949383.61,12484828.16,18012749.46,10269535.19,9348164.88,20299572.66,12471038.44,15219735.33,15826742.24,29939360.84,28203360.86,15133235.56,11444143.14,15864486.06,16288159.19,22685063.45,15429918.89,13222663.15,14977620.70,14267187.84,10127787.18,12978178.61,11251703.05,0,9268394.90,5462772.30,11159492.87,0,11190673.96,13755668.03,10383394.13,15708270.96,13961762.08,17731760.03,13331352.61,8955474.19,7813043.34,0,9175224.35,0,14596493.33,3185083.90,5129435.35,0.0
8,应收款项融资,2365000.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
