,报表日期,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20030331,20021231,20020930,20020630,20020331,20011231,20010630,20001231,20000630,19991231,19990630,19981231,19980630,19971231,19970630,19961231,19951231,19941231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,流动资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,货币资金,1038840283.49,1009510013.13,870720071.26,1231651551.27,1069359472.38,467658399.53,404469220.14,630635735.09,805767340.08,357753403.51,355602740.56,370781114.18,739492312.05,1271109432.62,1084181430.73,1960300820.83,39439534.94,30873047.59,49499312.15,86515854.65,120544694.09,130547586.65,79272877.18,89839014.73,16761212.29,20444683.08,33623308.52,38611179.55,25239255.37,56227834.74,85371545.60,107494825.12,95220270.51,93587297.29,36542035.63,76075580.78,75435250.91,73149736.40,91683861.11,100360277.20,81790980.12,101029794.55,92758751.81,123056413.80,225728624.72,125647245.28,65090509.35,34323165.40,1357253.74,1693267.26,23295829.48,39218774.83,50075498.54,39990231.06,63279635.97,56885712.90,49701178.54,62455917.23,35519007.40,64233186.80,67206617.08,33674323.83,42257830.58,89138611.23,24405550.70,34650673.13,24685449.68,45509962.28,23650087.34,35342762.84,61572962.73,56203454.77,38487585.63,45204335.66,63414741.05,76352093.93,56388392.24,60019492.58,41247704.93,45978935.51,0,14865757.75,6319079.05,6903278.30,0.0
3,交易性金融资产,498330.00,964827.00,175782.00,2006992.50,477780.00,0,0,11294400.00,0,11912042.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0.00,0,0,0,0,0,41000000.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5584859.63,5636759.63,5923759.63,5455482.63,0,0,5003834.00,7563834.00,0.0
4,衍生金融资产,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
5,应收票据及应收账款,2473904193.10,2636076510.80,3281967013.25,2246739275.40,2308668303.26,2298302431.32,2213044710.88,1475884916.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
6,应收票据,187840418.04,296555948.88,587139619.74,220992607.09,362272268.39,400418491.07,485885151.31,516941923.54,268325358.23,227836046.09,636338550.68,263656439.81,274244889.34,224116336.81,106837466.47,318155248.30,24423170.00,28416091.61,11674883.90,21260000.00,18620000.00,128658300.00,210774004.94,192713420.18,113163384.94,22422398.73,133608650.07,146229840.00,15800000.00,67508970.40,106183744.07,42807494.07,138395768.88,74066352.08,119792715.00,160760000.00,224920000.00,176016170.52,186584401.48,68231986.00,88188000.00,70110849.00,179596110.13,196174024.00,79216909.20,70012000.00,41303522.00,73720138.00,23200000.00,7600000.00,24866750.00,1000000.00,0,2332343.77,300000.00,1520000.00,0,0,529000.00,0,2775000.00,50000.00,490000.00,3912800.00,552000.00,520000.00,1800000.00,350000.00,2975756.01,0,1000000.00,0,0,0,0,100000.00,0,0,0,0,0,0,20020.00,20020.00,0.0
7,应收账款,2286063775.06,2339520561.92,2694827393.51,2025746668.31,1946396034.87,1897883940.25,1727159559.57,958942992.69,1285729284.69,1317295899.12,1184705362.24,1118238125.91,1358278570.42,1202685195.59,1656966683.13,2243107096.23,415521936.61,511917808.44,433748824.19,335869064.38,160146920.12,147440536.59,119646830.40,207655104.80,163849948.57,242986345.87,165737262.85,167359302.98,230230081.09,143046872.11,143894393.55,122960580.21,129288707.56,107596645.73,91391634.34,137815866.38,169307459.63,73430080.49,47474427.00,112893787.55,114408300.81,123827369.19,318392164.56,291457453.39,106056202.96,80748493.05,97317268.99,48098803.27,63725850.07,82131300.02,46801180.00,285605997.63,284981014.52,285371379.76,269742777.97,255077462.08,290149218.98,283204117.00,285894563.10,273482256.39,305226375.07,310793241.56,298829452.33,293730255.13,295057906.65,281278544.87,271436044.45,245548282.45,234173919.36,213834441.92,195570355.99,197413947.61,237912581.37,240366214.07,228989233.30,253725051.04,191071100.26,150460477.41,193910279.16,148749411.35,0,94757788.73,35059909.33,23847525.91,0.0
8,应收款项融资,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
