,报表日期,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20030331,20021231,20020930,20020630,20020331,20011231,20010630,20001231,20000630,19991231,19990630,19981231,19980630,19971231,19970630,19961231,19960630,19951231,19950630,19941231,19940630,19931231,19930630,19921231,19911231,19901231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,流动资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,货币资金,16644904449.85,14873877600.51,14945774242.02,14620193257.25,15071515073.93,17111576382.29,16090263214.73,17222819421.80,18183141891.31,14955523128.60,14374115105.96,12832631228.48,8811041233.51,3419419117.66,3813972418.40,3577987265.17,3959005869.54,3694354014.70,3655906475.08,3651605280.88,3555441574.41,3760992389.95,3307796316.27,3012645956.77,3745640476.14,3630220508.50,3495829857.23,3134933701.52,2703869039.32,1650858803.35,1554770342.42,1464945262.18,1361133990.97,1300085742.41,1239769099.43,998399439.07,793964155.69,959363929.73,916636511.19,853749293.51,650496786.14,493221756.01,543404394.72,581885513.30,354937171.69,224128680.32,263046910.99,299171000.45,262061284.97,213609589.24,273171071.96,297962204.88,323043651.92,191908460.18,251538359.86,264602424.92,326959556.62,290493147.98,321815339.90,295587020.81,278159976.38,226032389.25,225651377.65,221906752.93,185598557.17,77990025.61,63907960.57,63231896.23,31727266.94,78451565.29,139214393.87,129049744.37,45541394.73,42401199.36,20029445.54,72198771.74,35103277.56,91556483.25,49891678.55,27693267.54,0,34452560.71,0,28927349.14,0,10346889.38,0,21236052.25,3846056.94,3007311.56,1008729.28,439760.34,0.0
3,交易性金融资产,60060563.56,60060563.56,60060563.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50000000.00,50000000.00,0,0,70000000.00,0,20000.00,20000.00,20000.00,20000.00,20000.00,23978000.00,0,130800.00,0,4997296.87,0,416547.03,0,474756.63,397947.03,517247.03,404200.00,369200.00,0.0
4,衍生金融资产,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
5,应收票据及应收账款,769935719.96,842424208.01,734289923.45,540558092.77,2091788307.62,1502531380.51,1049305114.85,1430391842.60,0,0,308387067.96,244648760.80,0,0,0,20325239.09,0,0,0,10950817.17,27020581.46,17634548.38,17532957.12,33031026.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
6,应收票据,200000.00,100000.00,0,400000.00,0,0,0,0,154000000.00,154000000.00,0,0,0,0,0,0,300000.00,0,1400000.00,0,1000000.00,4000000.00,0,10000000.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50000.00,0,0,0,0,0,0,0,0,0,500000.00,95795.00,100000.00,0,0,0,0,0,0,0,0,0,0,0,0,0.0
7,应收账款,769735719.96,842324208.01,734289923.45,540158092.77,2091788307.62,0,1049305114.85,1430391842.60,540934741.54,366114360.30,308387067.96,244648760.80,393055747.47,23339182.87,20767326.53,20325239.09,81420684.41,16757490.60,23113581.44,10950817.17,26020581.46,13634548.38,17532957.12,23031026.47,25950289.09,35003589.76,32742833.71,34678050.43,41521149.32,24250173.60,38150412.07,34378474.81,49407773.16,31135150.65,19865008.77,18036598.74,33270271.99,42094869.74,32179324.98,31908976.41,34100677.48,45391215.91,0,0,1322.44,1322.44,1322.44,1322.44,3306.10,3306.10,3306.10,3306.10,4628.54,4628.54,4628.54,4628.54,5950.98,5950.98,5683.89,11025.59,211961.22,168314.06,168314.06,838684.35,1398185.99,2962756.09,1311146.95,615885.63,1234565.05,1196871.18,2150821.40,2200696.28,3820536.62,12676745.82,8196584.53,8536848.77,8194446.66,19412237.36,16516297.28,17468832.86,0,33303491.21,0,7833337.78,0,5759060.53,0,2411638.45,3291628.22,1634875.48,2776383.80,4301029.72,0.0
8,应收款项融资,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
