,报表日期,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20021231,20011231,20001231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,流动资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,货币资金,2800572757.39,4334698971.77,7456387442.90,3412054110.28,2846482235.64,3279533384.33,3511245480.12,2922902075.36,1930743075.39,1540437341.76,1691158641.92,3652976614.92,1757400715.56,2632417556.87,1038127893.96,1061612553.38,1292714031.70,1577891044.16,1928359307.23,1432860120.19,1121781202.16,969867267.63,1279760725.39,1016862646.84,855650084.83,498539072.37,834050729.91,727945749.00,364124926.31,623384107.29,511048356.48,382426076.61,332971807.16,545598771.21,498955164.26,264732979.06,586935049.53,531204699.66,418194339.03,417793360.77,751562173.64,665014675.61,1000263738.11,580612500.55,637734849.53,457259924.77,388321024.04,243612241.24,481217671.51,260773408.73,234857100.23,169412429.39,271591554.75,158100670.70,182546310.30,218732855.79,342582023.59,357356065.03,453633805.60,444595786.28,534083040.52,576653909.47,626323267.97,189884136.57,184847246.06,113964791.27,104377151.48,29638558.96,0.0
3,交易性金融资产,135871400.00,0,0,0,13482600.00,6100200.00,0,0.00,0,0,1011200.00,1011200.00,531695130.00,0,647700.00,17949352.45,17635938.48,21137179.71,23206271.60,21422055.75,29209038.59,29919413.98,31867239.01,62273826.32,80000000.00,0,0,0,29537154.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3064935.90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2494950.50,0,0,0,0.0
4,衍生金融资产,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
5,应收票据及应收账款,5232784512.05,4313191782.13,3318854201.77,2216604779.83,2834882671.01,2143926057.68,1544479238.83,1390457429.14,0,1324587901.20,0,1141886869.88,0,781963104.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
6,应收票据,3634571400.17,2752537011.11,1851748836.38,1051079891.90,1139856438.02,1050484734.77,724579257.31,599620116.06,838776261.06,601243812.86,623120039.09,565693465.94,484763806.92,191588091.87,173839581.09,5784755.28,8178457.67,11747753.06,17827405.98,25923057.01,17984043.01,22040975.00,6974840.00,23146055.80,38175542.32,19035052.69,12091000.00,49515664.65,89362282.63,44771410.00,35548996.70,114735580.29,134910138.42,50649853.25,19410543.25,36223277.74,39517827.50,16474427.50,2517100.00,25677265.44,36280437.89,29206449.03,18653393.71,17413387.66,32151373.36,18084694.07,17075881.90,9032500.00,10592500.00,4600000.00,0,0,5970000.00,3992360.00,112360.00,565000.00,1853000.00,2930000.00,100000.00,430000.00,3200000.00,1670000.00,601838.00,483520.00,1328520.00,860000.00,0,0,0.0
7,应收账款,1598213111.88,1560654771.02,1467105365.39,1165524887.93,1695026232.99,1093441322.91,819899981.52,790837313.08,896743981.27,723344088.34,698322664.13,576193403.94,974471450.34,590375012.65,351866872.24,413619444.54,422067731.29,368578687.39,265878901.02,384135667.23,441101644.74,319323280.67,257442264.78,340373180.46,404354322.01,258886021.23,290290541.65,356819824.75,461009321.26,324619135.60,279785065.78,303527684.95,490805856.08,354274758.22,235591024.36,375036187.79,545481129.75,463488341.23,330294080.16,433368140.17,510670192.31,321394329.35,252835151.30,423647610.84,588211463.51,330011057.46,176063224.34,335069141.62,423702598.64,312050119.18,139626009.63,261580516.14,102521155.20,45709954.20,19830548.77,18115770.70,41964424.74,21934232.77,8986628.83,10328178.70,29324211.33,17722738.22,15540581.58,16018400.93,24625749.84,12075547.72,7084084.65,18274055.62,0.0
8,应收款项融资,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
