,报表日期,20191231,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20061231,20051231,20041231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,流动资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,货币资金,8771968526.00,9034051299.00,8148408620.00,7432780526.00,8352182658.00,8330161202.00,8483863285.00,10491543754.00,9686640719.00,8059604358.00,7410899550.00,7924900570.00,7899346144.00,7416848598.00,9050926284.00,7930263212.00,8996190338.00,8507092399.00,9804598925.00,7376404089.00,7516112119.00,6853741482.00,6098568271.00,5533672615.00,4228096190.00,2819191356.00,4091495202.00,4720053064.00,4820059956.00,4642127236.00,5726986014.00,6871527309.00,7468465880.00,10393250344.00,9591033138.00,8027809247.00,7764575439.00,7602728721.00,7420136473.00,7469630487.00,6072018782.00,3758080685.00,3020669108.00,1787436043.00,2818561246.00,3565109870.00,3721346212.00,4872111138.00,4888269196.00,4108834547.76,2617994811.00,1962617261.00,2618737221.00,1018623448.00,0.0
3,交易性金融资产,71729502.00,69998417.00,63607960.00,1806549.00,12274942.00,24079061.00,42237766.00,9400442.00,5660078.00,40059436.00,63131704.00,98796031.00,146646494.00,37509111.00,53123686.00,47048647.00,36899880.00,31729251.00,19454716.00,30094828.00,17260684.00,24740491.00,53581105.00,42557662.00,27119664.00,34042976.00,22226653.00,37310134.00,23735430.00,40110979.00,35608297.00,24751433.00,6069158.00,7705945.00,25752035.00,20230922.00,44377061.00,41550052.00,90120868.00,58067178.00,31259360.00,37077651.00,62461557.00,65834247.00,70397487.00,11148743.00,7963545.00,5505796.00,2101601.00,27494846.00,13598010.00,4134898.00,5690725.00,14604387.00,0.0
4,衍生金融资产,0,98190.00,40048.00,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,285880.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
5,应收票据及应收账款,12453212167.00,12904074760.00,12902062494.00,13137543857.00,13029528566.00,13894257819.00,13328827285.00,13439277707.00,13359946776.00,0,13053984491.00,0,12941785742.00,0,10854647030.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
6,应收票据,0,128875381.00,162165485.00,172023202.00,151822484.00,526559342.00,717105679.00,528400999.00,513217952.00,1114918532.00,1163801148.00,919972249.00,964857021.00,421340165.00,476795081.00,270421490.00,364864995.00,394005055.00,611922409.00,227821615.00,342236112.00,119255075.00,123279849.00,155653223.00,169560587.00,80709382.00,58575479.00,56573461.00,90982494.00,66885265.00,65999303.00,126551694.00,182891507.00,173011608.00,209195210.00,214380510.00,175157931.00,391648496.00,312075819.00,201028310.00,184682175.00,297531628.00,255540755.00,131107363.00,241475995.00,258163580.00,301031113.00,109576339.00,399697676.00,531714504.86,426265604.00,456382093.00,159138761.00,279118401.00,0.0
7,应收账款,12453212167.00,12775199379.00,12739897009.00,12965520655.00,12877706082.00,13367698477.00,12611721606.00,12910876708.00,12846728824.00,12689626800.00,11890183343.00,12872798401.00,11976928721.00,12043387083.00,10377851949.00,9181679764.00,8271662183.00,7432505966.00,6206149187.00,5307698524.00,5019147853.00,4029965926.00,3728191033.00,3649240873.00,3693278175.00,3695032513.00,2919852668.00,2662741931.00,1953037390.00,2734242860.00,2767576428.00,2521640523.00,2036279157.00,3177059954.00,2933418547.00,2518864933.00,2577755254.00,1773471829.00,2199572918.00,1925510685.00,1571206381.00,1719801474.00,1493248739.00,1369576150.00,1258175342.00,1493426008.00,1268225882.00,935206719.00,819685512.00,929698111.61,713317645.00,732806857.00,662370183.00,512602591.00,0.0
8,应收款项融资,238094725.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
9,预付款项,2796119263.00,3037922116.00,3538973230.00,3116980676.00,3319634804.00,2806789511.00,2803122108.00,2978781130.00,3155720990.00,4278821025.00,3636463606.00,3739819727.00,3787610559.00,1913294873.00,1649352616.00,1697065863.00,1932532685.00,1467661021.00,1213351043.00,1226854015.00,1197068567.00,1164688880.00,1097300131.00,1129333800.00,1127055202.00,671697160.00,605600113.00,501661619.00,510560488.00,474714775.00,417685556.00,482793082.00,531705358.00,167787524.00,275134236.00,452129610.00,454951921.00,409388011.00,195581518.00,95564477.00,160939559.00,323826256.00,227795132.00,188531185.00,201667507.00,13823958.00,29958664.00,30469893.00,25647286.00,0,0,59364590.00,0,0,0.0
