,报表日期,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20030331,20021231,20020930,20020630,20020331,20011231,20010930,20010630,20001231,20000630,19991231,19990630,19981231,19980630,19971231,19970630,19961231,19960630,19951231,19950630,19941231,19940630,19931231,19930630,19921231,19920630,19911231,19910630,19901231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,流动资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,货币资金,35964739.78,61064148.20,45534885.36,49261227.42,5810073.65,6179951.24,20503654.54,74207395.51,38853929.13,7553974.38,15880045.38,50993854.13,77308331.30,93690937.37,98017675.14,117597574.28,29371958.18,15892428.87,16407744.76,26955685.09,11069934.23,23643912.83,11399138.34,30177505.70,16428413.84,8131847.48,12977104.53,25886589.94,24591010.22,36486762.37,21705953.91,72481123.79,63041584.30,61726168.25,37784426.28,42119066.73,53745279.42,27333056.07,41321465.92,40856440.82,31076881.10,20567993.87,24026424.15,24705978.56,23973951.31,31604810.35,21424871.46,28203215.52,33744706.70,31858081.27,35432184.27,31111532.67,23462037.73,13978635.59,29985491.75,101123063.96,118397457.21,219516415.52,415700015.44,461290995.42,498531584.74,600466615.27,537016811.52,679067236.57,373349670.41,292557781.55,189250197.09,258761762.14,371342351.57,364127064.99,350235433.01,247165366.53,247248562.69,159796384.68,91374670.37,51971195.64,27363441.06,6504988.76,22369769.79,12551884.78,12662574.21,0,5961973.36,0,10654365.64,0,12134000.00,0,6562076.78,4938990.87,4138459.98,3875712.08,1909848.51,0,891793.78,0.0
3,交易性金融资产,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,332000.00,289600.00,243200.00,402000.00,511000.00,682080.00,2059507.80,2010836.88,1006256.16,1405896.04,1727775.00,7097318.00,7402866.00,7356855.75,4846878.39,8008055.81,555289.26,0,0,0,0,0,0,1145290.96,1145290.96,2252600.00,2601035.50,0,0,50000.00,197600.00,196600.00,196600.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15000000.00,0,0,0,1000000.00,0,0,0,0,0,0,0.0
4,衍生金融资产,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
5,应收票据及应收账款,72200527.78,113840211.09,59304043.94,38747598.70,0,0,1537253.09,1537253.09,0,61050318.60,0,54752865.68,0,56781691.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
6,应收票据,0,0,2315572.00,5000000.00,0,0,0,0,50000.00,711946.47,2453160.00,813760.00,103000.00,809419.94,606640.00,1353057.00,836030.00,984690.00,952863.98,1032064.00,3601222.00,3620000.00,4961000.00,2511016.00,1561550.00,1968267.00,1721404.50,2918632.30,4029053.10,2553396.85,7093299.71,9061997.91,6678933.32,4797000.00,9015500.00,3905500.00,6940189.73,6457244.07,6199718.40,9075795.00,16789524.41,6409164.87,3704000.00,50000.00,572115.40,220309.60,214134.20,496957.18,1397469.90,2021754.46,3443651.50,4194694.36,2892319.36,415800.00,1326461.00,3661611.00,28061214.20,29170000.00,33268036.00,75638182.89,29275320.00,37904140.00,103778850.00,145444086.96,48001369.64,32721531.40,28755073.00,9518193.33,1866814.39,2028421.37,11830000.00,13069330.76,1632263.55,617238.48,1736715.68,15152125.30,12154535.73,12141519.75,9142848.77,10236962.18,6902316.03,0,7771623.04,0,5904054.26,0,0,0,2000.00,199582.87,293529.55,0,0,0,0,0.0
7,应收账款,72200527.78,113840211.09,56988471.94,33747598.70,0,0,1537253.09,1537253.09,53838529.64,60338372.13,54868636.84,53939105.68,52630829.36,55972271.65,56003201.35,72213106.70,71261781.60,71724159.09,68443523.24,69964609.08,116387380.47,75711740.50,78778714.12,75504396.16,76533726.41,87120745.45,79778782.01,72719943.47,83577572.60,80491548.72,87612011.97,86797393.18,102037025.59,90949263.90,74264991.47,87658082.96,88718336.60,98839252.18,99412391.66,93219186.01,109145947.64,108785829.09,107642144.19,112891135.28,111209757.28,114401117.95,88997727.35,97329510.01,111073390.09,119687249.55,123731086.16,110200253.74,217702253.90,201659213.07,208342276.73,205994811.25,225900041.73,237159698.77,221404169.63,221564392.01,231908353.61,264313477.78,194121824.43,196405575.57,174396699.04,223466917.04,175151689.30,129020442.32,139347580.86,124922601.03,74443541.00,71644379.29,44693512.62,47273127.15,53262446.03,60090662.30,64259231.81,66209303.37,58341334.86,71134044.71,79176182.92,0,48546191.92,0,55213034.81,0,0,0,27418372.92,17352896.85,12615710.44,31060289.98,14035627.02,18237429.35,13434121.03,0.0
8,应收款项融资,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
