,报表日期,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20030331,20021231,20020930,20020630,20020331,20011231,20010630,20001231,20000630,19991231,19990630,19990331,19981231,19971231,19961231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,流动资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,货币资金,191116244.32,238720638.10,257403161.07,173552396.73,112749983.34,142481349.60,129873624.53,140834524.10,133739513.21,68882485.50,91895254.54,116736616.34,117352662.75,161602754.70,187174059.09,161928943.69,158087165.41,211268952.32,82272218.33,194781704.91,134130273.92,126684519.61,107801744.18,111039306.99,129198940.37,106837659.69,155201810.10,125012600.92,114575568.06,106292241.57,148610420.94,152304823.96,168321148.56,152823355.46,195698400.61,211752782.45,243903212.01,231526653.69,131827206.85,188813379.55,275687267.02,334953638.12,262418786.38,220123509.27,209229390.54,223593604.00,277974411.66,172205296.93,117338472.31,81841926.10,77765835.75,62109752.71,42567786.14,41669484.92,38337323.44,22110016.90,40969185.90,25072307.56,37845828.36,35658515.74,27585812.27,48836400.57,31568875.34,58055144.38,54070095.95,59468286.05,69941702.05,135764574.38,163165987.70,90780490.59,0,95483915.93,121265277.12,92102765.09,75531922.57,83239655.71,8294602.21,4571145.76,6869362.96,2918690.46,2776181.39,0.0
3,交易性金融资产,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42250.00,42250.00,42250.00,42250.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10500000.00,10500000.00,10000000.00,10000000.00,10000000.00,10000000.00,10000000.00,10000000.00,10000000.00,10000000.00,10000000.00,10000000.00,11000000.00,10000000.00,10000000.00,0,0,0,0,0,0,0,25000000.00,30000000.00,30000000.00,0,0,0,0,0,0.0
4,衍生金融资产,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
5,应收票据及应收账款,128896521.68,124518019.10,138511869.92,133497778.60,137490746.86,120951673.55,175645063.50,116593329.95,0,108428691.27,0,111929540.69,0,85058702.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
6,应收票据,25302608.66,33249823.14,21528126.09,20321322.50,0,0,8458930.72,20929270.90,11368805.66,7868746.26,18558759.51,14208860.56,10136073.65,9436919.50,4805847.94,1651450.00,6236346.64,2351013.25,2735044.20,4388662.00,4591459.10,2104359.95,2721844.80,10338104.10,4278990.88,1012279.00,1623266.50,8571050.32,38384.00,8911138.72,0,0,820411.38,2170000.00,2030446.46,5560741.57,1063991.00,4515437.00,5911740.00,4196078.13,2135689.86,2322053.00,0,3795461.10,100000.00,364143.67,0,3038752.87,0,0,0,2399886.74,0,945619.00,780006.95,2954775.00,0,0,30000.00,914800.00,988000.00,0,0,0,0,0,0,100000.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
7,应收账款,103593913.02,91268195.96,116983743.83,113176456.10,0,0,167186132.78,95664059.05,112951685.69,100559945.01,80042445.22,97720680.13,94555994.05,75621782.94,77184653.27,77527027.01,72381170.59,47278081.44,39200420.79,29890396.96,55500467.75,69252965.54,49440297.36,63626198.97,78628620.02,66393549.64,66197503.84,50751569.15,63951959.63,63507885.94,75719882.53,52559915.37,56448990.21,74949707.25,88516151.40,51541530.08,46855910.13,72124882.38,79834135.01,63750212.65,72010233.87,57658565.42,67085338.80,41331575.49,70843095.04,94618767.78,77678184.66,98201118.53,114619212.67,98373791.92,105126807.77,79251272.81,118938485.90,117284389.75,119213338.99,110989072.79,113941658.43,110193629.42,104917972.12,103350482.21,105539527.71,104889195.72,110378274.25,99147852.94,101971912.61,98980114.37,108853295.06,95432559.25,101331287.71,100786426.18,0,86821565.64,93054459.22,90765795.16,105057385.99,106861638.17,128522299.21,114190853.00,92691984.73,79158830.60,41199450.67,0.0
8,应收款项融资,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
