,报表日期,20191231,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20131231,20121231,20111231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,流动资产,,,,,,,,,,,,,,,,,,,,,,,,,,
2,货币资金,2051133578.34,572371668.67,518750626.18,744726053.61,707527312.10,573364059.85,448289147.55,613295714.05,470790797.85,476619485.21,319551809.59,342402951.90,232213945.66,251175750.22,279640888.83,256952196.04,252925303.92,170884873.94,182089713.25,146111297.86,55502648.62,52667420.66,80457937.50,138758488.53,131818659.30,0.0
3,交易性金融资产,1715872.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
4,衍生金融资产,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
5,应收票据及应收账款,2349676624.20,678012758.11,656024736.32,679126227.84,681547167.90,676130090.99,732491890.67,648298337.80,690174206.05,0,636213006.49,0,687915151.42,0,452759096.54,0,0,0,0,0,0,0,0,0,0,0.0
6,应收票据,209373102.62,189783470.89,195148308.25,210200072.39,154458877.58,169989263.53,193121063.70,201656329.24,174565076.26,178288637.43,193327924.81,233170800.87,211976750.82,198938169.85,158672894.59,122748299.62,103090226.88,92464203.28,71085544.46,91199925.66,63623121.20,58503723.55,68850949.93,13338696.93,16460190.85,0.0
7,应收账款,2140303521.58,488229287.22,460876428.07,468926155.45,527088290.32,506140827.46,539370826.97,446642008.56,515609129.79,371876131.91,442885081.68,349057375.93,475938400.60,259270712.20,294086201.95,247602238.86,294700926.35,216183909.81,220834547.18,251048223.47,258454112.87,202773992.92,173299649.46,118308534.56,105586212.52,0.0
8,应收款项融资,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
9,预付款项,46425536.96,16149981.78,13553986.47,20478480.20,9840066.93,29314097.43,21074418.28,29309254.76,5022939.39,8554671.91,5892537.04,9453698.70,4714914.98,8858635.58,5628827.99,8941926.25,6747467.42,8953943.24,7261823.77,13001509.36,9391704.16,7116753.02,23944970.30,10225613.85,17987565.68,0.0
