,报表日期,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20030331,20021231,20020930,20020630,20020331,20011231,20010630,20001231,20000630,19991231,19990630,19981231,19980630,19971231,19970630,19961231,19951231,19941231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,流动资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,货币资金,271529486.24,243867620.49,211508309.22,269891912.22,775864883.94,989878180.67,1093379273.83,1446856376.89,1754694785.45,1507136617.86,1239911339.00,1093548074.61,507347209.15,994750574.09,749019532.73,835323673.65,496085497.50,657239301.72,501022486.90,557803908.95,655918947.15,582960388.18,525478393.58,456756007.83,471918014.37,531973293.34,414940348.32,621696370.30,801384008.82,626983645.34,564693441.05,663654519.27,496996494.94,349801285.26,199483402.22,450059034.37,218040921.59,233390927.80,269931140.37,213643018.94,161526262.45,286434478.13,367880916.56,234497310.86,290229166.67,329684768.21,393545452.18,234932402.43,158808344.87,159656153.08,149449527.06,332412956.90,293044982.27,346870615.28,248228152.50,232208029.90,245072720.03,364276840.99,455147534.37,437292623.37,463136356.99,501594059.88,530444776.31,490359763.76,393550398.30,345051207.22,363778217.38,528503766.88,487557590.52,471449075.99,366112633.49,409325778.65,382377778.52,118369369.29,224482716.89,213516541.90,173817972.34,153533994.07,42492220.38,147912656.88,0,3597295.51,2032747.41,3501695.53,0.0
3,交易性金融资产,0,0,1761196.80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,550000.00,550000.00,550000.00,550000.00,550000.00,21050000.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3100000.00,2161500.00,2595500.00,15000000.00,15200000.00,19200000.00,30205250.00,30205250.00,30205250.00,41684166.67,41684166.67,60000000.00,46684166.67,100000000.00,100000000.00,80000000.00,0,71000000.00,20000000.00,20000000.00,0,50000000.00,0,0,0,0,0,0,0,0,0,0,0,0.0
4,衍生金融资产,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
5,应收票据及应收账款,54315221.77,67606620.21,76146934.38,63880139.50,215103470.32,144057850.06,182988518.06,175686699.33,0,416959842.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
6,应收票据,11019322.68,23365237.79,11550892.07,11042722.61,12708554.42,21766183.86,22633142.41,22827025.20,35146888.76,57795682.25,119988126.21,102751798.81,85589051.69,81756226.67,126182871.70,39085135.60,85294138.34,86343042.08,92981182.74,65576145.46,132293235.74,129872575.39,207421027.72,134053143.98,188521458.60,239706743.78,124594374.55,50927463.86,169574808.33,405994491.46,675394460.99,714608082.03,467781291.26,277675718.51,284936471.52,230715092.59,102253054.65,208976167.95,72129662.29,69159761.74,120385039.37,115351418.22,99614101.24,134103309.77,141552810.57,158304553.40,82594853.31,99212497.75,60169988.24,148574359.31,100500913.17,73797297.23,56299528.45,36797114.30,39299444.58,38469168.32,49336760.28,51258698.52,77667692.95,68118339.92,44186589.53,57516221.38,54189259.55,90452274.10,122581728.57,111405986.57,94926359.38,82532401.78,87942367.65,123566904.87,82854196.90,93095835.37,65455609.70,47046882.17,74629476.00,69023413.00,74376026.16,71383240.00,47540015.00,52723139.04,0,35319880.00,21891558.36,3075000.00,0.0
7,应收账款,43295899.09,44241382.42,64596042.31,52837416.89,202394915.90,122291666.20,160355375.65,152859674.13,386323204.65,359164160.57,112157790.35,179653880.51,727586542.62,816118692.96,769976468.02,852012317.84,447649744.87,531995293.27,476080202.69,528868455.22,251988510.65,220624024.63,220385554.71,217508227.09,425449756.88,324962091.32,453178449.35,390934101.39,283237920.05,298422154.55,272146567.94,272241910.68,277282016.79,257173200.33,289962557.19,291600858.23,296485590.49,285240418.68,310786203.27,205272316.26,234868279.54,267816215.08,152363926.04,192177152.20,148705923.47,146315116.90,112263157.68,86577609.05,90676664.52,80026275.70,101110816.00,88154639.88,109263124.43,114356403.73,116003726.35,106334352.89,120064765.03,120777339.87,143266558.68,98489213.66,112215466.37,109406609.03,119082409.12,101832895.58,125085336.53,129387936.57,130722989.69,96621131.09,107044988.36,105997982.16,117541708.50,95180944.81,120018881.04,107161921.84,137041327.48,164856340.07,177221080.56,153774786.72,155176896.88,100768318.79,0,35029571.46,19137779.29,26047772.92,0.0
8,应收款项融资,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
