,报表日期,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20030331,20021231,20020930,20020630,20020331,20011231,20010630,20001231,20000630,19991231,19990630,19981231,19980630,19971231,19961231,19951231,19941231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,流动资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,货币资金,236487557.30,184858743.52,289436525.98,852685423.16,1010075699.95,886427627.78,583892377.65,560326563.99,674093578.77,414872359.08,389401087.87,326073512.96,384662438.99,644482056.69,1036746729.15,60245914.15,64480585.28,33551384.55,70878779.56,22483298.36,15938320.66,18549465.81,23141910.84,29954310.94,44182982.37,29938322.49,38360609.81,27708072.01,36632167.74,28730173.32,19903747.67,20568345.09,18193868.50,20412897.71,19650034.89,52774293.81,58291914.10,54297225.34,52232451.16,46653883.31,40405370.67,42676043.24,28082727.95,32524824.17,36553460.49,50879983.36,11405477.01,13023619.80,8631764.46,8611887.70,792703.50,5414198.31,3793933.55,1905283.19,2806766.52,1733188.26,3304711.27,1887676.79,1674054.27,7080262.98,4375276.79,4439300.61,5606207.78,7944389.69,228190059.25,228838107.51,282734890.93,232846110.05,72868222.74,42530224.91,53472199.34,93461195.45,82666176.01,176622775.01,48297653.34,36762831.39,9941018.27,16859863.44,79813845.78,15846805.72,6372001.33,6128232.05,5772135.92,0.0
3,交易性金融资产,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2429029.60,2500000.00,0,0,0,0,0,0,0,0,0,0,0,10860198.80,10272075.58,2700000.00,0.0
4,衍生金融资产,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
5,应收票据及应收账款,1745882992.18,1573496890.28,1760683122.97,1996078117.58,1680367310.56,1272449066.43,1000206702.85,985004089.43,0,597839929.11,542213546.11,522734417.53,0,359585061.79,0,401431559.02,0,0,0,0,0,0,0,18356085.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
6,应收票据,5490400.00,4479183.11,1850000.00,15050000.03,2800000.00,0,0,1000000.00,0,0,0,3500000.00,0,2439070.00,0,0,0,600000.00,3953632.00,3116000.00,9608102.20,300000.00,1780625.70,2700000.00,16103000.00,4207469.60,7500000.00,9850000.00,4040000.00,400000.00,200000.00,5850000.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2135300.80,958800.00,915000.00,95000.00,325000.00,200000.00,0,0,7000000.00,250000.00,100000.00,850000.00,100000.00,516800.00,0,0,0,0,0,0,0.0
7,应收账款,1740392592.18,1569017707.17,1758833122.97,1981028117.55,1677567310.56,1272449066.43,1000206702.85,984004089.43,721985076.66,597839929.11,542213546.11,519234417.53,387033577.84,357145991.79,306036343.30,401431559.02,327966022.93,302175756.95,281922809.28,10394678.18,15975547.74,18287871.44,10650955.78,15656085.96,15071466.84,12091997.56,20155581.45,9826812.01,6317666.53,6155693.33,2846060.97,4888471.94,2106335.10,2136639.62,1311557.36,1874597.87,829784.10,833186.10,596167.40,906167.40,2511935.25,785591.45,1160021.75,1225371.75,1347846.98,1686331.98,4946344.68,149950.21,2981044.12,0,0,7089020.76,2871882.90,3777112.22,3169585.76,3827096.26,2401463.30,2224634.94,2280658.71,3878568.71,5420449.84,7122832.46,5547587.55,8023845.86,2812655.72,9926570.67,17938507.09,23824357.89,95527767.12,88912305.54,87990885.95,78964657.45,65605860.88,93629119.35,76338706.29,78166212.50,77369915.88,75752723.05,60246748.01,56077526.35,23264640.49,19585262.95,7561839.64,0.0
8,应收款项融资,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
