,报表日期,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20030331,20021231,20020630,20011231,20001231,19991231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,流动资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,货币资金,43474946.96,119211257.48,113113238.82,324706192.78,325777899.11,414959682.75,314891542.77,653118820.54,171062043.12,236942924.36,131897451.62,367834049.68,55521254.30,118096795.46,94845497.29,118994589.83,88044439.06,27725794.36,40171114.44,3060526.06,43158055.99,57179492.10,56530015.27,45444319.64,48557637.31,32086728.05,103264804.55,87580216.61,190530046.06,183067838.71,152857979.05,156236829.44,37261556.33,212929113.89,119433537.68,95952148.31,158792675.56,171046127.73,121973544.44,121798852.72,156864016.09,124403117.64,140095296.45,148489693.27,135338610.91,95647604.57,106777937.42,69322295.32,25770481.29,58807478.52,76246884.21,50593772.79,57736855.16,101101081.96,98296465.51,111023456.93,131957530.37,161426349.71,151993419.01,176956898.45,202757960.98,252331117.72,198407919.98,236372421.45,310362913.20,194223520.10,332988538.92,44275065.49,68335858.18,68923119.10,58914284.12,28812767.18,0.0
3,交易性金融资产,24125365.00,24186800.00,64932600.00,2386877.50,2780892.50,3876080.00,3792085.00,2996730.00,4655070.00,5196350.00,5658315.00,5966335.00,108461043.00,32568136.18,30609166.63,26464700.00,0,0,0,0,3227473.37,2569477.72,8775228.46,44786588.46,54035623.50,52533476.76,75246412.36,103918943.09,97633842.29,113200058.39,62465941.65,141264702.91,263500068.19,174061912.70,189179570.50,65219801.10,732317.18,17732317.18,780000.00,45498685.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3737129.43,3737129.43,103786920.00,103786920.00,103786920.00,103786920.00,148786920.00,148786920.00,148786920.00,148786920.00,151070000.00,151070000.00,0,0,0,0,0,0,0.0
4,衍生金融资产,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
5,应收票据及应收账款,316128923.21,305006526.89,373191138.94,387134028.35,432510591.80,427236934.35,350040560.82,269871887.86,0,330000628.51,271075135.65,228151812.72,0,266478838.15,234139340.02,245778055.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
6,应收票据,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55572674.51,37957915.63,36473266.24,33204674.92,17596187.69,28241013.86,8346191.14,24450812.50,4852076.60,21519703.74,12100000.00,14645000.00,9159260.00,19431053.63,2927395.90,15202364.57,1658961.67,2114447.76,3626448.80,1970000.00,0.0
7,应收账款,316128923.21,305006526.89,373191138.94,387134028.35,432510591.80,427236934.35,350040560.82,269871887.86,442359590.50,330000628.51,271075135.65,228151812.72,372679763.48,266478838.15,234139340.02,245778055.99,195853822.01,304533.85,2187901.63,9901.63,9901.63,307655.01,670120.51,10224.51,5860515.56,398527.78,343124.44,582765.62,5822217.04,4950000.00,4078555.63,91166364.63,2917343.39,2949183.89,1656231.65,1254943.21,7021627.99,1232195.65,8816364.46,1619929.66,5243524.07,5382248.94,5657319.54,14181926.48,9360977.45,9730657.26,9114774.21,11382639.53,10902853.82,10993380.63,8009948.35,9313980.39,76897037.32,77241677.41,82996741.99,71658256.16,113729041.69,86213949.18,113133995.90,54612950.10,80678052.41,71599000.20,74440767.31,51548952.48,57844438.39,66748094.25,61660766.23,41980405.64,62266298.04,47256504.36,16633972.84,22552026.26,0.0
8,应收款项融资,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
