,报表日期,20191231,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20030331,20021231,20020930,20020630,20020331,20011231,20010630,20001231,20000630,19991231,19990630,19981231,19980630,19971231,19970630,19961231,19960630,19951231,19941231,19931231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,流动资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,货币资金,1624236099.78,2102384933.85,1461237104.87,1437889005.49,2728152409.65,2197423988.13,1915934598.31,1835206786.19,2022217851.20,2505917567.43,1722556124.43,1784264635.67,2072280152.41,1468451128.86,1925694942.94,2109702151.07,1881543995.17,1521586480.47,1624231931.78,1251791697.71,1541488779.73,1067922145.81,991140895.50,1142716185.63,1195148449.90,1195668366.26,1132112166.67,1746933856.39,2137728761.57,1551305572.57,1746050943.22,1830712190.82,2093493236.10,1691836191.15,2114949011.44,3105460898.25,3325899233.37,3399965599.53,3445777786.20,2889248916.51,3586014352.12,2119667523.90,2312263289.81,2440415147.28,2248491448.14,2624726921.06,1088668871.53,1114693908.58,1245931577.77,703337559.60,575108723.25,1097592193.36,411233383.48,366699124.17,441394351.29,388245100.09,440514627.74,384764779.02,407836093.28,303736778.07,366035318.21,384368480.83,416652679.15,412728428.76,475911393.02,451321141.56,418182540.33,451616164.50,715239709.18,596514294.94,487987203.40,762984760.02,663432193.37,569295765.58,93912504.95,102657294.84,104322829.52,44178698.37,103911369.41,27422911.63,70619726.38,0,91024978.26,0,4768216.12,4214591.47,5214591.00,0.0
3,交易性金融资产,24142865.49,31259589.51,57528522.91,99284563.47,23255294.30,23952133.41,20888814.22,20395818.75,26328088.85,23012293.40,26923885.19,38508175.34,39346131.54,44416409.14,41886829.71,33823483.98,47428334.34,39670206.95,49569564.14,40002699.48,34806522.14,39483463.64,36638230.00,36067596.78,33142330.58,28094048.14,24331416.30,18638069.54,12659314.54,10436560.86,9628661.25,11060138.44,7704244.24,7748814.25,11459424.22,9433368.45,9934914.08,8967896.28,9060328.48,10921706.01,5139960.49,4186824.82,3709971.90,2993609.82,1676155.41,1546987.92,3401649.40,4224434.42,5466286.80,135470772.16,4828187.65,102395082.26,4105773.99,33829250.60,21948525.18,1823297.53,161405249.72,1061982.60,1156566.59,181800177.60,22166118.68,22232009.79,21173425.00,126391303.63,37519850.48,5087807.42,3612494.59,3834603.18,1268662.58,1256294.54,218915.95,11880175.67,9538997.68,210641520.69,200025169.65,144416230.09,94236019.93,122198807.82,81360044.04,69316011.23,57354180.02,0,26299445.98,0,0,0,0,0.0
4,衍生金融资产,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
5,应收票据及应收账款,189013463.97,234130967.07,282083703.02,284914174.56,230965393.90,313754666.56,300565390.63,302998891.64,253209704.79,0,0,279659741.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
6,应收票据,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122500000.00,122500000.00,0,0,0.00,0,0,0,0.00,0,0.00,0,0.00,0.00,0,29444186.00,4900000.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137850.00,914850.00,1477000.00,2017500.00,1667500.00,950000.00,141750.00,1026110.00,1300000.00,1000000.00,0,259973.00,259973.00,0,0,0,1130000.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
7,应收账款,189013463.97,234130967.07,282083703.02,284914174.56,230965393.90,313754666.56,300565390.63,302998891.64,253209704.79,291777283.73,277267506.40,279659741.23,282715454.18,426964177.84,359454350.47,521293291.26,515202634.74,968169859.95,860792830.21,1091225659.57,1100915896.28,1411770665.85,1449088179.49,1510701399.24,1462064973.02,1185499053.56,1197052599.74,1335188056.23,1248615091.76,831246412.42,974588560.88,1383071823.94,1414448259.99,1058452660.93,1031098132.00,1091916754.54,1035195193.77,1165027989.08,1215990755.95,1134159795.72,1050042185.10,860570674.64,665487630.93,451560909.70,315413347.12,368528154.93,464657496.93,275734168.82,285598549.69,246917574.22,211890347.43,207424852.32,86503794.53,172853620.33,67827563.34,20783047.36,26566829.53,121289519.91,82163906.29,93237748.15,85062332.86,49348833.37,56566451.47,95118727.96,76958121.73,185050977.85,131078955.28,154743523.98,134139538.50,223839701.81,42769232.13,336899752.08,312505651.17,170725818.28,3620788.39,46512924.72,23884618.20,2440000.00,0,14101047.79,13601047.79,0,18402021.11,0,15450334.87,7702810.45,3070000.00,0.0
8,应收款项融资,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
