,报表日期,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20030331,20021231,20020930,20020630,20020331,20011231,20010930,20010630,20001231,20000630,19991231,19990630,19981231,19980630,19971231,19961231,19951231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,流动资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,货币资金,654003196.34,602765679.46,739753170.38,1015422599.03,1307011808.58,1369438951.09,1487645508.28,2910271868.67,1683171502.76,1850376058.00,1745963870.88,2653505444.02,1824252280.19,668850523.67,861594126.97,699328317.13,928065731.30,745233831.49,545783021.13,743904014.59,700616311.05,860372781.70,928855999.90,928747541.52,916461150.04,1115945244.09,1052462515.41,1005861978.99,1513400490.98,420927333.92,584467887.55,722907813.21,516013213.78,630801033.94,795227409.55,594001689.55,669479845.96,624164192.61,603293007.40,422966745.31,411251630.86,352343377.31,305572440.47,382305359.33,431950968.41,430456520.76,434184015.63,400294766.30,393884256.72,434219363.45,425280406.01,447359618.14,386507668.35,488388412.73,467987212.31,483642095.14,426322070.96,402292068.76,450085495.23,510315273.36,479163855.45,584336378.55,543923519.51,642840082.71,489330242.11,552751243.34,583493845.83,639926695.85,504689605.24,569771538.47,451468931.03,745002308.19,580391877.70,580624369.77,721990210.18,232059610.56,341135410.36,382593467.42,481034065.83,367864826.26,141946163.81,172055550.03,14655961.64,0.0
3,交易性金融资产,99700.00,48085.00,336777.37,48485.34,618512.34,0,2525225.20,277238.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38273722.69,37147391.86,37113400.77,36283391.32,37781422.91,37615420.30,40978863.35,39490255.73,21738403.20,11728499.20,94741588.40,102717560.50,29915533.90,29380933.90,100413603.90,97744433.90,252500000.00,1311804.40,87758339.94,80877104.40,10446899.60,125000000.00,0,10000000.00,0,40000000.00,0,0,0,0.0
4,衍生金融资产,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
5,应收票据及应收账款,2150642700.45,2311107492.23,2046816974.36,2175615294.44,2878555063.70,3160553762.32,3321629580.12,3023694846.67,0,2961770084.01,0,2803047799.56,0,3686201743.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
6,应收票据,160310470.18,194157450.12,266739363.91,318526436.11,334027493.28,519583052.74,602554729.14,985508274.34,394768606.99,601280189.90,706373033.99,1028002864.55,285377880.54,746209716.46,986420367.98,1646552111.66,598674313.41,865228404.86,352641519.58,602735623.36,108750201.90,154641778.64,299789702.80,459132666.28,246234581.85,84770950.89,46588353.63,59162490.66,35132005.38,20608808.00,308364513.44,290658462.26,33684671.38,100371876.95,109571595.73,220329713.40,44354178.85,62375434.48,58294251.45,164821099.34,38256187.01,27273047.01,26211717.49,48468459.29,46332727.38,36448886.97,50553316.96,50485920.82,32591195.63,24145060.25,49519240.53,110598959.69,69563559.36,84029653.25,88542444.82,106198870.56,120053398.33,87473296.84,67818582.40,117129731.18,66943562.75,74665565.82,65442597.04,106051682.93,78314241.50,85731595.25,45590469.47,83703399.82,66112609.59,35865446.59,93157128.37,118846752.87,110677948.49,82248600.82,89107017.48,69851942.84,69769843.21,62055007.00,28150000.00,20650000.00,14745494.72,15420000.00,50000.00,0.0
7,应收账款,1990332230.27,2116950042.11,1780077610.45,1857088858.33,2544527570.42,2640970709.58,2719074850.98,2038186572.33,2544832968.48,2360489894.11,1965472499.99,1775044935.01,2884820781.50,2939992026.80,2295514961.08,1519142759.00,2047978512.65,1223985879.96,1225199822.17,1186918146.00,1491504526.24,1249084194.32,1510759587.47,1050743868.24,1038473434.67,1250873487.80,1402165329.77,1114427385.17,1047769693.32,1159374374.68,831731613.15,762678705.35,1233168943.35,729304370.40,573693398.57,455736537.41,602099845.98,574618618.57,581540072.03,412519892.71,359345575.27,261110338.61,187329166.49,185053869.07,339065595.37,299954050.47,217292777.27,218262690.03,290469606.80,283794762.95,184825271.58,354175211.04,314853909.23,535636593.77,410437222.44,374629672.12,384338716.97,381088603.84,272935722.87,265676046.96,312196315.95,394103781.40,347981244.14,264042952.77,277926153.12,295170911.14,269598815.86,198434416.10,202804159.98,221447589.41,179544862.78,163602101.17,237664683.65,235751974.05,209808392.81,188189118.94,191104743.35,193100873.00,99199444.02,162096304.36,100267044.69,97417198.77,74054176.24,0.0
8,应收款项融资,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
