,报表日期,20191231,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20030331,20021231,20020930,20020630,20020331,20011231,20010930,20010630,20001231,20000630,19991231,19990630,19981231,19980630,19971231,19970630,19961231,19960630,19951231,19941231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,流动资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,货币资金,4324369600.48,4832010272.27,5042276356.41,5032125312.60,4701031059.18,4804577268.16,6373959749.49,6073254392.21,6039856413.05,6935800666.60,6224558310.78,5528554948.59,5355537799.63,6251276438.54,6359608684.93,6672566875.84,6573235377.43,6556662832.59,5682689893.97,5361117598.92,4764852257.20,5059661534.15,4325044761.04,3927480948.52,3906033083.75,4045499263.71,4663098448.15,4267699740.39,3533201206.73,2953798435.18,2794580091.26,2861353993.37,2853680235.63,2812374205.41,3220461538.36,2962911456.65,3126361707.16,3018153072.12,2928970738.98,2586404908.22,2492425820.29,2287100835.23,2099480097.64,1920208729.19,1849404568.19,1770580513.29,2031554712.70,1013279786.57,1157984317.71,2668808133.03,1105604694.06,1139846599.42,1106708739.90,934162215.90,1019144768.13,1041479308.13,977596201.24,733418934.69,713362210.96,785014074.08,712341326.52,582659024.46,603777692.71,522841631.65,391843015.96,362780955.33,466618827.24,527795613.67,426524425.17,525552276.17,513835626.38,509476050.06,555420449.17,573929629.94,549426064.21,473678172.05,605390010.58,458807274.07,362392796.34,367964455.76,342364415.66,273561337.05,0,40828715.24,0,34644526.49,14031646.92,0.0
3,交易性金融资产,0,0,0,0.00,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20000000.00,0,0,0,0,30000000.00,0,20000000.00,50000000.00,0,0,0,0,0,0.0
4,衍生金融资产,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
5,应收票据及应收账款,1654667211.42,2281902760.11,2242456192.69,2198135262.83,2304644570.66,2318572983.08,2294172162.95,2307096879.59,2349543667.54,0,2542584325.41,0,2172567309.72,0,2233892500.98,0,2270026335.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
6,应收票据,0,525249747.07,480371417.63,459841412.21,563378194.42,571966328.89,597841835.79,677998933.04,836725816.72,870384959.35,949498421.08,935583804.81,767112358.58,886737890.95,871244136.35,1053765843.18,963293947.28,990296103.27,1041050076.15,1646127777.96,2111175384.23,1988114224.54,1506686150.16,1171287205.55,782363255.31,991325628.73,608563773.54,545935638.15,395755465.67,402221643.29,392145515.14,609930128.35,590101730.06,502767267.86,320266303.01,608128898.67,418480174.79,237043028.84,245100368.69,315897398.16,368265643.05,532122551.76,288288375.04,326853448.14,233051240.98,329916993.85,296153715.87,203656646.98,193093719.32,167413934.79,143441182.64,214579656.44,246405893.26,250967170.53,164267720.14,115692142.21,160027210.00,154051626.15,172025447.48,209037443.05,174263210.94,231419450.12,149075114.73,102742832.54,137694284.05,119622482.94,99198963.43,98220686.73,117244744.58,91513857.78,92090000.00,89361143.97,81263714.97,48903435.60,34805435.60,23520000.00,22301571.60,23789360.08,20997958.76,22728661.06,0,0,0,0,0,0,0,0.0
7,应收账款,1654667211.42,1756653013.04,1762084775.06,1738293850.62,1741266376.24,1746606654.19,1696330327.16,1629097946.55,1512817850.82,1657460394.35,1593085904.33,1449390716.56,1405454951.14,1353497628.18,1362648364.63,1289816327.06,1306732388.59,1324859896.10,1497574081.52,1718445515.11,1820669788.66,1808339962.65,1851829767.32,1784197707.83,1822241453.38,1815004895.58,1849461121.63,2071618105.23,1965862041.85,1959456014.37,2049062803.20,1841635331.66,1852485665.87,2177619320.54,1980528285.98,1979657823.89,1755616057.40,1887046065.32,2042873629.60,1682553816.90,1577735662.74,1449985278.78,1356855310.10,1108122317.72,1075927568.93,1531462149.86,1796104294.99,181960312.88,131853059.65,144632696.27,148597198.30,172419830.27,106223083.71,177175892.82,175116879.95,181378187.31,128122884.74,197397292.39,168089092.38,186053439.31,145266940.49,182904254.82,223370310.42,164702893.13,126541244.37,137306079.21,129016576.97,152458038.52,124803137.97,129328435.45,128879672.93,126238770.33,118933012.97,133644984.03,164380340.83,127125056.15,134294699.98,132472982.54,144328490.95,105380102.10,95734426.15,32724467.19,0,26883779.97,0,17779011.86,8089311.33,0.0
8,应收款项融资,521537839.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
9,预付款项,241943492.17,305599170.35,296566086.47,189534036.84,170077005.10,360038716.76,289960531.98,263361471.77,134120101.76,437763485.01,427959610.63,502857605.64,167988810.23,341675066.32,213228774.66,140719681.19,366066903.50,382339925.21,140961242.17,1490334496.59,920667151.47,1307811673.26,695917714.12,943595515.34,665597208.65,662138968.18,756458177.82,523727079.34,419326010.37,482113828.52,225687136.12,214926996.82,53015219.35,228774018.14,218954723.40,143427483.04,66390778.34,151760565.71,97143036.96,93432533.46,139241781.07,69053921.48,50880249.66,73130743.14,68623091.07,96857503.04,117118246.76,1504799098.76,1640556679.93,74158009.75,46624540.94,32840321.94,7375286.20,6344494.77,5967784.83,5884029.94,6329724.93,8404994.86,9739405.85,8514872.95,6068364.50,10272699.03,8263267.15,8783987.60,10145187.47,9270948.22,8321258.22,7184791.42,7754606.18,12877983.43,12520399.61,12830274.80,29692169.94,4329450.59,3959169.20,717454.89,16603.40,77095.44,577784.34,495390.50,2819550.56,151862.00,0,691245.80,0,629491.92,677991.11,0.0
10,其他应收款(合计),36089407.73,122930405.05,184155539.33,64945498.72,97158048.59,110101769.64,272688731.55,70819623.18,65581248.34,0,90930273.47,0,72468891.54,0,96319346.29,0,68933868.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
