,报表日期,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20021231,20011231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,流动资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,货币资金,417188103.26,423029551.54,620027799.59,664077149.91,627479795.41,716126844.59,352345588.04,417066886.72,585505374.58,571895294.73,490300212.63,646549550.61,587885526.76,566538711.89,527717554.28,588963761.94,471860936.13,464540425.39,482808504.77,431432563.33,483938555.50,518071975.44,305710401.96,437271530.94,374618696.01,245148668.44,456836702.52,646613655.14,510215916.42,650839936.80,660440897.35,879854154.00,963908191.81,966460175.01,1048115317.26,1300704005.20,1248041883.19,311614867.28,318491513.17,554519201.99,357923765.33,296846559.73,472420449.10,401186059.47,283287402.78,506672956.75,437631115.95,452082654.50,317454050.90,354399814.32,396739435.06,258630381.79,158393654.78,134386496.21,116213849.44,260233258.74,89346836.22,120274127.39,168462671.64,255583945.54,248353349.75,292741017.33,353454077.65,88118652.85,50138011.57,27476118.27,0.0
3,交易性金融资产,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30000000.00,30000000.00,82500000.00,82500000.00,82500000.00,82500000.00,0,0,0,0,0.0
4,衍生金融资产,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
5,应收票据及应收账款,122282221.49,148994179.15,222561917.11,93609280.79,125898080.10,117546984.68,151351853.41,119565812.83,0,105819483.95,160760080.08,159855758.56,0,178939916.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
6,应收票据,51843019.61,75912097.33,119810774.28,19384031.54,58011196.66,49630235.59,47349584.10,34913991.06,84252535.58,13517570.61,55013574.00,94629620.23,33977739.90,32190828.44,56387016.29,21776667.79,18516016.64,44238550.71,43584144.99,71219512.43,41960387.30,80311261.54,109180334.90,343906582.70,150761468.54,74222806.52,82389456.84,95555046.36,46334975.03,31677421.34,52718719.97,88665121.15,96636100.42,45542130.49,37183917.73,29358314.93,11256347.30,32488176.48,37043886.92,27384203.71,18954809.62,13528297.00,29544275.26,8605440.00,52965651.64,57964116.22,11297460.00,29257259.70,74876559.63,34054318.80,39804505.24,75356741.57,25369508.25,274329.50,11467582.30,18358806.00,9537000.00,9942200.00,14078764.56,10971270.00,5750000.00,10084100.00,8841350.00,54602655.70,24891800.00,2700000.00,0.0
7,应收账款,70439201.88,73082081.82,102751142.83,74225249.25,67886883.44,67916749.09,104002269.31,84651821.77,95965293.44,92301913.34,105746506.08,65226138.33,112572344.34,146749088.29,169973388.48,182798034.20,354156589.60,141948592.80,127988706.87,83246956.26,111986671.09,157110336.95,169545687.73,105940695.29,292407342.76,203453750.54,175133759.48,57454137.01,187231174.26,99805294.84,87804473.35,39744384.40,29822404.02,21190762.57,17948760.75,7013538.91,44328961.23,40992613.84,43950128.33,25444397.04,24610913.65,24311610.23,21783235.26,22216472.14,20982022.20,19755624.17,29716097.50,23039923.33,40251219.10,62970170.47,56703076.16,22919732.32,48583277.21,57426313.63,80462228.99,18599046.40,29355950.56,36200640.77,26279755.19,8700470.83,18476922.90,22256495.18,27836704.81,15696891.82,34549452.25,34931389.32,0.0
8,应收款项融资,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
