,报表日期,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20031231,20021231,20011231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,流动资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,货币资金,2945872247.02,2901202772.71,3670164041.76,4511537907.96,2313004299.48,2493098915.16,2495742769.69,2325391158.27,1556402410.58,748449416.46,719282288.15,846274657.84,706525404.65,783946926.94,777675895.59,696304342.58,508780553.07,408462149.34,407253984.28,1018419313.61,702721802.23,595187933.73,512451012.49,796755475.85,452845015.20,392848282.03,498294744.70,481000543.24,845264785.10,1105834800.96,842332366.89,807139243.70,413727544.27,457783247.66,478508090.22,655044290.38,835988527.01,1253255644.97,883109544.41,832231697.22,377708664.45,529189466.81,557644689.84,676719592.90,637328147.50,255993597.00,263823132.28,429404455.10,270711798.24,369571857.54,115137592.81,157806445.56,67955957.43,115620698.31,129668865.33,125102599.72,118799563.62,114233336.33,128144849.01,187985955.50,189268960.96,263887171.41,23542718.83,43684183.53,10188694.68,0.0
3,交易性金融资产,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9228205.37,8876050.72,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
4,衍生金融资产,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
5,应收票据及应收账款,4663939915.66,5042777737.07,4962607286.55,4886946618.54,5545329114.56,4514087206.43,3513454563.02,3934873384.14,0,4775775100.12,0,2650134615.79,0,2621682063.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
6,应收票据,734240837.52,755409205.92,477204029.41,384623194.85,338044720.48,548689421.41,388014233.57,269192675.15,179654949.65,156117080.26,178219890.96,239048550.22,173213624.64,195803748.03,286608567.34,202773701.42,145974470.42,179035161.52,209899221.08,170079854.82,77897148.19,161756243.20,154837890.71,161807128.22,129232735.86,182037090.80,148755732.30,168850306.97,99015393.13,95037297.58,120347756.43,93338006.02,126166298.78,112238281.30,116290024.30,93521686.77,40120770.31,65273675.67,35268639.16,33164695.70,26602746.50,27286246.51,20184212.98,18366483.77,25578624.80,18138016.92,8270700.85,6026415.05,12692080.75,7269433.40,9589888.59,11859746.53,5383300.00,11554100.00,24310352.62,17737527.00,17954938.00,17023047.40,1183405.90,1642232.94,2715065.65,673639.34,1536636.00,609180.00,0,0.0
7,应收账款,3929699078.14,4287368531.15,4485403257.14,4502323423.69,5207284394.08,3965397785.02,3125440329.45,3665680708.99,5378006908.31,4619658019.86,2383285912.38,2411086065.57,2345992627.73,2425878315.88,1736882794.47,1757916730.16,2136498141.98,1918899001.55,1624177701.03,1673765762.40,2508656676.55,1805413877.82,1286970046.34,1413727990.71,1703032753.24,1659136484.66,1380782084.06,1609796452.83,1658517137.91,1309503880.28,1086895577.04,1095427219.84,1194252833.09,1203892268.55,1035285853.93,967150194.75,1053272876.10,932747425.98,790612733.05,662201789.64,644051897.16,528456762.51,532584738.70,577457179.11,674445444.98,669919760.74,550959856.21,519929474.74,546709893.02,457417985.89,353914317.18,332708227.91,307664760.59,253007302.74,196669156.75,195992349.03,204511915.37,157982532.22,131932010.76,115185522.48,120216000.03,106585940.80,80953409.47,65204340.51,39720107.47,0.0
8,应收款项融资,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
