,报表日期,20191231,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20031231,20021231,20011231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,流动资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,货币资金,203279034.72,211509191.28,205510857.96,197354605.80,155963719.13,125673064.13,115238219.66,140099365.29,166484683.95,159727481.11,154676977.86,84045027.62,109940419.42,140989448.52,125140394.53,131137852.89,179715569.29,17297515.53,20057073.44,32507766.31,55622712.73,35678055.15,31124415.84,29120641.72,39066229.34,37771221.16,18531130.03,23260348.53,33049976.14,47243170.00,48226784.48,51866842.53,38583118.98,34456962.95,44627263.59,39572682.09,46199276.53,36919483.52,41290881.72,38408413.35,39477669.90,35535324.94,49722009.78,52725341.02,50933783.87,69917759.90,88755748.10,81407073.10,77670129.18,82699824.73,104271472.12,71980253.76,80150133.21,90139139.81,105112502.23,107824565.79,119029690.28,138948115.31,162653339.98,174936774.70,197414787.65,194309672.66,238876730.46,41561736.71,22922985.79,23461732.53,0.0
3,交易性金融资产,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
4,衍生金融资产,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
5,应收票据及应收账款,136912309.39,178883552.11,185214265.00,182113514.86,186177512.36,221080238.13,218441387.74,193516634.38,215160087.61,0,246662266.57,0,290144917.29,0,210044286.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
6,应收票据,0,27569910.20,31347296.75,46446234.05,56775995.38,34719735.81,27717425.12,31596979.21,49183729.47,29430876.11,38601992.64,65962612.39,79885184.76,23513355.28,24976797.57,22423720.84,35976907.23,20286746.19,15797043.08,15011870.05,22642302.72,24336052.21,23868594.74,22463003.04,23967126.70,10474421.74,5005276.00,2450000.00,7049496.57,5671757.11,16118402.04,8401790.41,6892830.36,7880291.63,9566582.70,17733185.65,28942911.14,18476350.65,17683602.60,10303564.23,6166219.52,13119743.11,10120679.00,10462211.11,17112521.59,28314415.51,24258272.49,11516423.66,13327437.88,19274710.70,11382945.90,3374285.50,4708490.00,2192158.48,11674689.41,12605370.41,12940171.02,8860385.44,5222696.00,7807460.20,11533880.00,3953260.76,1778840.00,3809000.00,2261800.00,384018.30,0.0
7,应收账款,136912309.39,151313641.91,153866968.25,135667280.81,129401516.98,186360502.32,190723962.62,161919655.17,165976358.14,238793537.13,208060273.93,217062803.44,210259732.53,183710537.55,185067488.62,186624874.34,166101647.85,58658145.32,51591758.61,57992514.12,39190275.94,51494236.25,51200566.31,43079110.79,44753735.28,42231221.94,38801285.87,26982853.01,30714547.93,38997511.96,44306011.48,41638782.80,35573124.38,46053884.88,45955982.37,62345213.27,56026798.95,58252747.22,65598616.89,72635032.41,63753604.34,60761938.56,54692751.03,39443286.57,46129400.63,59964990.05,76040682.15,64426414.57,58345697.87,70471963.18,67793801.02,83273584.24,79415203.17,77349185.50,72527703.60,66127999.11,61325406.74,69971419.05,58301777.12,57353204.44,42673250.73,51179902.38,46086746.57,48329559.71,43750398.18,24309750.39,0.0
8,应收款项融资,40439010.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
