,报表日期,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20030331,20021231,20020930,20020630,20020331,20011231,20010630,20001231,20000630,19991231,19990630,19981231,19980630,19971231,19970630,19961231,19960630,19951231,19950630,19941231,19940630,19931231,19930630,19921231,19920630,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,流动资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,货币资金,5763449270.96,4209841543.28,4274679491.27,6268498050.25,4855102590.97,3916569885.95,3440860721.23,3204104562.15,2709439554.60,2145575953.53,2472314821.05,4152502107.43,3303932103.67,2991652894.55,2123236919.54,1264245575.18,1163380880.61,927346921.59,335996459.51,428192582.97,544948690.83,590356041.45,725143161.07,818613323.73,881098257.83,566853606.62,485661205.49,492086455.00,360493082.12,468174913.90,493390777.51,716815250.64,940895904.81,1395242356.24,1436061256.24,1230388287.04,923569929.67,1031838021.38,986191970.76,1555438179.32,1516285115.76,1301449526.09,1052826381.98,1176683931.49,1149747622.92,1111444218.22,847798410.96,941576087.21,297431489.04,190680843.39,185246882.36,308286499.25,241709080.97,301627029.76,127647977.35,218683101.61,172197565.52,188550348.56,140596296.21,105353827.95,73266614.84,96194055.71,60253675.50,129913015.59,100120893.47,118201890.90,86688320.01,210634910.76,91398298.68,133059097.75,129306994.53,126419011.29,99681647.62,177375511.73,89261962.41,167505097.19,25982230.84,114527600.28,129067354.16,444963185.81,0,95365550.24,0,49391517.25,0,95384650.00,0,33425662.43,50759997.59,11991255.63,0,0.0
3,交易性金融资产,164956238.59,162699109.30,180445731.62,142461782.77,173188039.46,97301061.21,95801575.01,99267679.94,86492635.34,84446611.70,76695738.70,79282316.75,50829324.45,50575062.96,53335074.66,60505048.58,49280037.09,58515297.01,52801239.92,57464519.35,17782965.88,39264985.07,65448946.56,66737076.26,33259230.63,74421486.09,57435395.19,56362724.98,29965620.87,31208780.42,31242562.96,25147159.30,451043449.98,37072884.64,89104123.16,28718100.72,27632807.18,27146216.24,12462140.00,5897885.00,7635485.00,22654220.00,35620963.00,28387335.00,35099797.00,42149653.00,47651090.00,66487025.00,61548380.00,37368080.00,15080390.00,11591479.24,13512170.77,14857499.08,7296069.15,7296069.15,6639120.88,6491873.88,8483014.05,8483014.05,8936596.04,8936596.04,9257054.50,12775734.50,8499953.66,8661018.06,11362446.63,11269265.31,11417718.47,11937029.88,32999061.19,29655645.57,836050.30,45646963.29,24200.00,24200.00,71263151.26,82645051.01,89989991.14,30189991.14,0,31500545.09,0,25470220.00,0,23075860.00,0,29931118.48,10135745.00,0,0,0.0
4,衍生金融资产,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
5,应收票据及应收账款,272120511.38,264933022.64,199906825.85,108633016.60,152413657.95,139652738.93,140206575.10,103977249.64,0,117494553.67,83565345.71,34399023.74,0,3411294.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
6,应收票据,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,219908.86,1438516.07,1110000.00,225283.03,2046326.08,2673000.00,3957427.74,2841954.30,4706292.00,2658949.84,2528326.75,3138251.72,2605410.67,840000.00,1844207.71,3825144.43,2084108.29,2965805.00,4081990.00,2621860.00,1878800.00,583961.20,3568830.00,3354900.00,1700000.00,2844700.00,1771265.00,1428900.00,2055690.00,944164.50,475342.53,2155597.53,1519668.00,952653.00,1109000.00,2945000.00,13156800.00,1937721.67,738089.97,691170.70,2347188.05,3150732.83,1372125.78,1897639.74,847207.42,604146.86,466371.84,1386325.52,10944044.86,242478.49,14766013.92,10768331.10,15801051.93,14168217.42,16206112.10,16412066.44,0,69639236.00,0,67222620.00,0,0,0,0,0,0,0,0.0
7,应收账款,272120511.38,264933022.64,199906825.85,108633016.60,152413657.95,139652738.93,140206575.10,103977249.64,153819822.48,117494553.67,83565345.71,34399023.74,4108874.70,3411294.75,3269112.37,714347.37,0,0,2300308.34,168206.41,5804797.29,10737323.09,16575694.39,16280078.86,26658314.30,40936739.20,41199513.04,33889743.39,21519319.07,23703420.70,23863620.63,24401172.75,28021745.58,27383067.87,24627843.52,27173511.92,26596513.99,32953790.38,33106676.75,34346415.29,34307691.57,33449055.35,30837808.02,28705964.94,31632773.11,31553882.11,30562797.76,36509707.68,39902763.25,33066203.33,29369190.50,26528416.22,25755480.75,21778981.88,20064879.46,19292081.92,19499754.89,18729477.61,18425178.20,18023038.35,27831675.01,27255375.76,27356630.46,28572823.44,31739269.59,32320411.76,29700825.40,27450970.66,38582232.93,39910361.23,29057586.00,36362210.86,84177524.45,28595429.91,97290409.09,91716840.49,92962748.26,88622987.49,102074951.85,97311086.90,0,181181228.38,0,134072182.41,0,0,0,113090557.97,95573889.77,74366657.64,125704515.83,0.0
8,应收款项融资,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
