,报表日期,20200331,20191231,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20030331,20021231,20020930,20020630,20020331,20011231,20010630,20001231,20000630,19991231,19990630,19981231,19980630,19971231,19970630,19961231,19960630,19951231,19950630,19941231,19940630,19931231,19921231,19911231,19901231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,流动资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,货币资金,1484270370.89,1417235401.46,1053585678.79,1039804940.11,1073438872.99,1148596999.45,993637946.43,1154143357.94,1045281059.45,1135456709.01,874825877.17,725139267.89,562697279.89,436145592.82,404503238.15,499793878.19,351854738.05,681952697.30,684736381.42,783309607.89,624903418.92,702719626.03,472085626.11,539729025.17,384086469.51,431361468.42,361232291.47,296429781.02,340192883.06,442967360.43,461430177.80,474910793.66,418325254.09,502174895.01,359989109.28,387162807.03,305151470.91,422507855.74,261711720.20,240759662.18,218764673.87,269140967.26,299095547.07,311420030.71,340057898.06,462370973.29,23869641.05,22604722.73,29176400.95,5875550.08,4836871.79,6074487.25,7510943.52,19802291.03,7230735.25,9177298.44,8226872.45,12852806.07,42187640.75,35691236.33,36767136.04,48031690.59,68906236.75,65964351.47,70170748.59,54635166.01,72444312.07,96134790.39,88633587.78,92956675.04,129411145.77,75052470.72,77209472.51,95193125.03,131957584.66,112161694.40,195649926.93,207887166.83,186367953.40,203098318.71,59371494.55,110463125.23,0,155621116.49,152819960.95,113966842.61,0,110200537.33,0,169732735.34,0,0,0,0.0
3,交易性金融资产,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4750.00,66750.00,628550.00,0,649200.00,0,657520.00,0,0,0,0.0
4,衍生金融资产,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
5,应收票据及应收账款,183689477.98,167738228.73,117553849.73,177054198.88,110916854.09,109923994.40,107170980.92,142489033.94,73927000.16,122924180.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
6,应收票据,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,270635.00,270635.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1490000.00,840000.00,0,0,0,0,0,0,0,0,0,0,30000000.00,1000000.00,0,0,3000000.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
7,应收账款,183689477.98,167738228.73,117553849.73,177054198.88,110916854.09,109923994.40,107170980.92,142489033.94,73927000.16,122924180.06,15410701.83,17100175.68,16049540.82,20065250.90,18458355.51,19057089.99,19193697.32,18878632.50,28333868.47,34660382.71,22807151.69,22532622.73,22573401.44,38208118.82,56721617.26,36684672.40,50510610.88,50744458.76,54772490.00,29628249.26,51173307.20,56038049.83,76365465.71,16118850.71,57238647.49,28574271.11,88662466.39,32900223.81,29954219.41,43639851.13,84681623.62,36719529.71,50378167.58,67885773.70,33963670.63,23230442.18,20551153.52,6076699.94,15136086.74,15881198.78,20730480.06,11553080.69,30450928.51,19093840.21,40044336.83,24083806.49,24289093.82,29547637.28,121164436.66,93337373.18,89373138.31,57462404.08,142865674.73,121298796.18,147921538.68,207701896.49,176563564.51,193683228.55,176592490.44,186389715.98,237921991.40,216016430.39,234518007.33,233547253.04,265253906.01,265486709.40,317052928.90,376387313.02,392635170.76,354536079.84,418064644.82,321628878.21,0,314625428.72,148666121.36,73584404.34,0,138888522.05,0,178532937.75,0,0,0,0.0
8,应收款项融资,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
