,报表日期,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20030331,20021231,20020930,20020630,20020331,20011231,20010630,20001231,20000630,19991231,19990630,19981231,19971231,19961231,19951231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,流动资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,货币资金,8311977643.02,8864624735.65,9031943598.66,10498243550.63,7529199916.71,7233002935.03,8382056128.83,10193329693.08,6543765364.04,6093332839.30,5583168955.61,6585319778.88,6693454321.93,5591978539.57,7535460353.06,4749002281.25,5387671589.94,4334282525.36,5369889269.66,4460188840.34,6261304054.25,3575100468.95,4785116445.23,4506224118.58,4765712919.34,3840395397.08,5870783455.27,4210294841.26,4298718659.46,3793285890.72,4700367159.81,3883058863.60,4690231268.95,3834003123.07,6633543714.43,4573345739.08,2846494926.23,2849768915.62,4191056340.79,3337273915.21,2938898918.58,4008792643.40,5352228703.39,8241661544.42,2867491762.79,3244914831.51,4252812450.11,3970259045.22,2233568391.47,3366776681.36,3126256971.37,2696261392.78,2309465772.44,1929096437.19,1433516399.54,1201696059.57,1093428005.57,1196088779.99,2038632296.73,1727641369.22,1807636528.68,1676891195.65,1661369798.29,1513449164.40,1050202251.13,1095510089.00,403760921.72,725864517.31,531806333.07,922863717.33,661020803.14,783031543.12,772790152.17,515280995.17,435930947.30,370331519.64,266878332.48,331091314.71,6222138.00,3443680.00,6425492.00,0.0
3,交易性金融资产,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100000000.00,100000000.00,200000000.00,200000000.00,200000000.00,0,50000000.00,480000000.00,450000000.00,470000000.00,0,0,0,0.0
4,衍生金融资产,0,1012456.00,0,0,0,0,5161700.00,2139000.00,0,1182140.00,0,73285741.51,30673916.79,30673916.79,0,6961673.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
5,应收票据及应收账款,4325726906.61,3463644031.77,3828096194.91,3777718366.41,4898946290.54,5803469405.16,5554497003.61,4280948979.53,0,5391997163.38,0,4216969578.17,0,4028726959.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
6,应收票据,2894944912.94,1826645752.15,1981619679.61,2536590032.80,2969323464.08,3832330298.99,3405614148.71,2755299789.58,3805213885.37,3742046547.23,3208231428.85,2201984529.99,2080108584.84,1551049463.08,728464733.63,1242381942.70,1713613698.17,1690918266.85,1198733576.21,992961828.84,644163259.60,1175419710.14,1361862919.20,1206788072.66,1369605217.44,1273194532.27,1161775042.24,2308614272.49,1372443777.25,1404603629.31,1659171310.86,2142677392.92,1323386117.60,1339236248.58,722745394.00,890981416.58,1514324489.40,1117219053.04,1048697835.65,1456393308.96,916696116.92,693749039.77,1312793167.86,846890727.36,978495769.71,1132243133.54,1186294808.45,772394876.29,1264094177.16,850706598.35,519755022.94,683989875.47,129899021.35,1021580002.04,426161069.64,443398524.98,619327629.45,474877602.83,682208002.30,470052933.57,404437054.05,460472924.72,276132793.72,229181397.39,378568962.09,422554135.85,273899779.95,310217964.10,429496064.06,389860575.01,335849441.15,293993409.32,68613499.21,53702618.23,42635673.60,142877146.00,116419887.27,173725082.28,14830000.00,18445000.00,24998405.00,0.0
7,应收账款,1430781993.67,1636998279.62,1846476515.30,1241128333.61,1929622826.46,1971139106.17,2148882854.90,1525649189.95,1700411861.85,1649950616.15,2731046484.11,2014985048.18,2542709586.81,2477677496.50,2507835242.66,2627025137.12,2717740624.19,2879720371.10,3429118540.36,3325130586.22,3847276574.70,3951400078.17,3660486410.15,2394304302.55,2750089969.11,2742227015.00,2650873068.50,1637659732.12,2172916355.89,1944859559.95,1714909457.44,1067793432.62,1571132743.95,1410396669.87,1410139788.22,1267691172.11,1648547533.67,1954262770.46,1787793180.80,1133592439.01,1786683975.22,1440218329.00,1473608049.84,2807483825.47,5160897781.08,3890541845.83,4190064369.53,2086736986.34,1766452610.69,2000572362.70,2607170966.32,1837490234.30,1755058972.27,1255188060.37,1024712787.60,630280040.06,358756216.56,436903694.81,371925965.57,294445186.53,475868584.77,395530715.00,259884243.26,107072499.21,128833611.27,59020382.58,225976333.22,56712224.79,223434820.32,278500011.84,294422573.99,253228944.89,328250501.76,213897091.69,315917998.82,270463248.30,270645765.06,200822042.08,134996812.00,231794944.00,362959621.00,0.0
8,应收款项融资,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
