,报表日期,20191231,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20030331,20021231,20020930,20020630,20020331,20011231,20010630,20001231,20000630,19991231,19990630,19981231,19971231,19961231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,流动资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,货币资金,709031276.37,1756531401.40,1670011895.81,1558923611.92,1534282772.29,2180786237.02,2492846811.67,1735377902.34,1414630321.81,1730121408.61,1921247160.93,2043800814.39,2287251408.87,2231753144.25,1873186325.29,1857097868.24,1810465082.59,1497910348.83,1321034100.13,1170692414.53,1199643627.76,593269777.40,925674804.35,886570882.91,1073610785.02,530645989.62,347739073.98,876669297.04,755150918.41,572461169.19,375304892.56,391680172.49,602217828.93,627127057.71,717609848.19,591675620.56,737220144.16,1019408014.39,798989739.17,984557567.29,1226444226.74,1067436973.16,1217881732.58,1171929698.04,1206449478.87,1304301449.72,1288081052.02,1474213650.58,1570556378.05,270751041.58,278019584.14,282360121.64,281607786.70,220954757.47,263119775.23,350105736.20,349959815.33,312632877.57,167961559.99,258512440.96,284616930.80,159545677.61,136835880.72,188380122.56,241747822.49,191471081.84,146573659.63,248057791.42,236867565.00,288658574.02,179468214.98,195458718.70,141523807.19,149501582.82,209238316.06,171889148.57,284792483.80,382934612.09,19490911.47,21689835.83,82290300.55,0.0
3,交易性金融资产,910158854.25,0,0,0,998833.33,0,0,0,837778.00,0,0,0,0,0,0,0,30087000.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82702750.00,56718187.11,68555830.14,68555830.14,67548414.71,67548414.71,82306288.86,82306288.86,95811574.58,97805854.58,111702035.64,126128755.25,122106295.98,122106295.98,105991512.49,105991512.49,82010888.99,82010888.99,58935081.32,57572860.32,99030768.86,99030768.86,97643599.66,82138787.02,138007385.30,51500000.00,0,0,0,0,0.0
4,衍生金融资产,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
5,应收票据及应收账款,2413210842.22,2794960196.04,2753118204.76,3768219774.73,3849026848.90,2998370437.61,3413748858.76,3749353403.51,3349198231.35,0,0,0,1918213784.09,0,0,0,1460372521.49,0,0,0,1423986713.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
6,应收票据,464267497.22,711213663.91,937900094.87,1484085207.87,2420432627.34,1335780696.10,1945973854.95,1952038062.74,2204825483.28,1665037450.92,1622100098.99,1435689438.44,1437652336.33,771144267.91,896750095.42,1008992227.27,919814088.38,604676577.28,595761565.20,704517878.62,889976527.93,558406734.87,553569483.56,588392869.14,787637436.11,615672961.67,650427802.23,450419985.27,666701544.91,486153507.08,665696741.87,618361572.47,740458344.92,632046207.82,565193343.12,525455676.97,554826351.97,267261220.60,162848572.10,190897065.89,234146104.58,394932839.68,405926067.13,326402340.23,231700459.98,218767461.76,228441287.11,213087659.77,276940742.64,289873285.51,303435537.22,238664915.86,170240733.45,159288568.10,187942776.55,206541779.82,94211543.76,127563119.26,158944554.90,67692449.61,134813603.82,81742245.15,34839669.02,41360285.00,64473616.30,57864283.20,59626372.00,24325959.00,27829735.00,66933264.00,41340207.00,48088896.00,13480000.00,11957300.00,5700000.00,3198050.00,749600.00,13102392.00,100000.00,0,0,0.0
7,应收账款,1948943345.00,2083746532.13,1815218109.89,2284134566.86,1428594221.56,1662589741.51,1467775003.81,1797315340.77,1144372748.07,1093133918.05,1164109157.15,1220246796.27,480561447.76,678274353.50,1020655587.12,1021500338.55,540558433.11,766800153.52,855521016.75,964180125.79,534010185.54,628618154.43,534991275.34,682166108.11,362149257.23,434742644.66,453932940.05,466920987.75,234720011.93,338737468.81,327922164.10,426679827.58,202884593.53,309446149.34,320623022.42,392610743.90,260582633.73,380370651.65,370391352.53,337970006.80,179952831.54,299235205.24,259270726.61,355690365.25,167889729.27,259304046.04,254511956.49,256973590.80,206844397.26,277809206.03,226759806.16,233187441.95,167385914.86,209634879.88,158700546.75,189007579.37,164549449.94,169544045.01,174504393.05,186464684.66,127492522.27,204972163.10,160652939.43,249556688.06,114201311.33,112451665.79,93666958.14,125431676.85,96347272.46,78996765.20,99094597.82,126847967.20,111080536.14,80887653.89,100975664.34,110382116.17,144453883.47,156488441.26,147367162.69,142820571.48,78419383.86,0.0
8,应收款项融资,1305627130.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
