,报表日期,20191231,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20081231,20071231,20061231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,流动资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,货币资金,601869143.23,513758843.66,374912738.48,395466759.65,500593539.53,575133653.61,377922549.73,922654033.61,768173450.98,869933783.14,475301895.89,954594818.56,1238826494.70,762106603.05,1349662036.99,890353147.58,1275953641.02,1600341608.77,1442936005.33,1340047988.03,1395404777.51,1198684830.68,1266513690.53,1718764780.84,1980207655.41,1766079288.95,1497406792.51,2215309298.12,2098083883.35,2228701039.82,2091187765.84,2318579191.26,2263848132.11,2545244924.16,2619323233.36,3038482911.15,3143803354.78,3284546880.38,3159882144.24,3734260118.81,879811395.55,1043987499.08,768701137.89,811100038.92,1046010217.28,658423417.37,0.0
3,交易性金融资产,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
4,衍生金融资产,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
5,应收票据及应收账款,3035935.04,6675386.25,3862018.24,3880262.76,4300249.47,6568484.49,1838668.73,2495267.67,10087783.91,0,10818241.44,0,5946124.14,0,6208303.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
6,应收票据,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200000.00,0,0,0,0,0,0,0,0,0,0,0,0,78015.00,0.0
7,应收账款,3035935.04,6675386.25,3862018.24,3880262.76,4300249.47,0,1838668.73,2495267.67,10087783.91,11475238.93,10818241.44,7964040.74,5946124.14,6413655.37,6208303.86,5513027.67,2683410.77,5767345.03,7497324.05,4083810.07,5095605.15,6908009.53,10799097.13,9545438.19,11207644.85,10237302.57,11537819.14,10806902.39,4626924.74,3760932.69,6020666.96,17192966.53,13676773.34,7751170.58,4873203.23,11250537.31,5610495.97,2682468.10,4224141.77,6138910.51,1383469.62,5530662.51,1073489.21,605622.14,5264639.44,3894605.21,0.0
8,应收款项融资,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
9,预付款项,72535574.60,69146606.39,78817567.88,70247269.15,66193514.95,76954732.97,97182457.55,79277803.17,63156629.20,82177943.90,90951329.87,106224883.18,101449946.59,121451859.24,126897273.08,143069559.73,123181256.64,171896875.46,167901780.25,168678666.11,192484178.03,770237634.58,781098470.97,856037728.19,570713585.01,514173943.46,507584816.17,501197591.97,715025821.63,680852518.82,675005902.12,620798070.48,626885747.83,548467271.53,344670122.10,360076193.88,199965433.78,172386359.16,197884098.23,152285769.91,112151236.09,80074027.60,69881366.64,80490367.65,35186860.34,48547485.19,0.0
10,其他应收款(合计),293543891.28,109410486.16,146282256.50,144717702.26,154152832.20,175237338.59,184947847.88,199974262.81,199521612.80,0,240883047.01,0,244536514.29,0,282657375.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
