,报表日期,20191231,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20030331,20021231,20020930,20020630,20020331,20011231,20010630,20001231,20000630,19991231,19990630,19981231,19971231,19961231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,流动资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,货币资金,630691310.56,539189790.99,723558896.38,638250990.17,587156767.54,780284757.05,654415790.52,782503976.43,769682469.38,670828439.63,668259905.30,694732309.75,847563904.69,1329745768.68,594118571.03,729156128.17,616701735.01,857457068.67,386554952.05,525229921.24,456072666.28,518276898.34,531649161.25,441555031.75,622219863.56,456360405.00,449854079.14,516031757.03,498624324.95,406477310.50,642859900.29,443610027.29,463817955.64,474820228.55,472788572.96,401673352.28,468235791.03,341325871.07,378826171.78,316304955.99,409430229.62,264260113.14,295565925.94,344334569.71,350471676.82,300339030.53,221442096.06,249617799.25,336858487.02,291307212.85,313808431.51,435466031.91,632996658.77,486214333.01,511655839.93,493198230.49,502026950.81,520208499.66,493162915.59,485678168.07,503094615.82,509842886.81,625796797.69,441326316.41,544030604.38,366089629.52,370558459.96,358716994.64,320578609.05,377764799.96,347095410.99,361593215.92,383065435.06,196017875.24,125732560.88,188477579.60,191969009.10,205472056.14,30868810.23,22574591.42,7373205.72,0.0
3,交易性金融资产,40520521.44,340662.94,56187006.22,310996.55,240598.14,285756.40,342296.44,778616.70,836824.38,847880.74,811088.75,820311.42,813076.70,822168.15,834439.01,2451950.61,1092923.81,774548.15,1132295.66,1007397.82,1847803.55,24883472.81,26807566.95,5544693.05,6085829.12,6398474.03,7561101.86,7608162.49,12027873.86,12162082.68,11978354.15,11733005.46,10676729.33,11457532.67,13791195.98,14819940.21,12332647.63,8215809.34,6540821.52,7358064.87,7455527.02,3405733.86,1227537.93,1148148.85,722515.39,728024.76,857593.49,1000000.00,0,7125441.63,4914362.52,3754601.66,3000000.00,2500000.00,3000000.00,1500000.00,2800000.00,1000000.00,478398.00,178398.00,178398.00,284929.00,29989243.60,29688021.11,29506052.00,66345206.15,65045206.15,62833516.39,2139250.00,1500000.00,0,0,0,0,29998913.13,9999484.60,0,0,0,0,0,0.0
4,衍生金融资产,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
5,应收票据及应收账款,838248594.37,667967295.16,643088841.62,652441073.32,478192262.97,385381565.11,430060895.52,540249318.43,593319650.26,0,465635852.12,0,444716288.31,0,305498869.75,0,308766471.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
6,应收票据,296492534.69,9335449.94,15569158.51,22766312.70,20163191.61,12767212.72,94843550.02,113704593.73,228637817.57,181229401.32,149834948.24,94091732.18,111294746.17,61059046.79,42654972.42,32265570.92,38424478.31,26132258.76,18899051.37,13377322.90,10736707.58,14518823.93,22704363.33,20339603.35,11715647.50,9142151.06,26177696.10,28077327.64,30244392.67,21575424.85,30459863.86,32311252.58,30489619.81,21883731.98,17071408.44,13703540.18,14830797.27,9446854.88,10682279.48,6783082.72,15747841.76,15345060.61,29031360.97,15268505.57,21695808.52,13857752.89,12098047.47,15895761.26,18680765.94,11164037.19,9302253.55,8005928.50,10733162.43,4362329.42,5937625.78,10037397.06,14639851.81,5403442.00,9933168.91,14692034.89,6783277.32,12101634.51,2803030.40,8367193.99,3184874.00,6175200.00,2025530.00,2406511.50,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
7,应收账款,541756059.68,658631845.22,627519683.11,629674760.62,458029071.36,372614352.39,335217345.50,426544724.70,364681832.69,390394183.74,315800903.88,397342251.51,333421542.14,379632107.40,262843897.33,291669266.17,270341993.67,307808314.73,268685504.79,275777064.67,251916940.36,274850918.03,244252813.00,234780608.51,219996736.94,331734829.16,234461888.69,242854342.31,271911124.83,298074677.44,283697332.57,296576658.08,242316619.35,279046404.90,261697270.14,272453283.09,213934291.23,324933324.27,267509051.12,249826085.95,236175070.16,252729340.77,224214932.34,204980628.32,185248641.55,248743367.88,295042276.90,270708714.39,244330373.00,291278463.29,276397457.05,257158655.08,239261590.61,293246466.92,278729743.19,278504370.78,278305863.41,334316004.87,356455431.83,295233511.04,312238966.57,351150477.75,310165030.30,232400868.37,289714846.55,285481529.90,219770565.15,206644952.15,178856890.63,206801258.90,180945656.65,177070769.55,161134922.44,101598684.28,110383589.48,93826123.61,115954198.85,92705869.50,90079345.57,71491698.45,80227272.72,0.0
8,应收款项融资,6803154.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
