,报表日期,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20030331,20021231,20020930,20020630,20020331,20011231,20010630,20001231,20000630,19991231,19990630,19981231,19980630,19971231,19970630,19961231,19960630,19951231,19950630,19941231,19940630,19931231,19930630,19921231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,流动资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,货币资金,625318363.77,619158858.95,562947080.31,2047809592.61,2267339604.19,2218206583.39,3642622394.25,3510520867.35,3466668152.28,3568436378.35,4728440252.29,4635677212.02,3974758801.10,3734477152.13,2853098533.61,1819769267.93,2919896953.63,2245582976.86,2020395799.80,2334452484.17,2411099296.39,2246169503.12,1641521713.04,1764640567.12,2184206334.23,2576870563.85,2117302844.71,2016806474.61,2169247652.45,2399666550.04,2370583273.93,1956284689.31,1559144635.76,2589792356.22,2430215431.61,2491578819.93,2596905212.65,2461141691.73,2195455724.94,1979258134.70,2679447188.54,2602380245.53,2352431584.21,1563667098.44,1191501573.40,1011990407.86,1009362261.59,2110056540.53,2131836335.94,1847439045.94,1502926976.89,1346752426.36,1527303763.29,1293888912.71,1241608873.11,1122259766.85,831015933.14,795684861.19,747833242.57,664981397.40,785546593.47,841767815.83,867743959.95,787491009.56,1175575483.61,1140450684.82,1159773616.70,956776885.15,1092925591.32,967264229.84,987939433.48,1032563747.88,538207701.07,323648969.96,717086934.62,499827478.48,435544021.76,186290760.74,127104665.85,121283519.52,0,74851072.35,0,67083897.61,0,85683000.00,0,51228934.26,51733000.00,57160000.00,0.0
3,交易性金融资产,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150000000.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2001280.00,0,0,0,0,0,0,0,0,0,0,0,0,0,600000.00,0,0,0,0,0,0,0,0,0,0,8500.00,0,355916.00,462100.36,0,582323.29,0,1791107.58,0,5599000.00,0,6302690.03,11073000.00,8913000.00,0.0
4,衍生金融资产,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
5,应收票据及应收账款,3409278285.66,3094426958.59,3487967856.10,3188963431.00,3660758644.99,3644670114.77,3710633440.67,3460984055.17,0,3299660917.59,0,3345723183.81,0,3120845050.29,0,0,0,0,0,0,4335359163.28,0,0,5313808837.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
6,应收票据,0,0,510610731.59,668288680.17,890764306.88,941486716.79,838021624.15,559180148.77,397599394.72,500327988.42,343993414.95,389123817.21,370357730.94,385082540.29,891787379.62,1426086098.78,1569058019.06,1966774274.32,2176354057.88,1742252912.26,1555477418.11,1777079069.62,2650854834.08,2694529437.27,1826712967.44,1213611736.18,2013847111.92,2157547616.11,1681373105.87,1886391461.60,2425162323.96,2349825059.85,1314295933.83,1112012399.89,1242801120.35,934416462.97,1017661043.43,776088624.31,960916907.80,923494029.00,974222574.33,650570717.43,857409272.08,926994902.95,1057689754.87,1025978511.81,921809373.93,673268305.92,714780170.67,652217066.40,357044257.31,601126021.12,746256203.77,294433787.84,499409889.76,323997772.71,679661619.78,447409600.53,481366332.71,243914152.07,529077586.84,274904076.90,208160726.72,270281305.19,433117953.30,152633271.71,253353892.45,119126913.66,188641447.16,70457137.02,45870418.99,83519614.93,57941623.29,19183660.00,24819840.00,8957242.00,53067871.20,2295965.00,200000.00,0,0,0,0,0,0,0,0,680000.00,0,0,0.0
7,应收账款,3409278285.66,3094426958.59,2977357124.51,2520674750.83,2769994338.11,2703183397.98,2872611816.52,2901803906.40,3184454578.37,2799332929.17,2786365405.35,2956599366.60,2521016660.57,2735762510.00,2402795501.87,2427064010.79,2737987525.02,2800748363.67,2682510972.14,2386915274.78,2779881745.17,2990156826.12,3012547567.07,2619279400.30,2979654598.38,2937198695.91,2986800904.65,2301269086.00,2820602013.46,2763185521.65,2907455560.89,2239118469.95,2401939761.47,2467944626.77,2192865792.98,1726638378.50,1860169653.58,1849440353.64,1828750655.46,1521068421.41,1736907620.23,1836922131.89,1718231677.03,1335546638.07,1380367278.32,1400971679.95,1446900015.65,1191427224.07,1162940692.02,1159863866.27,1160548629.55,1310651183.41,1380145282.65,1422449340.64,1344618866.96,1070931329.80,1174893003.17,1046565953.76,1232885712.43,928121811.60,1043663094.07,1040737000.83,938549442.91,845832421.88,916663915.45,859371196.48,995118697.96,848756708.01,799944576.89,891128193.29,949198208.74,818955847.45,907564172.65,878270741.45,1025025948.23,870713461.90,580811581.23,636004817.38,617735122.29,580543411.63,0,459791726.88,0,551476422.24,0,0,0,520106987.35,404008000.00,381555000.00,0.0
8,应收款项融资,475047002.95,503871861.60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
