,报表日期,20191231,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20031231,20021231,20011231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,流动资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,货币资金,249207151.23,172650984.21,175330367.55,115975265.69,138586074.79,62365875.56,141684256.51,111942665.41,128002167.18,82236880.46,175937118.71,130963913.32,151536829.49,90223593.34,144263085.28,99127829.66,113698962.65,98977158.65,85128096.04,86278637.58,92901010.17,99566564.87,197316744.44,188277650.41,156354630.94,154767577.45,144594616.44,275481808.32,321550861.89,348908240.23,392302609.13,392573938.85,490607444.07,114619377.89,136308667.87,133564594.63,114113747.67,120435707.54,156070066.81,137171961.49,143913515.09,215303573.20,151730234.40,130670108.42,85867646.58,58045272.20,64687256.62,55536961.50,50808556.09,57911111.14,76148684.39,111557657.43,102602015.88,76047254.00,111380586.88,95928310.74,121121785.62,152853118.00,88539819.00,111798535.00,75223295.00,74055514.00,213305726.00,19660158.00,24683499.00,28742481.00,0.0
3,交易性金融资产,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,200000.00,23019.81,0,0,0,0,0,0,0,0,680000.00,0,0,400000.00,400000.00,0,0,0,0,0,0,0,0,0.0
4,衍生金融资产,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
5,应收票据及应收账款,216993609.96,489408915.83,495019942.12,500500055.11,472133813.13,489064816.78,434338804.79,463086827.43,465435518.94,0,418896062.97,407830253.87,425064646.90,0,374436138.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
6,应收票据,1739086.03,243864359.36,247547878.08,260950329.08,268208277.17,261745780.96,223537578.64,215973359.41,271758235.86,207897355.38,176602342.96,181748558.74,168612428.89,135566471.10,123756378.79,120413987.13,149979795.92,141833519.84,135342171.65,125285847.09,151878999.18,164992085.17,152180010.63,129180089.10,178503306.96,137021557.91,110607473.83,84282996.15,108635646.91,90816391.18,110498188.23,80389897.89,95939920.89,84139407.23,104367125.71,92592360.67,80728764.64,56017893.69,69690841.06,51016174.71,43334103.55,27261839.75,35615146.10,31882940.42,31923862.35,27720508.19,21343013.48,24776262.33,18491655.87,23319234.64,15632607.33,18844780.34,17723180.70,11035216.85,12602108.34,17752680.08,15384664.88,14673915.00,16229537.00,10501207.00,16709436.00,19400137.00,9073997.00,5792460.00,9289889.00,3348252.00,0.0
7,应收账款,215254523.93,245544556.47,247472064.04,239549726.03,203925535.96,227319035.82,210801226.15,247113468.02,193677283.08,221326989.82,242293720.01,226081695.13,256452218.01,251971547.74,250679759.33,246389463.77,247709543.49,245166072.39,235743820.54,220872898.50,206680731.47,206647334.98,228802579.82,219926476.64,218400423.90,208863836.81,204737922.92,198177521.13,182324520.59,205947502.68,180752774.50,173232008.47,145952193.27,165483199.91,146152737.14,156562916.99,149755432.06,155212808.64,151411695.65,146285107.55,118648548.67,124379641.50,108426116.27,73374225.16,56261658.82,83084107.11,72229969.88,63519552.08,60807284.52,64851657.62,69294692.71,72382334.00,58808927.43,61305995.84,56081700.03,48913329.35,39519027.90,52930190.00,47482262.00,55649457.00,28962041.00,28168840.00,21694069.00,16272023.00,11756511.00,22372583.00,0.0
8,应收款项融资,250656003.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
