,报表日期,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20030331,20021231,20020930,20020630,20020331,20011231,20010630,20001231,20000630,19991231,19990630,19981231,19980630,19971231,19970630,19970331,19961231,19951231,19941231,19930630,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,流动资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,货币资金,1132546023.49,1021713877.29,1097396370.63,1095348680.25,1580754457.00,1276605666.62,1354003314.43,1325447826.96,3402483239.24,920636642.11,1300585201.78,2034481641.31,3576121190.77,4802238155.91,4450460954.68,4658735318.96,4503996311.79,5313214428.41,4907422216.88,4460495141.21,4551556935.83,4306114084.06,4469862040.10,4853348640.67,5417394717.92,3926418836.26,4272175975.94,4883103913.90,5209022400.14,6416020086.54,4594329694.18,3283935934.86,2251367644.32,2332201047.40,1662985256.06,1917116891.22,2495634550.04,2210471231.75,3363413010.08,2205167119.95,2277936329.86,2910093731.08,2386501078.90,1986806440.06,2272346509.72,2068921264.34,2294722267.90,2147806503.65,2130882216.64,1762081654.37,1887179243.24,2264944247.05,2055899782.79,2038492761.53,2656718533.35,2985037256.47,2500757196.87,2489751453.56,2652016968.63,2950339071.66,2739521902.91,2287773596.08,2384151736.31,3123159949.28,1602633177.38,1319981375.93,1842145165.97,3231657051.78,2832369535.61,2802200469.57,2945771448.63,3009665722.91,2173865338.72,2353860654.85,1301034078.63,1248400813.90,1203556350.74,1290639490.80,731424590.22,1141228505.69,0,0,696665765.00,725028549.00,627672854.00,41631796.22,0.0
3,交易性金融资产,2528000.00,8351920.00,4079860.00,25488840.00,0,0,0,20468280.00,0,0,0,0,0,851170.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,410963520.00,260491499.33,220358284.33,139999000.00,78998600.00,108415382.00,106122782.00,69369900.00,89498900.00,90000900.00,50000000.00,0,59613000.00,54535920.00,57268050.00,56043900.00,53006160.00,57205110.00,29811000.00,0,0,0,0,0,0,20000000.00,0,0,300000.00,0,0,0,0,0,230000000.00,0.0
4,衍生金融资产,0,0,0,0,15860880.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
5,应收票据及应收账款,1953875570.66,1705355654.55,1422718750.30,1601383697.11,1426993929.70,1581439445.12,1398263871.51,1349332242.66,0,0,1441822917.67,1314468139.86,0,0,2306890179.06,2407432777.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
6,应收票据,203489368.25,180689097.14,163498591.96,236034761.32,369469789.54,0,265809707.90,237397561.75,160792484.93,186844307.98,260404613.18,245599881.13,178413295.22,175236050.84,235936545.67,183407049.09,253752694.46,232632248.98,222948414.86,247920532.77,393979113.63,234560879.15,272887626.17,239898825.65,166977486.65,173580055.78,147435057.43,113444361.79,191356436.40,127267478.02,269484259.30,132983931.48,219962557.73,53022961.04,71135945.14,47710823.64,60638266.13,25726845.26,82191179.65,30081179.03,47623504.19,42029103.45,50106029.89,3172634.54,91019099.00,68846817.03,80084902.47,100809584.01,62083689.91,77994952.71,101278294.62,60489804.76,133820134.91,136560609.63,44249487.33,35713427.35,34909783.38,37101028.37,79958986.08,70798513.18,67317441.35,32202630.89,60632737.72,51892928.21,26410462.96,18857086.45,10651495.84,17476363.05,3164840.50,17037619.71,12054401.45,14052742.98,1800733.25,19225426.10,10113430.80,4164260.80,2160000.00,0,0,0,0,0,0,0,0,0,0.0
7,应收账款,1750386202.41,1524666557.41,1259220158.34,1365348935.79,1057524140.16,0,1132454163.61,1111934680.91,1347078714.59,1426546102.34,1181418304.49,1068868258.73,1494929236.77,1406599141.28,2070953633.39,2224025728.79,1537349465.50,1355396786.37,963974150.48,1225426964.37,1549060575.04,1466742959.26,1090543219.42,1133232069.43,1225358295.06,1281385069.45,1171386843.27,1084398133.94,970661580.94,1114191242.52,1118782048.18,1043303035.16,724110808.63,679025594.35,772784989.92,709035247.56,723322226.89,700570177.58,618613786.53,608268040.96,673746894.85,903049900.68,617792906.08,770998210.56,1094075948.51,872967413.81,933967149.58,690064800.92,949103370.91,952744215.79,612308583.60,195358174.34,500847167.32,460977670.82,514674721.78,299669799.21,397494468.08,378018998.33,265933202.58,288854620.45,392022205.96,319695676.22,402707083.31,80497876.91,74994429.34,240760610.33,225437202.27,220856723.02,68750737.30,272466069.72,178975674.45,192645675.64,192039387.05,136149957.10,196969947.50,147285979.37,116431116.08,85136921.20,100913172.42,99170693.34,0,109996990.71,74625981.00,81923200.00,73375232.00,0,0.0
8,应收款项融资,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
