,报表日期,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20030331,20021231,20020930,20020630,20020331,20011231,20010630,20001231,20000630,19991231,19990630,19981231,19980630,19971231,19970630,19961231,19960630,19951231,19950630,19941231,19940630,19931231,19930630,19921231,19920630,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,流动资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,货币资金,268477640.81,218109893.84,228730577.61,235885117.58,193574410.13,127183820.83,188181991.82,271296528.16,303543010.39,281066446.41,303410876.96,352718538.85,273967294.50,266766689.83,312402772.69,423180499.49,307445054.72,235534827.96,508591610.78,511699465.84,433454635.03,479132511.05,870287537.72,354370482.80,253424824.69,235926277.97,310957690.02,421709098.11,139754236.33,300169838.29,252148869.40,252256659.21,164474269.86,164379813.12,255482214.97,249721034.37,151738082.20,178529621.20,245307367.82,209618427.17,144921166.12,106726025.67,208178591.68,185917373.67,164196413.33,228637113.27,409745924.61,253129824.71,155156547.63,159076162.00,156252735.88,197746485.06,204306516.48,132865298.49,186724711.98,193591648.05,112750662.95,115508071.35,101960695.36,129993151.70,97975962.63,90680583.10,87407436.53,118540325.91,76896111.57,121043652.28,91674079.83,78188202.60,107606956.39,63764315.04,50934134.91,101511094.35,99634247.52,90949829.58,20109017.78,41106959.24,21678902.88,20201872.96,17574651.75,15389927.09,0,12549121.16,0,34544558.73,0,11806860.00,0,11250908.08,9809317.35,8551234.00,0,0.0
3,交易性金融资产,150619147.26,120430126.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,319467.47,319467.47,195900.81,198903.15,198903.15,198903.15,198903.15,198903.15,1177703.96,1041407.96,1139126.88,1094814.38,1046611.88,1128155.55,4143213.80,4023115.05,4242114.20,4060485.50,3206328.50,3229030.25,3018503.00,2726143.00,10000000.00,0,0,0,0,0,0,100000.00,0,100000.00,0,10100000.00,0,15000000.00,3796101.00,20001160.00,0,0.0
4,衍生金融资产,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
5,应收票据及应收账款,89355979.99,70017493.99,155563617.59,136179005.94,86648147.03,82307236.85,118155797.89,108661239.91,0,73295764.06,0,113851969.96,0,69966750.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
6,应收票据,0,8493270.80,24771258.80,13139018.12,10191.07,17776436.41,20379892.29,0,25356755.97,5931433.06,9876543.51,13487440.40,5011829.36,4857209.60,7080373.44,6221160.24,2292678.64,5564411.80,3174937.50,2223332.90,3808493.00,4660000.00,851384.50,1040000.00,706600.00,1400000.00,2000000.00,4470000.00,900000.00,1500000.00,0,1700000.00,1680000.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28347076.32,60000000.00,78779472.80,60000000.00,41238695.27,60000000.00,60000000.00,60000000.00,40000000.00,10332140.09,5414394.33,8480074.89,2284219.88,14772769.97,1479074.83,9108444.52,7964639.66,8543438.17,5656329.57,5797523.29,846333.06,0,73986.36,191917.90,274650.47,115924.45,13606.00,794924.01,28936.10,22180.07,39362.40,605250.03,5011167.93,0,4206360.80,0,2399819.04,0,0,0,153553.00,733590.60,426720.00,0,0.0
7,应收账款,89355979.99,61524223.19,130792358.79,123039987.82,86637955.96,64530800.44,97775905.60,108661239.91,64216302.92,67364331.00,110078330.33,100364529.56,93313093.84,65109540.96,102242061.60,94570501.36,74395605.74,57958636.77,89803058.28,77758880.58,84302670.55,67145336.71,84300277.87,82174060.35,43670881.44,51064989.15,73867422.48,80382808.89,75265208.20,47853957.96,79079704.82,90628392.14,68264721.03,51353830.00,61003649.12,54388533.29,56165531.94,43410444.69,43572298.70,51507862.47,47508629.82,29233990.74,73749952.44,65371547.24,57489822.87,485306550.74,658744955.40,457670701.26,483282943.20,406092370.36,576208891.84,409805385.08,442667997.27,394528812.11,531593467.98,466116805.09,472779041.09,412535615.25,616625631.94,477051296.26,564198394.46,431388456.11,517474177.16,601465898.94,366408598.11,293042860.31,366061553.55,336147155.44,43382225.29,35385372.45,38566664.59,36315366.06,29944814.27,49611943.46,34580861.20,28898287.26,29785349.33,37009546.88,41454710.80,50873820.69,0,59061670.77,0,45227558.09,0,0,0,11307627.10,11033090.50,9006120.20,8784483.83,0.0
8,应收款项融资,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
