,报表日期,20191231,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20101231,20091231,20090630,20081231,20071231,20061231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,流动资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,货币资金,326082458.42,350609355.18,382846029.12,299479279.27,456267044.89,574846666.50,371105540.57,523063620.57,708215175.12,675860412.66,528204290.64,531396993.29,624689057.85,573757504.17,443623349.67,260565619.21,420998885.08,460466254.78,310477600.30,557778207.74,533652634.78,503030787.63,453571377.12,539850634.43,796178228.05,980107695.42,520804179.94,714504909.70,1255113000.17,796261127.23,1001461100.86,1319604311.02,1620489642.82,1238306113.67,2768803648.31,954725522.12,503071711.14,368941135.50,568833751.25,612855844.36,289850318.06,0.0
3,交易性金融资产,644647641.09,498963175.83,187548750.73,413193150.69,271465917.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160024575.35,0,0,0,534649917.81,37090827.40,50002164.39,0,0,0,0,0,0.0
4,衍生金融资产,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
5,应收票据及应收账款,13717619.06,20204054.60,17562949.30,21646667.08,10429131.75,21320164.48,25262397.27,23152007.69,14053781.17,0,0,17831178.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
6,应收票据,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,450000.00,400000.00,0,600000.00,100000.00,850000.00,150000.00,0.00,0.00,200000.00,0,0,0,50000.00,0,166091.32,0,0,0.0
7,应收账款,13717619.06,20204054.60,17562949.30,21646667.08,10429131.75,21320164.48,25262397.27,23152007.69,14053781.17,22369414.84,22194347.87,17831178.75,17052660.32,26909132.95,26688379.45,25893885.23,16901031.32,38461978.05,29123732.13,50572365.69,23311908.30,37912436.95,28200186.83,24329130.85,28096219.89,20675172.97,15971662.55,13173740.27,18005822.77,26083773.71,21794722.78,20398511.82,18773450.83,35907901.52,32669501.01,17972874.83,17038217.51,25576423.82,36285271.39,39037065.40,47909145.97,0.0
8,应收款项融资,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
