,报表日期,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20030331,20021231,20020930,20020630,20020331,20011231,20010630,20001231,19991231,19981231,19971231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,流动资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,货币资金,12132722943.68,12242223283.26,13006105618.18,10083145234.53,9672997612.88,10003954719.94,12653877873.22,14013572535.17,13460838358.95,14563213130.68,16468118295.66,9179126897.06,910175733.89,874529949.75,127768979.83,96198352.21,111931745.32,76758725.18,101638169.87,70210936.87,45266883.86,75137204.36,50781672.93,57110239.13,24773707.41,58549937.02,445142025.22,46165773.50,50023980.75,35842140.93,69266835.28,68313655.58,69796405.31,142897861.85,190926630.45,178383404.57,180875430.50,200119620.26,153190525.75,144882864.33,88766526.32,149859578.58,107702083.22,141837249.10,208239984.71,193360585.35,149648423.70,155468188.71,184033708.96,191918903.00,187596376.24,155770653.08,101202712.54,131392058.30,92316834.91,105128158.29,111982949.33,104327170.27,82385094.56,84983717.19,52022486.26,91873939.19,111274216.40,120763029.57,83325079.72,77673673.34,91252102.21,136301821.15,157158547.39,246885554.68,225664536.19,346720888.07,439491514.78,624367441.97,16637676.59,7483029.29,7740256.16,0.0
3,交易性金融资产,21301649660.22,21553982989.39,18349217564.07,950428113.46,755600359.52,1244741651.08,1519003546.21,1174597375.72,1451459569.70,1624217277.95,3464676590.13,543156674.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,658800.00,932500.00,2202161.00,0,0,0,0,4970022.77,8263264.60,12297938.60,24897803.60,19852582.42,19852582.42,23320234.23,23320234.23,22329360.54,78942893.23,86334532.32,101424068.79,101971798.86,101941756.08,103108807.66,102900023.88,120829228.97,60157715.86,91080515.86,91141715.86,75057510.00,44940000.00,0,0,0,0.0
4,衍生金融资产,0,7398494.38,0,0,0,0,0,0,54400.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
5,应收票据及应收账款,44567199.81,59426523.11,20354668.31,25603169.57,8091445.70,4511630.75,6223215.13,46683031.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
6,应收票据,33250000.00,35150000.00,12100000.00,12100000.00,0,0,0,688266.03,201971233.69,168786459.97,152619191.48,134504031.98,125972666.28,95042902.87,74980547.66,64463033.73,57148431.24,83816676.27,81105835.10,93274876.11,44047685.25,60472840.82,49047128.50,23312238.54,28513681.53,24495540.47,30505131.91,64164756.80,37058585.18,16727469.67,57579661.56,69195794.90,21441131.83,32311872.34,49862092.40,97410006.17,48032451.58,74667011.68,80967948.25,49375700.26,38078337.28,16039707.69,37248802.52,66952762.59,22905847.13,33926141.55,40010217.90,44535587.22,39284084.79,44410104.61,38286584.90,31642634.96,22186695.50,24712354.43,24892947.81,26562053.58,21965996.85,11621071.43,15228018.47,11803132.68,21797475.70,27723206.40,38372681.16,42085534.77,21315636.00,11312796.80,21422993.75,18255368.35,17383452.00,17919854.78,21108863.67,23064658.71,20866225.93,20515165.07,17294118.46,7899227.59,500000.00,0.0
7,应收账款,11317199.81,24276523.11,8254668.31,13503169.57,8091445.70,4511630.75,6223215.13,45994765.41,649685118.30,659116307.60,578466582.13,501584764.04,566525898.20,529476411.62,512613160.34,457539128.85,540440820.39,437152703.06,433399918.98,381924458.26,423818822.98,395246729.43,370974132.52,284409754.54,225097378.79,201434626.49,193564660.87,156951120.01,239624659.68,219881373.43,227919523.62,192114453.54,250941898.05,309286892.72,252895499.57,220902008.66,251614772.80,249190759.68,243946890.01,172445324.17,261642164.99,189984087.65,169260525.44,162767902.63,225520020.38,254761483.49,218786384.42,206615758.74,199597738.16,186520918.13,156390507.74,127314876.08,161318360.32,125695114.45,112391919.61,104805944.56,124653334.05,117381815.17,126845544.84,108486285.50,127930943.20,119138311.79,90140045.59,80373453.78,77116790.22,74237416.26,69528616.17,62268116.97,63542283.40,71637009.96,70519977.73,63002554.99,58433162.68,40142044.34,34894874.78,33960556.37,22550194.95,0.0
8,应收款项融资,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
