,报表日期,20191231,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20030331,20021231,20020930,20020630,20020331,20011231,20010630,20001231,20000630,19991231,19990630,19981231,19980630,19971231,19970630,19961231,19951231,19941231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,流动资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,货币资金,1701254406.56,1897000827.65,3102640124.52,3202551648.43,3463790283.69,2580672340.50,2465154365.96,2407252328.72,2540905096.68,2298293934.31,1583121136.11,3844214649.55,4035476149.93,4303017701.87,3658413372.15,3533928521.66,3869433360.00,3333412721.82,2105964983.59,2504466045.94,3334528941.79,2036736492.60,921729032.39,1316234353.73,907864289.35,2015886148.27,2592605793.97,2961185286.38,2000407913.71,1147907573.51,843844459.34,614785337.33,844599548.27,516011601.05,515283151.86,622907439.84,1016447115.24,1293805711.96,1233266168.53,1195186630.64,2298427675.78,1277863509.40,594903216.58,1460579157.85,748019298.21,1299813771.42,569567347.44,682247251.69,1121580846.42,1154798003.20,608883664.62,304861066.90,659752059.64,914077692.62,324846153.08,637892762.46,527336527.01,257516527.96,314425974.61,229427408.65,221303856.80,647900407.24,509220797.84,211325811.97,612373426.47,657061007.00,327432882.76,190718396.32,178448965.00,144723749.55,47598607.61,36923364.24,99081632.37,98340191.70,94545838.93,158100108.14,77606080.33,26442190.04,25376418.75,10159579.62,38850594.24,0,19157208.02,23506298.40,15340521.17,0.0
3,交易性金融资产,74188182.20,83250530.99,93343408.49,75812438.37,57498171.64,24541893.50,4500282.32,100329499.78,175091943.84,110021759.14,4311132.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9800490.00,10700785.00,10601460.00,0,0,0,0,0,0,0,0,0,0,0,206319.68,182674.76,185126.24,170437.14,3145791.62,146297.98,172335.06,0,0,107600.00,0,623990.00,0,1000000.00,0,0,500000.00,500000.00,0,0,0,0,0,0,0,0,0,0,0,532871.29,718871.29,806871.29,806871.29,12390860.07,12390860.07,0,0,0,0,0,0,0,0,1800000.00,1800000.00,0.0
4,衍生金融资产,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
5,应收票据及应收账款,742621476.73,864677450.85,1093965642.44,840832421.33,834979885.88,885170243.96,963913877.90,922762523.32,897397146.01,0,871348016.09,0,722373956.94,0,743648502.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
6,应收票据,16208852.45,115214747.10,178779448.23,179301234.98,254742902.40,239664529.22,240054694.99,252369090.82,233091772.28,219009459.24,212272910.50,121748707.15,74310987.61,71095624.10,105209083.06,85697560.59,90392107.08,93142030.29,53191220.58,52715323.39,108296424.51,46410271.39,84896488.63,125170276.75,63621557.29,111269454.33,78636680.82,74534196.96,78652388.25,67288793.04,92665432.86,37282583.31,55645578.52,47599636.94,56724443.45,75063234.99,53784984.78,90402836.03,44495455.14,64578199.84,47279931.91,60459617.98,53145451.50,47860186.33,61450490.34,13369093.28,50176719.95,31925933.91,66009262.72,63774599.66,1539279.08,14167192.41,54845097.18,20493715.26,40853451.80,32989384.52,20472580.78,16301938.00,19426241.94,28043634.80,14104229.12,14239435.16,26932285.15,16855814.92,36911133.75,43605316.61,35082834.34,35988041.88,19239378.04,19155185.42,24776001.50,20482481.86,39683342.32,14753000.89,14583616.36,17103705.60,11706462.85,33000640.90,36952479.02,39779572.45,30269418.66,0,12547448.57,0,0,0.0
7,应收账款,726412624.28,749462703.75,915186194.21,661531186.35,580236983.48,645505714.74,723859182.91,670393432.50,664305373.73,689208058.80,659075105.59,636228994.88,648062969.33,658803429.82,638439419.82,591003982.31,578188846.98,652364093.12,727095164.37,665097597.19,585141915.52,710085686.92,833960178.06,823302287.51,667751192.10,818886681.76,839816352.33,838048661.93,679941656.76,550989827.43,611822353.56,646177370.94,459112847.14,632660688.12,691251919.23,756267952.55,577364468.73,603234034.48,666025022.23,564878246.19,419563316.07,380462363.38,340223563.38,332002561.63,311039029.16,436973354.02,449577085.35,466326418.81,394765025.96,485146979.43,532385807.88,438950745.16,327014123.49,419689081.83,352986681.42,285380678.03,239113838.65,232546237.49,233164523.30,208771708.14,164038930.47,173926116.99,187847858.77,188705782.01,126744964.20,130764477.03,123822253.57,99601598.83,78687737.32,67081229.99,100455343.15,116118347.43,75128452.47,101291674.75,71971089.46,94659935.17,71978696.02,86374500.39,70494782.74,79510898.91,67819398.09,0,53963909.97,48125782.47,33809577.47,0.0
8,应收款项融资,144311976.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
9,预付款项,187262324.03,337605599.35,224441431.61,220032419.77,156136990.82,361390510.45,305151187.69,426433197.69,350028046.75,594216602.76,474044617.11,575420001.02,342531151.43,414915673.47,253740469.93,517189931.38,284159799.32,331511786.24,218739087.07,248708000.20,299670478.35,399435842.65,689449409.11,678960964.95,995613953.37,905024532.66,810454631.74,852508426.29,837871555.50,1127397774.23,880616951.62,892874104.02,774128129.14,833820262.75,740184600.64,1194971944.19,1141296164.14,716864208.54,1140500422.75,1179638818.08,934949087.78,974041002.06,535967137.02,491310770.55,349741125.08,294645451.64,232914657.42,267499742.90,121807886.81,497610325.37,490720939.31,350821917.31,131032218.55,907371229.19,667425710.22,512673046.40,516297724.55,788538647.97,765351505.45,773784492.27,751694785.04,621773864.49,502621231.07,755267507.60,503429790.16,379233824.50,334775221.20,285470347.13,265913075.59,254154789.25,140882980.05,105148670.73,66825495.11,53007795.24,61949878.20,30690332.06,18381745.56,14535920.86,13461187.56,23392837.65,15910601.01,0,19157830.50,15769279.77,22361283.95,0.0
10,其他应收款(合计),230819032.16,455757654.18,190857995.85,464741736.16,83955556.18,122034935.13,79936102.72,57559910.69,489328361.07,0,195716013.56,0,78922572.56,0,105828694.50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
