,报表日期,20191231,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20030331,20021231,20020930,20020630,20020331,20011231,20010630,20001231,20000630,19991231,19990630,19981231,19980630,19971231,19970630,19961231,19960630,19951231,19950630,19941231,19940630,19931231,19930630,19921231,19911231,19901231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,流动资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,货币资金,12417748874.34,12354377495.40,12135802170.09,11698911224.29,13209278023.30,12839782161.30,13434469824.62,13152220580.23,14413916495.69,13901220342.01,13897075629.05,13692724818.05,13939115297.67,13674882269.12,13661648501.63,12800054582.23,12782494920.46,12803399125.59,12626689494.42,11910401067.86,12118007651.73,11898737786.47,12121798970.44,11180487625.43,11186210179.37,11128631888.65,11255867940.18,9735620055.82,11855937853.68,9694992453.10,9588252783.93,7868387805.70,8577443674.36,7966001854.28,7506749428.87,6759831525.22,7019902264.97,7052393133.91,6719273342.81,5881188169.71,5905618386.67,5459021755.54,5077018935.18,4674093846.21,4158196775.09,4119186192.75,4033882792.01,3728831981.59,4079426457.65,3685958912.66,3543791069.90,3494700974.57,3542831901.86,3567667232.63,3310047895.77,3010214139.16,3092734316.98,2690512825.34,2962195209.31,3247133877.69,3421753961.68,3267321093.11,3544925113.70,3609381940.78,3594952662.70,3429630704.01,3753413514.67,3818304134.58,3812973603.43,3618264652.56,3980972571.25,3711860240.80,3538792355.72,3339641515.05,3160698893.51,2780415771.45,2732240475.52,1844261372.24,2024584662.34,16566551.32,170525509.43,0,39275548.24,0,56714689.82,0,136596000.00,0,92708969.41,0,0,0,0,0.0
3,交易性金融资产,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100000.00,100000.00,100000.00,0,0,0,0,0,0,5000000.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4259813.85,0,63347000.00,0,0,0,0,0,0,0.0
4,衍生金融资产,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
5,应收票据及应收账款,3689959454.87,4541320477.76,4043111295.52,3662269687.24,3596607435.33,3438543935.35,3384359167.67,3015694764.26,3130362089.54,0,2397121568.59,0,2457942102.97,0,2644431007.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
6,应收票据,1400903488.47,1525106246.58,1562824401.14,1391376172.34,1317927034.97,999330052.45,617426679.90,538148304.73,629180072.21,392337645.05,169709872.37,297398903.86,405885111.83,431113762.33,374495984.56,270566456.16,356774841.43,340703582.11,366120131.79,306071212.92,301519953.84,266124738.79,278178302.58,204321402.80,241660925.06,256703932.46,233766283.90,137598123.82,215694856.55,102641962.67,92157292.20,90756680.91,300008218.35,221702226.32,243657087.36,197263796.71,233002350.73,232126490.11,202554975.72,123857901.70,181162671.29,152982832.89,112286217.80,109727349.47,112936778.81,80748931.52,127187704.95,90936703.33,163423318.18,86933597.85,64783707.99,41352784.49,39907646.52,57770988.66,42241789.61,43949085.93,33139409.38,35383205.46,38261673.05,29178363.08,32748858.93,40687837.01,59733936.91,32654958.19,41077371.54,16353610.56,27811931.77,32367383.41,35133435.44,30747150.00,29491650.00,20788825.00,5251400.00,250868284.90,233149840.00,362788700.00,306100000.00,622274500.00,520000000.00,799602400.00,674035046.12,0,166424386.41,0,156692751.08,0,0,0,0,0,0,0,0,0.0
7,应收账款,2289055966.40,3016214231.18,2480286894.38,2270893514.90,2278680400.36,2439213882.90,2766932487.77,2477546459.53,2501182017.33,2501616296.49,2227411696.22,2082766775.44,2052056991.14,2379134891.15,2269935022.80,1982130084.79,1972703801.95,2133396737.60,2237186006.07,2132621695.50,2229729298.40,2348996112.05,2229527131.65,1969879043.88,1880312967.71,1948752445.76,1913600274.24,1881983587.29,2024831933.49,2274268608.66,1552099860.11,1411959382.11,1951962630.25,1631296887.99,1510731260.68,1341422321.75,1138816149.88,1366227881.24,1237628831.60,1189174425.48,998917972.98,1261750567.03,1095690741.11,962835551.85,789621018.61,931726293.78,846788206.38,814525500.53,724370215.98,875520548.91,817293044.76,776703440.70,600197562.43,701552666.81,726702503.00,705456499.43,588412837.15,660218477.52,610414011.33,577964593.40,508935486.95,678554636.64,718226759.57,610689765.04,524902144.35,657063861.42,878523203.46,816615329.22,739868488.26,1005775084.78,1031254781.88,926155500.79,873450069.86,718028231.89,635151687.95,1109312358.18,1062712385.49,703028056.88,633386357.37,185640560.49,320171554.04,0,572983344.25,0,219995063.04,0,0,0,61611684.85,0,0,0,0,0.0
8,应收款项融资,20278856.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
