,报表日期,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20021231,20011231,20001231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,流动资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,货币资金,61405589.44,62765085.13,174511159.65,98732359.24,134252245.66,67287595.47,77685672.78,48647422.93,48132657.78,81709572.22,27900724.11,59663374.67,31048258.70,45303785.38,24033785.76,50620813.29,26603519.33,25489798.09,22219116.96,72168261.01,23397760.90,36168542.32,10339482.24,37138424.70,34506932.01,42458953.91,34673326.89,97754902.52,34300282.19,34467966.97,41422706.13,84894485.36,57220988.02,86635398.83,69584006.65,140103726.76,22385438.09,51376176.71,35487375.47,104882004.35,51874680.67,83192791.62,58200774.21,103987437.06,140250589.83,209401202.88,218534840.45,186320419.72,149159139.49,140933773.87,114327409.43,129416082.02,112035445.94,137176222.21,113983840.10,139263473.89,136457809.39,96764681.21,128577361.45,143559263.81,154279172.57,195421530.65,159158479.25,220821113.88,56350906.46,27754396.16,35063428.68,31832157.57,0.0
3,交易性金融资产,41763700.44,46274762.16,53117113.80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14000000.00,14000000.00,14000000.00,15000000.00,15000000.00,14612000.00,30000000.00,30000000.00,22000000.00,16000000.00,15000000.00,0,0,0,0,0,0,0.0
4,衍生金融资产,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
5,应收票据及应收账款,146272081.83,168585540.35,152635884.42,181341934.81,135333413.82,151150989.51,132474973.54,154703435.60,0,107862223.99,0,77210938.53,0,102805842.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
6,应收票据,0,0,241000.00,835440.00,200000.00,0,0,0,0,0,0,0,0,0,0,100000.00,100000.00,0,0,0,0,0,0,0,0,0,0,0,1500000.00,2500000.00,0,6000000.00,16555175.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
7,应收账款,146272081.83,168585540.35,152394884.42,180506494.81,135133413.82,151150989.51,132474973.54,154703435.60,128242069.73,107862223.99,106007917.77,77210938.53,114183283.85,102805842.96,81688218.97,66227119.25,74729336.68,79180393.83,73238271.14,66364248.19,76918948.18,69859433.59,78580595.53,78381480.61,105856486.76,95649061.55,97155969.73,108537254.26,95891266.00,130998604.82,95832306.70,94251936.88,116782678.53,105536648.28,95012784.31,84563497.19,87323740.90,114331527.64,104848718.81,93842981.50,110505200.93,117897689.43,120843102.16,104563833.52,129782673.80,135529674.78,134752735.56,124823187.75,96831942.28,111206339.85,118508742.90,99223089.51,111045487.54,102228854.78,99534577.74,105167928.32,85345512.57,81240853.49,69786279.06,67614091.33,80748034.68,58667775.07,57032637.17,45501117.69,37553222.15,33987798.91,28705437.25,31793483.62,0.0
8,应收款项融资,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
