,报表日期,20191231,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20051231,20041231,20031231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,流动资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,货币资金,139419433116.21,112566555619.52,122765367438.04,128930299505.91,113431287012.07,97146031347.09,97513925083.70,72448161188.64,67801200965.58,65063067737.31,64296382251.25,60092011451.16,46983821928.22,49142397014.56,46260020633.54,42527536799.58,37484915370.82,41727344047.12,38694944730.95,36148723664.39,40069512626.00,35807831771.77,38908567851.69,34159705323.94,33752969830.80,35165678648.49,35157519909.27,36134007661.31,32672702564.71,35619067002.14,25187839242.24,17787570052.95,18152615651.13,22045910306.09,17560180294.67,15573442882.07,19151445548.58,13686706521.96,12550550957.13,13872247614.28,15227911967.21,16646730874.27,9140547972.69,6105304903.83,5469760525.36,4831028908.17,3618213174.18,2088880146.04,4625992464.50,7672541874.53,1727873387.54,904021423.13,920469923.72,1781872510.22,872564391.19,714352178.88,258094390.04,197819743.81,0.0
3,交易性金融资产,72799500.00,2219308186.17,2049518461.30,1913668485.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1505433.60,951350.40,721353.60,857260.80,1003622.40,1463616.00,1873951.20,1981108.80,1375704.00,1356696.00,0,0,0,954720.00,0,0,0.0
4,衍生金融资产,276322069.37,354132160.60,350237661.71,289976137.76,387132576.96,237421778.51,284007494.63,183689479.18,131548826.40,169354029.84,108221323.78,112201922.66,64300404.47,125716962.84,96490522.70,43308170.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
5,应收票据及应收账款,1845278032.00,2507558666.46,2445284567.07,2189341538.38,2043814498.31,1475952737.73,1480991216.13,2215469082.80,1873260484.26,0,1553755110.23,1435063522.79,1687100894.47,0,0,2610472102.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
6,应收票据,0,33313080.32,850000.00,3120000.00,37960000.00,1989000.00,1860000.00,4636505.42,18250000.00,101321397.43,3872929.20,3000000.00,75468795.78,10501619.81,2777343.03,8327343.03,65910097.33,23767878.08,11288126.93,3400000.00,3150000.00,7360000.00,1300000.00,2064500.00,3224500.00,2450000.00,0.00,0,450000.00,3320000.00,150000.00,300000.00,300000.00,0,0,0,0,0,0,500000.00,5000000.00,0,3000000.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
7,应收账款,1845278032.00,2474245586.14,2444434567.07,2186221538.38,2005854498.31,1473963737.73,1479131216.13,2210832577.38,1855010484.26,1018501012.30,1549882181.03,1432063522.79,1611632098.69,1665798414.43,2005200870.33,2602144759.39,3141762238.78,2143173471.81,2412461177.38,2690561876.94,3349567715.28,1572381665.81,1829301378.26,1788489935.65,2331813449.76,1095388831.45,1256410078.90,1429713673.37,1880283617.10,1028246679.87,1173352323.83,1049438377.45,1057645022.59,460197147.03,544756220.41,471282438.67,587179871.06,255076331.87,390248977.50,362630776.56,467048570.72,386617139.46,336719767.14,273857515.98,205546112.20,189001526.16,190687764.25,143083076.41,175251336.71,136507306.34,158776721.94,138856474.04,179452900.10,144086580.23,129181982.55,156453716.29,129017908.01,31147503.86,0.0
8,应收款项融资,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
