,报表日期,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20030331,20021231,20020930,20020630,20020331,20011231,20010630,20001231,20000630,19991231,19990630,19981231,19971231,19961231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,流动资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,货币资金,1554044376.46,2043418799.36,1643116524.47,2554708134.82,1769217865.47,1985656195.59,1719935965.79,3391710095.77,2226359271.53,2431097866.50,3701809271.68,3384681627.38,2683567295.76,3427533122.70,2737052883.99,3824422545.14,4120076321.46,4133124014.72,3886776532.59,4012885169.27,4216156542.80,4600610881.20,3297306842.31,4219264815.41,2851597526.07,2868383681.28,2857256254.42,4010196453.48,2412479069.66,2256344920.27,2605010824.00,3540250569.18,3737271682.93,4416105224.65,3829060639.03,4031582337.54,4884296598.04,5372563790.78,4838433532.99,4591707566.05,5070132383.57,4956008609.37,3740600800.25,2451272357.23,2498791106.40,3215105510.34,3971263745.19,3769102393.23,4152135553.93,4239984326.10,3853555163.61,3970583915.65,3706334406.07,3651391679.72,3651987756.24,3506369209.97,3733008260.36,3785985201.14,3490995717.43,2590212181.56,2706854999.45,2701529997.71,2385625463.23,2494614229.62,2360604152.44,2246090581.34,2141605607.98,1952932256.08,1763707387.38,1538411737.17,857732568.15,698690870.68,880183891.32,1036884031.68,1127205477.57,1084079475.58,1540455369.52,2492751.35,2153638.74,31594128.57,0.0
3,交易性金融资产,1621661.52,641621661.52,1308401249.95,0,0,0,0,0,0,0,0,0,101952354.32,101275340.01,100619698.30,0,79918054.36,79305755.77,102613105.43,103240422.65,129877487.88,82956604.74,82087699.53,46781092.60,51072864.10,60584373.28,60052655.37,0,86894999.23,100944375.83,99573170.79,0,26318947.61,40705800.42,38782599.97,237310.00,65516925.22,81360997.67,85246484.30,53458.54,80800824.27,88451575.05,85196684.88,10155116.94,25025833.86,21801292.10,28035010.56,37231560.56,18043345.16,1329500.00,70835932.74,99292271.03,134859372.76,99247427.23,124961112.41,188510749.11,279120663.87,237355459.98,404769186.00,387871262.33,441578280.77,391953553.38,402987918.76,351202810.63,286624600.12,276624600.12,274151468.14,284151468.14,89572689.77,43704377.42,43545488.98,38978608.98,40135540.98,43534315.60,26507735.60,0,0,0,0,0,0.0
4,衍生金融资产,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
5,应收票据及应收账款,10440910711.65,10200434206.85,9860974202.86,9829200837.97,7780516056.31,7494208998.82,7370707171.50,7843388975.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
6,应收票据,3675303103.52,3813657253.15,3668124570.96,3540237365.22,3077425930.55,3539595532.78,3475719755.28,4096995313.43,4923458655.51,4106505560.95,4129432660.12,4547312915.98,3965809453.79,3752537075.64,4778145347.22,5042647377.87,4496487842.63,4518371045.41,4595915944.18,5464130472.66,5121427442.82,4669796214.54,6066157663.26,6449246827.96,5805190678.76,5493827361.81,4468641040.45,3726328273.00,4124458747.14,4769268723.96,5226855743.57,5125730092.43,5056498244.98,4429396952.90,5008111811.06,5040620287.64,3511783791.64,3013462981.70,2777676939.21,2453065145.49,1754216643.38,1287518040.68,1072557418.05,1407114780.93,2132229018.30,2129332686.50,1872372405.99,1599918127.95,1492240396.30,1456477996.56,1332247817.70,1503799555.78,958782177.94,735381180.63,1048981454.34,1009053858.17,815895340.80,1073079564.31,1153519461.24,1104866578.22,1289433243.80,1244187631.40,1770121498.08,1406286406.15,1029455896.53,1078848815.00,1421897079.83,1254654679.67,1673418777.06,1546473152.02,1588135059.51,1234754201.85,456122381.05,230543400.00,75168730.00,26275000.00,11140000.00,23973500.00,11000000.00,0,0.0
7,应收账款,6765607608.13,6386776953.70,6192849631.90,6288963472.75,4703090125.76,3954613466.04,3894987416.22,3746393662.03,3434661502.37,2728865384.52,2525447150.78,2776145504.22,3047371685.43,2795211123.81,2731703601.05,2209029070.43,1871913467.42,1564716736.14,1253432972.85,935156272.35,1336149233.74,1145052665.11,1143673256.05,647322010.87,1326744871.20,1195142044.39,985739763.81,738053741.10,1126055587.77,1175486191.69,1150597977.02,791088167.74,1246042073.84,1083885886.63,1035865507.31,707546572.64,740398388.16,724268855.52,699213178.92,470031156.56,858309358.06,818632434.00,700840309.31,716224368.21,1563291099.40,1922662664.50,1583794141.67,932924253.93,1231646916.26,1346962758.94,1021488723.79,675122175.25,1025136157.74,932536714.92,965651174.35,589034505.18,818173348.13,852502003.44,1282580585.14,491935463.27,728100635.58,388160272.73,434954349.80,286275758.34,362472416.73,475135815.89,334612282.13,150094691.23,202247931.62,160253318.41,255650325.48,119723978.84,198949582.92,90599824.18,138946065.83,41322037.87,35693022.06,59445319.53,63584984.50,56332272.99,0.0
8,应收款项融资,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
