,报表日期,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20051231,20041231,20031231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,流动资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,货币资金,377098023.92,440433415.68,592566054.72,531351448.92,516971623.57,522949396.94,565911068.94,524045891.53,479291104.48,553808859.55,541641161.85,599453497.50,607154747.02,552909149.77,673983572.06,743877126.67,169202250.03,150597533.93,65702631.60,376649093.80,434251776.43,261884948.28,213812079.63,417282895.21,292310551.76,243690138.63,176667399.16,292111663.43,246473325.49,432835048.19,223040424.12,506089254.29,260015180.72,591698389.48,518413531.66,688879136.40,566545003.15,523118651.94,582544882.37,589003384.41,576724488.55,176442398.38,127833602.56,210709303.72,169095699.25,226769283.57,261689069.42,316330895.47,265550523.65,357985759.06,228083410.01,294223086.89,287815281.74,422869876.02,186249086.71,104757426.73,42698155.55,0.0
3,交易性金融资产,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
4,衍生金融资产,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
5,应收票据及应收账款,470741731.45,494362129.66,416940736.01,411728265.30,429293249.62,452130705.28,380108912.16,432772611.77,0,560730014.65,0,471419127.81,0,609322682.16,0,0,1006038542.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
6,应收票据,9655590.00,10083229.41,5712270.00,22843500.08,8661713.80,4787100.00,5337100.00,7794694.00,108589103.77,108586507.10,110900000.00,115715510.00,1900000.00,2011000.00,907668.10,20895509.59,3483155.00,610000.00,210000.00,14846020.00,15464400.00,6262737.38,13725840.00,89831303.00,53375691.00,21478975.00,5080000.00,35163509.70,64083407.24,90107397.28,110341792.02,124527451.98,112195195.30,128881058.80,113725562.50,91535788.00,78063800.00,45341320.00,46199061.00,62706900.00,63191832.00,87096747.00,113470185.00,95993908.17,78158749.00,83090525.00,500000.00,23759785.00,12540716.67,18500000.00,35609919.00,38789622.00,11500000.00,7290000.00,0,0,0,0.0
7,应收账款,461086141.45,484278900.25,411228466.01,388884765.22,420631535.82,447343605.28,374771812.16,424977917.77,466826071.47,452143507.55,403779674.70,355703617.81,488240437.68,607311682.16,593481388.53,806520877.66,1002555387.75,1101463205.52,944452786.72,1107685993.17,1250436810.86,1334328675.68,1390495558.23,1378382329.05,1386348336.40,1373589931.45,1430885281.38,1382087125.31,1221692208.70,1092558606.52,1073255466.11,1169129794.66,1072840984.21,1042632009.94,984779918.46,1091442779.85,1121919722.33,1192029584.51,865338611.60,978847219.57,850117284.05,894231674.29,969130780.92,938896717.27,793841841.36,695374495.24,842705688.89,739115033.09,549505314.98,451571754.48,398227050.55,344503993.68,294311880.49,235379121.75,217274784.48,122863836.30,48704372.47,0.0
8,应收款项融资,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
