,报表日期,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20111231,20101231,20091231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,流动资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,货币资金,126133679.60,253603400.11,110549179.74,129531349.92,168250501.47,218801466.72,175355854.79,184342739.55,147180767.54,179235249.59,232327377.14,145160290.11,147039506.25,191832858.81,185370579.21,503377298.34,253902673.94,472118630.24,274602690.17,760413906.65,82906640.36,108728648.85,76050746.34,66950127.71,45391785.84,60063414.47,47597648.07,78543676.91,35412950.61,32633595.60,43234111.34,65301493.65,38608786.07,0.0
3,交易性金融资产,30000000.00,30000000.00,40000000.00,60000000.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
4,衍生金融资产,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
5,应收票据及应收账款,528623699.68,575693708.25,596889374.89,610680317.08,623232173.52,615371199.58,616718066.44,627063459.95,0,547078819.61,0,561563989.65,0,533668627.90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,372359514.69,0,0,0,0.0
6,应收票据,132864262.76,136214870.54,146516749.07,142065764.04,130485929.62,143322051.34,159982475.24,114302216.24,134640877.46,136542768.42,154364621.90,162714933.93,154788320.62,155035076.48,117296024.38,92274842.99,103782010.88,117543694.19,97945906.01,110001880.87,78932920.13,98631845.26,95866453.70,107726195.93,133885550.74,113657378.56,119369884.93,117298613.04,68924821.13,81397773.44,137538266.04,60152693.51,25054027.00,0.0
7,应收账款,395759436.92,439478837.71,450372625.82,468614553.04,492746243.90,472049148.24,456735591.20,512761243.71,407252753.30,410536051.19,372658788.89,398849055.72,347616373.37,378633551.42,364244067.26,326067978.19,267757413.77,299249171.89,319122487.15,328448994.53,332474781.33,306955513.93,300639224.67,278671401.35,300842274.41,322730049.86,335272538.30,285788006.40,317814877.08,290961741.25,203618895.42,127888570.64,110214890.93,0.0
8,应收款项融资,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
9,预付款项,6784401.54,8093010.10,6507984.72,5961331.19,9645628.30,8098544.41,8763846.86,7004776.38,7509339.58,4836856.15,6041844.32,4851250.24,6989422.35,5143052.15,11588122.29,6530189.97,11950998.54,6539428.23,8892961.43,10618954.07,7718053.79,4940815.57,7632542.07,6645582.97,13516886.28,10125699.33,9331465.84,7492521.04,13467732.35,5897000.27,6354952.61,6971004.76,5393155.05,0.0
10,其他应收款(合计),8087161.53,7207514.17,10179615.96,7223954.38,7415538.17,9458711.92,8815457.02,6468067.86,0,7091599.04,0,6244280.21,0,3170078.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11355742.96,0,0,0,0.0
11,应收利息,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
12,应收股利,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
13,其他应收款,0,7207514.17,0,0,7415538.17,9458711.92,8815457.02,6468067.86,7546878.10,7091599.04,6372445.39,6244280.21,6870020.86,3170078.63,2804270.92,3230857.02,6181352.33,6033728.12,7206593.36,6348421.04,5533239.50,13932880.70,13278908.99,14656634.69,7854952.75,7037366.01,7697111.33,8858237.88,13204988.72,11355742.96,9216366.98,3914239.70,2382114.45,0.0
14,买入返售金融资产,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
15,存货,288339859.21,285138452.84,291428129.29,296617482.37,292879798.11,309535044.18,298359427.03,279634663.89,280427619.94,260376818.07,257971834.33,244998559.78,245417313.08,233697696.31,230600487.56,252400451.28,234825621.47,208916616.23,209148493.10,202149703.92,201840745.88,186003471.74,188968621.54,180906462.73,171544616.62,167473050.59,135519082.29,136467615.08,106891286.16,116287055.24,122418117.92,138006793.84,96289188.84,0.0
16,划分为持有待售的资产,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
17,一年内到期的非流动资产,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
18,待摊费用,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
19,待处理流动资产损益,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
20,其他流动资产,18711761.96,15484140.73,13447861.83,14024896.78,61613537.35,111763468.87,121320023.71,139737784.36,203761811.05,226386903.01,264799315.07,316808874.28,295733491.90,266544467.23,276072884.40,8711198.50,259805392.86,219281582.77,378515554.96,8139857.40,10662259.64,14239005.70,13100366.31,18682541.03,929325.47,744901.87,897051.10,1224181.63,1654827.77,2068330.45,1876410.23,1004992.67,902769.92,0.0
21,流动资产合计,1006680563.52,1175220226.20,1069002146.43,1124039331.72,1163037176.92,1273028435.68,1229332675.85,1244251491.99,1188320046.97,1225006245.47,1294536227.04,1279627244.27,1204454448.43,1234056781.03,1187976436.02,1192592816.29,1138205463.79,1329682851.67,1295434686.18,1426121718.48,720068640.63,733432181.75,695536863.62,684706546.41,673965392.11,681831860.69,655684781.86,639672851.98,557371483.82,540601239.21,524257120.54,403239788.77,278844932.26,0.0
