,报表日期,20191231,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20141231,20140630,20131231,20130930,20130630,20130331,20121231,20120930,20111231,20110630,20101231,20100630,20091231,20090630,20081231,20080630,20071231,20070630,20061231,20060630,20051231,20050630,20041231,20040630,20031231,20030630,20021231,20011231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,货币资金,7339362251.86,7480802687.94,7905139413.40,7757373334.34,5211023109.67,5639076435.39,6329134735.81,6560085787.00,6258273027.63,6267551108.24,8104458511.45,7220100322.87,7169677398.07,8641385905.64,9039976476.18,8807431360.31,9144293491.84,17574082506.42,16369432270.74,5177698033.56,2799159159.11,2184861161.19,0,2150987788.09,0,3311842131.04,2781119967.48,3257894378.22,4870356947.26,4733508699.66,3408687081.86,3085574215.76,3414513059.81,2920082459.07,3778334053.00,4385834638.66,2811811889.35,1298758550.00,833355834.98,407719997.76,363293657.35,392532636.60,841219332.22,825355324.95,523641415.62,712982974.45,630782791.15,0.0
3,其中：客户资金存款,5743827818.96,5451097786.13,5686234170.49,6234356410.36,3388704026.24,3811363617.11,4674702598.27,4458522136.32,3938858945.28,4445565204.39,4761368483.58,4729168278.53,4754838540.76,6050364298.05,6683819637.09,6791559267.41,7143385802.13,13680351188.64,15348408138.85,3580505786.57,1603313695.73,889815512.65,0,1384964769.52,0,1773099519.79,1375414309.66,1807459354.57,2016019645.16,2141388030.74,2835434855.48,2658656962.85,2123489157.18,1594207149.20,1763194564.09,2670907007.70,2179299633.08,936372797.93,715813575.30,359502673.20,299931693.60,313481885.41,545059893.80,552463599.92,422717644.35,386154035.34,595090599.25,0.0
4,结算备付金,1587106636.73,1862251939.49,1775234293.14,2260711014.38,1739558118.86,1440357837.15,1749699294.05,1589884058.85,2120495343.25,1353179273.81,1622605382.41,1617639748.68,1884438930.50,1695686629.93,1409453037.20,1718656345.44,2334735354.49,3057926647.05,3373919332.18,1236481094.66,676846579.90,933425811.76,0,621435419.93,0,377865773.35,624790477.59,469751489.78,386058410.30,1507384532.86,272543039.34,699328006.04,430792251.82,290941693.93,303938516.00,847847066.60,835258197.07,160058154.05,159480413.10,46073620.84,42666563.05,58457666.29,23390366.63,5967904.23,56979924.99,102713054.05,54118288.54,0.0
5,其中：客户备付金,1404426219.80,1667823878.68,1507272853.43,2017205659.35,1493536033.33,1184864139.11,1615074227.11,1191548099.17,1995864280.55,1115801086.62,1436970223.21,1302494235.82,1642513358.55,1537822210.59,1288480012.24,1275872802.37,1597879200.17,2469974928.11,2580601990.10,1003845006.22,493021417.01,801893741.12,0,476366097.96,0,325107414.27,585585051.23,410547415.00,341867256.75,1439422820.77,211368494.94,609205364.72,383755593.72,289556527.86,287921961.54,495104652.95,832546567.32,157449450.52,111041226.16,40235514.34,41372394.75,55181669.28,22372828.81,-41176473.55,47779722.62,98532633.56,54118288.54,0.0
6,融出资金,3925155287.66,3869742539.19,3494940654.94,3294266460.86,2368786248.82,2537910620.68,3033191385.36,3493372504.20,3675088384.12,3447995819.21,3105879377.88,3152202165.32,3257390413.21,2759331660.81,2798073794.45,3039181060.58,4382481935.59,3181874732.47,8595830216.99,3662179071.21,955548122.91,732066055.68,0,313434382.40,0,38275896.02,6904475.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
7,交易性金融资产,15840831399.90,15474390851.12,15057669147.14,18133642446.74,12171287883.28,11586261957.15,10509202995.39,9076312248.84,8497196683.02,7316431565.35,7181370395.63,7874352258.29,6592902665.39,9562275346.19,9427065944.98,8175002272.04,7617124330.77,11716523830.72,7264444819.67,6240429386.67,8151557473.71,4255669873.13,0,4063528051.37,0,3893032619.14,5376152841.63,3869057310.51,1477515874.76,1242324611.73,1492965532.05,3364436703.36,2222665419.25,1980799731.01,372989276.30,789562790.41,0,0,0,0,0,0,0,0,0,0,0,0.0
8,衍生金融资产,0,0,0,0,0,0,0,0,0,16334884.47,386895.30,923992.82,2707629.00,8207609.75,9156755.23,10055351.14,13500601.52,25757053.83,31088235.77,34744294.41,30215485.63,30163557.82,0,9821998.98,0,36826614.17,161698064.23,334556639.74,232328413.00,411149997.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
9,买入返售金融资产,2497513657.19,1722692539.91,2519351788.34,2979213818.31,4740032042.34,4148395933.34,5051012794.13,6871814242.00,4559811800.05,4669684318.03,5402120205.97,6010194454.98,5780358317.43,4950549125.08,4894636798.31,6791800997.07,5779262543.80,4321083494.31,2853912588.57,1633025120.21,314850642.79,698358731.20,0,1150471969.26,0,808134693.12,265386660.87,112663709.84,483995865.87,100002500.00,570000000.00,0,0,0,0,0,0,0,0,0,41065363.09,41065363.09,42335425.87,42335425.87,57335500.87,42335425.87,40505425.87,0.0
10,应收账款,329884346.92,285894147.53,315541796.83,256240339.28,288851221.65,480981659.78,322479470.72,480981659.78,477766765.57,679686871.40,438583997.19,388411644.33,341186003.85,413897391.60,306034422.09,312607776.40,244320352.23,290875467.22,341971101.36,187890139.39,95679653.74,79482167.42,0,0,0,22676122.02,0,2306110.69,0,0,0,0,0,0,0,0,8626619.69,34379656.88,157838237.36,338373847.00,181969347.91,100092857.61,118396706.62,136735970.85,199934481.53,144028041.41,63259395.07,0.0
11,应收利息,0,0,0,0,403254930.32,397645548.78,392864628.81,408292357.41,378290844.06,362802411.27,308126186.26,378203426.47,354514504.39,390214151.49,282204112.37,276797340.53,353433729.10,341430438.56,214122529.34,199043217.95,158193709.47,112200033.92,0,100572743.12,0,99094600.84,105161476.77,8016582.91,44354.35,95659.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
12,存出保证金,142072831.74,191573276.63,184550189.92,144316332.69,88927038.96,118529633.61,150683906.18,140459048.77,143212202.42,145649260.85,136074135.30,143917417.93,405765306.26,414666072.90,115938098.71,121485257.32,359095961.28,474676655.38,439300684.85,214381213.26,79901761.66,54352795.96,0,52379466.98,0,52562745.77,74905826.46,118109697.87,114199305.42,135127839.64,60532508.90,72086953.54,53799822.04,36599895.29,291740320.51,67705947.58,41979882.13,19563172.64,16399601.84,14400475.27,5912942.24,6717465.31,8219301.55,6134866.40,7921166.30,1493691.84,1390000.00,0.0
13,可供出售金融资产,0,0,0,0,2994195518.69,3559451901.27,3446039427.86,3819131243.56,4079496538.56,4155416223.42,3730199870.97,3976706165.95,3883454120.71,3777232994.78,1856599484.89,1491592471.15,1165598298.80,1307176399.98,1280549402.18,899270654.85,1554816487.68,990718236.04,0,1218333326.53,0,1068686176.28,898129054.71,660910076.65,31932771.51,66902922.74,57995514.60,62614352.73,0,0,15642444.26,32550308.65,0,0,0,0,0,0,0,0,0,0,0,0.0
