,报表日期,20200331,20191231,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20030331,20021231,20020930,20020630,20020331,20011231,20010630,20001231,20000630,19991231,19990630,19981231,19980630,19971231,19961231,19951231,19941231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,流动资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,货币资金,203970493.30,309050334.84,301441796.95,353597724.63,151353912.19,281848623.01,217781162.09,85734396.72,227384409.77,124845082.21,315230149.38,131689332.08,201713344.89,228733983.96,98016311.22,86744079.55,106671629.21,152301048.63,161136186.97,114125623.82,113766614.89,182229127.07,161595899.87,100623349.85,52956615.83,82949106.05,61598503.08,106803486.12,62574127.68,67750375.70,83363274.90,49910606.48,74954795.57,175279086.83,30340410.68,40128842.71,8898940.79,300194785.43,68082983.45,6551054.09,3869332.41,13064951.71,69880305.65,469277056.34,529547718.92,433280541.38,503163315.65,729098166.69,653214181.59,680330927.11,642461310.08,678604137.82,640148361.43,656436741.58,855920019.34,780090303.07,821415361.20,586980530.25,743299645.92,450573561.66,585461904.64,261375884.72,587225234.01,576952997.94,446177726.16,305004028.70,567197517.08,681845066.27,442007440.37,456755990.01,266838121.91,271662743.49,0,335786395.94,340567677.57,133544737.34,280302113.18,269975100.38,312672419.41,391621126.03,419809259.05,488084134.61,10024329.92,52129792.45,48291.26,0.0
3,交易性金融资产,1500000.00,500000.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7291820.58,4277850.00,1631000.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,700000.00,700000.00,700000.00,700000.00,700000.00,700000.00,700000.00,700000.00,700000.00,500000.00,500000.00,0,0,0,0,0,0,0,0,0,0,0,0,0,40000000.00,40000000.00,0,0,0,0,0,0.0
4,衍生金融资产,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
5,应收票据及应收账款,815130340.58,838327566.61,676516834.61,651162385.16,649064660.55,626554851.73,549547878.17,672355408.41,592050892.79,475814149.51,0,254680828.16,0,156980943.60,0,173703045.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
6,应收票据,360418881.68,453493572.62,182935689.24,182156616.69,192907434.43,213293852.29,227899419.62,360346618.21,307223488.62,247842399.91,188297430.49,189249185.59,177152432.75,119185718.55,123750810.63,120582290.29,120874856.50,184337691.66,102373171.40,82976627.54,91340961.60,90480664.67,204805664.69,153180887.69,200480566.24,170394474.92,188184031.96,81276223.82,74753308.52,132427271.88,93185378.18,121512658.41,111797838.24,142332597.84,165219500.99,110751100.19,96336417.48,60991136.45,35804032.26,905000.00,5818694.21,3655772.16,12181640.80,4650020.60,540760000.00,579548760.60,368772288.55,238649445.22,242841904.07,176452746.44,85506276.14,95117282.37,81870601.20,7070169.06,12817592.03,14937060.52,14488264.24,59755746.88,76207784.65,33835123.20,15275954.90,48252230.43,40341257.21,48353719.30,19592928.62,27980388.75,15281981.20,18469114.09,18135547.50,21613722.50,6399100.00,12123104.16,0,10802609.14,10352796.30,12809813.55,4050950.00,6192000.00,7850000.00,5005725.50,6709905.00,19647416.89,30045849.83,0,0,0.0
7,应收账款,454711458.90,384833993.99,493581145.37,469005768.47,456157226.12,413260999.44,321648458.55,312008790.20,284827404.17,227971749.60,57157441.55,65431642.57,57996309.43,37795225.05,46824357.16,53120755.07,48667328.31,35631175.29,42839431.63,37019285.94,41447455.24,35050472.29,31443856.63,54812993.23,35504180.00,29390190.76,29848726.93,48445149.52,58770677.37,20869560.49,30225172.41,26619572.45,33063602.87,12539976.19,12568779.93,36060221.09,22508992.31,11878611.91,38520043.76,36688320.63,28500426.53,34541714.20,38881927.62,42722097.59,36988496.92,39102965.39,37704049.44,40793476.47,45044540.72,30856141.04,45081084.59,65447994.47,46814925.44,46531434.69,47399204.34,47066972.23,36641166.94,34501704.49,38797614.15,53260692.76,47490489.43,51973511.79,53644436.74,53733779.65,56372682.22,53291383.18,68143248.67,69976105.38,68487518.60,65396689.74,106688854.49,110229800.84,0,104232454.67,89512926.69,84914238.35,117306487.53,114972379.45,124396145.31,140671948.33,112900385.27,72619032.87,55190848.82,50334080.12,61559390.67,0.0
8,应收款项融资,26738672.63,18632726.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
