,报表日期,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20030331,20021231,20020630,20011231,20001231,19991231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,流动资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,货币资金,352906806.84,297534072.79,308509167.12,352821966.07,377913030.17,429764020.55,476736790.12,471572427.44,477875161.57,471099714.52,309958585.07,362122126.11,365206919.49,395832781.50,396477970.58,477643770.38,394901632.35,275454403.15,328222397.59,223772328.66,256426615.81,265297691.37,314237518.04,352799895.38,291081324.09,326785386.41,220210072.27,299109106.92,361625789.77,395580308.18,207984447.11,235469904.45,273349099.72,333785482.91,468131276.45,216847036.22,144862818.97,165315132.19,122651398.17,135880700.91,158648607.50,176694013.98,150367756.14,151691240.69,133013189.00,131980050.46,89967761.79,122935807.78,122712497.08,93811265.19,97753919.10,107697940.63,101081272.57,110048552.31,105106490.95,113776973.22,94885589.10,84866000.68,89768319.15,106024606.95,68461202.37,78928320.13,93117572.99,118991070.15,137083763.26,183658619.86,217299000.27,252683980.61,31892909.94,56543841.62,34862586.02,12856618.94,0.0
3,交易性金融资产,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
4,衍生金融资产,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
5,应收票据及应收账款,673167054.14,679526821.36,731241674.89,652387015.56,550529536.02,533004155.67,623549205.59,661119954.84,0,587673438.26,0,575369607.58,0,491811752.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
6,应收票据,186009640.30,204360438.15,268200886.96,248473501.64,95708056.84,186007087.69,293067421.09,340791269.69,204101324.15,256707892.00,249867888.39,269082385.55,185409251.21,172331212.22,174536297.70,182640312.42,65259885.40,71891592.00,115947232.87,150281552.62,60206261.99,69912830.23,114832605.12,167688072.96,62828737.58,55626573.74,106028622.97,143580870.10,54812712.79,62014990.74,90184561.28,127667842.30,48705934.52,53196110.78,49769684.12,63520605.82,37578376.50,40386270.36,67881649.83,103283741.89,52465537.97,41939629.53,56000763.01,77371933.84,49205188.12,45803223.07,52848758.04,67356194.86,30918045.36,26236490.80,39406671.30,60093806.37,16322676.03,21134493.00,16125797.98,32287864.92,4194400.06,21109578.63,26660219.00,52553922.08,17931811.60,26718896.05,28360984.51,46588378.06,15866867.85,8348426.61,21315996.00,15007446.00,6483925.25,9416726.00,3284003.50,4350000.00,0.0
7,应收账款,487157413.84,475166383.21,463040787.93,403913513.92,454821479.18,346997067.98,330481784.50,320328685.15,385333900.19,330965546.26,370105289.77,306287222.03,319161437.44,319480540.23,380277759.60,330546409.49,375989195.38,298830588.80,256148614.45,219955596.34,260316067.53,222705007.22,164118216.56,136726975.19,208144678.87,194787896.32,161470727.34,130352060.30,186942477.58,157463683.13,128939433.55,104654606.36,154099503.32,129831251.43,116010326.62,97489351.06,132763812.60,114626859.35,109022918.06,88584135.31,131160910.32,116604120.28,103967583.02,89097202.89,127789141.42,125062568.62,116321214.50,90917507.67,134298846.81,116187395.50,107484273.90,86143019.42,129512527.76,118288904.15,95953562.76,86425508.28,147166923.75,131251989.03,112569274.69,90635272.66,140899544.15,124535860.69,108555150.91,78940370.90,111917965.39,100894290.28,75405715.02,69965686.61,88848070.25,61269012.51,61602585.33,62144745.53,0.0
8,应收款项融资,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
